day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
3,2020,01,01,2020-01-01,30.6,25.2,9999.9,999.9,17.9,25.1,999.9,41.5,25.3,0.0,999.9,0,960
4,2020,01,02,2020-01-02,42.9,33.0,9999.9,999.9,22.9,31.1,999.9,48.0,38.7,0.0,999.9,0,636
5,2020,01,03,2020-01-03,40.1,36.3,9999.9,999.9,10.4,17.1,999.9,47.5,34.3,0.0,999.9,0,697
6,2020,01,04,2020-01-04,33.0,28.1,9999.9,999.9,13.1,19,999.9,34.7,31.3,0.0,999.9,0,638
7,2020,01,05,2020-01-05,32.2,26.3,9999.9,999.9,18.9,28,999.9,43.0,26.1,0.0,999.9,0,623
1,2020,01,06,2020-01-06,35.8,24.5,9999.9,999.9,16.8,27,999.9,42.4,30.7,0.0,999.9,0,691
2,2020,01,07,2020-01-07,37.1,18.5,9999.9,999.9,14.8,21,999.9,39.0,35.8,0.0,999.9,0,628
3,2020,01,08,2020-01-08,23.5,10.5,9999.9,999.9,15.9,27,999.9,34.9,16.3,0.0,999.9,0,647
4,2020,01,09,2020-01-09,33.6,24.6,9999.9,999.9,24,33,999.9,49.1,21.6,0.0,999.9,0,632
5,2020,01,10,2020-01-10,45.1,43.5,9999.9,999.9,18,35.9,999.9,50.2,37.0,0.0,999.9,0,624
6,2020,01,11,2020-01-11,35.8,35.7,9999.9,999.9,23.1,32.1,999.9,37.6,32.0,0.0,999.9,0,560
7,2020,01,12,2020-01-12,28.1,26.5,9999.9,999.9,12.6,32.1,999.9,31.5,25.7,0.0,999.9,0,575
1,2020,01,13,2020-01-13,32.5,30.2,9999.9,999.9,12.4,21,999.9,33.6,31.1,0.0,999.9,0,650
2,2020,01,14,2020-01-14,36.6,34.2,9999.9,999.9,13.5,20,999.9,41.0,32.9,0.0,999.9,0,662
3,2020,01,15,2020-01-15,34.4,33.4,9999.9,999.9,8.2,13,999.9,37.6,32.4,0.0,999.9,0,653
4,2020,01,16,2020-01-16,26.7,19.5,9999.9,999.9,16.7,22,999.9,37.0,18.5,0.0,999.9,0,675
5,2020,01,17,2020-01-17,23.6,16.7,9999.9,999.9,13.1,19,999.9,28.2,19.2,0.0,999.9,0,581
6,2020,01,18,2020-01-18,31.3,30.3,9999.9,999.9,22.6,34,999.9,36.9,19.6,0.0,999.9,0,561
7,2020,01,19,2020-01-19,10.8,5.6,9999.9,999.9,24.6,36.9,999.9,21.4,4.5,0.0,999.9,0,503
1,2020,01,20,2020-01-20,24.8,20.5,9999.9,999.9,13.4,18.1,999.9,29.1,20.8,0.0,999.9,0,620
2,2020,01,21,2020-01-21,25.5,18.4,9999.9,999.9,10.1,14,999.9,30.4,21.9,0.0,999.9,0,584
3,2020,01,22,2020-01-22,28.7,22.7,9999.9,999.9,19.7,24.1,999.9,34.7,25.9,0.0,999.9,0,633
4,2020,01,23,2020-01-23,32.2,28.9,9999.9,999.9,14.9,20,999.9,34.0,30.0,0.0,999.9,0,592
5,2020,01,24,2020-01-24,35.2,35.0,9999.9,999.9,7.9,15,999.9,35.8,32.7,0.0,999.9,0,657
6,2020,01,25,2020-01-25,34.7,34.6,9999.9,999.9,11,15,999.9,36.9,33.6,0.0,999.9,0,663
7,2020,01,26,2020-01-26,33.3,32.2,9999.9,999.9,12.9,18.1,999.9,34.5,31.3,0.0,999.9,0,606
1,2020,01,27,2020-01-27,30.8,30.1,9999.9,999.9,9,11.1,999.9,33.8,28.9,0.0,999.9,0,697
2,2020,01,28,2020-01-28,32.7,29.4,9999.9,999.9,7.6,12,999.9,34.0,31.3,0.0,999.9,0,681
3,2020,01,29,2020-01-29,31.3,27.2,9999.9,999.9,6.8,12,999.9,31.8,30.6,0.0,999.9,0,620
4,2020,01,30,2020-01-30,31.9,29.5,9999.9,999.9,5.3,8.9,999.9,33.4,30.9,0.0,999.9,0,619
5,2020,01,31,2020-01-31,32.8,30.6,9999.9,999.9,8.3,12,999.9,35.2,30.9,0.0,999.9,0,709
6,2020,02,01,2020-02-01,35.0,32.9,9999.9,999.9,13.7,22.9,999.9,37.8,32.5,0.0,999.9,0,810
7,2020,02,02,2020-02-02,42.0,33.3,9999.9,999.9,23.7,31.1,999.9,51.4,34.9,0.0,999.9,0,666
1,2020,02,03,2020-02-03,39.8,34.9,9999.9,999.9,10.1,25.1,999.9,47.8,35.1,0.0,999.9,0,745
2,2020,02,04,2020-02-04,35.4,32.9,9999.9,999.9,22.4,28,999.9,37.2,31.8,0.0,999.9,0,648
3,2020,02,05,2020-02-05,29.7,21.6,9999.9,999.9,17.3,26,999.9,31.6,27.5,0.0,999.9,0,633
4,2020,02,06,2020-02-06,28.4,26.1,9999.9,999.9,17.8,22,999.9,29.8,27.5,0.0,999.9,0,555
5,2020,02,07,2020-02-07,31.1,21.1,9999.9,999.9,13.2,21,999.9,35.8,27.9,0.0,999.9,0,694
6,2020,02,08,2020-02-08,32.1,21.9,9999.9,999.9,9,17.1,999.9,34.7,30.0,0.0,999.9,0,625
7,2020,02,09,2020-02-09,30.8,26.6,9999.9,999.9,16.6,25.1,999.9,36.5,26.4,0.0,999.9,0,564
1,2020,02,10,2020-02-10,30.9,29.8,9999.9,999.9,13.1,22,999.9,37.2,27.1,0.0,999.9,0,630
2,2020,02,11,2020-02-11,31.4,25.0,9999.9,999.9,12.6,24.1,999.9,32.7,29.3,0.0,999.9,0,643
3,2020,02,12,2020-02-12,30.3,23.0,9999.9,999.9,12.5,17.1,999.9,35.8,27.0,0.0,999.9,0,628
4,2020,02,13,2020-02-13,24.4,22.7,9999.9,999.9,16.3,32.1,999.9,32.5,12.2,0.0,999.9,0,548
5,2020,02,14,2020-02-14,8.5,-3.2,9999.9,999.9,12.2,19,999.9,14.7,2.5,0.0,999.9,0,586
6,2020,02,15,2020-02-15,19.4,11.7,9999.9,999.9,23.9,32.1,999.9,33.1,9.9,0.0,999.9,0,596
7,2020,02,16,2020-02-16,30.6,26.1,9999.9,999.9,11.1,26,999.9,33.8,27.3,0.0,999.9,0,619
1,2020,02,17,2020-02-17,33.2,31.2,9999.9,999.9,11.2,22.9,999.9,35.4,31.6,0.0,999.9,0,601
2,2020,02,18,2020-02-18,36.0,31.6,9999.9,999.9,18.1,28,999.9,39.4,34.0,0.0,999.9,0,668
3,2020,02,19,2020-02-19,24.2,12.0,9999.9,999.9,12.6,21,999.9,34.9,17.6,0.0,999.9,0,581
4,2020,02,20,2020-02-20,18.3,2.6,9999.9,999.9,13.2,19,999.9,26.1,12.2,0.0,999.9,0,603
5,2020,02,21,2020-02-21,22.1,3.7,9999.9,999.9,13.9,22,999.9,35.8,15.4,0.0,999.9,0,657
6,2020,02,22,2020-02-22,35.6,20.2,9999.9,999.9,18.1,28,999.9,49.1,29.5,0.0,999.9,0,685
7,2020,02,23,2020-02-23,42.5,27.9,9999.9,999.9,16.9,24.1,999.9,54.7,35.8,0.0,999.9,0,660
1,2020,02,24,2020-02-24,41.4,32.6,9999.9,999.9,11,17.1,999.9,53.4,34.3,0.0,999.9,0,601
2,2020,02,25,2020-02-25,35.7,34.4,9999.9,999.9,18.9,26,999.9,36.9,34.2,0.0,999.9,0,517
3,2020,02,26,2020-02-26,30.8,29.4,9999.9,999.9,25.2,32.1,999.9,32.7,28.8,0.0,999.9,0,602
4,2020,02,27,2020-02-27,27.1,14.1,9999.9,999.9,17.1,26,999.9,29.7,25.9,0.0,999.9,0,565
5,2020,02,28,2020-02-28,24.1,7.6,9999.9,999.9,13.5,17.1,999.9,28.8,19.8,0.0,999.9,0,658
6,2020,02,29,2020-02-29,25.9,4.8,9999.9,999.9,13.5,20,999.9,35.1,20.1,0.0,999.9,0,588
7,2020,03,01,2020-03-01,38.8,28.3,9999.9,999.9,20.5,29.9,999.9,55.4,31.3,0.0,999.9,0,746
1,2020,03,02,2020-03-02,43.8,36.5,9999.9,999.9,12.7,26,999.9,55.2,35.8,0.0,999.9,0,603
2,2020,03,03,2020-03-03,38.4,32.1,9999.9,999.9,12.5,27,999.9,46.8,33.3,0.0,999.9,0,637
3,2020,03,04,2020-03-04,40.1,30.0,9999.9,999.9,12.4,22.9,999.9,44.4,36.7,0.0,999.9,0,624
4,2020,03,05,2020-03-05,42.1,28.3,9999.9,999.9,15.8,32.1,999.9,50.0,36.1,0.0,999.9,0,589
5,2020,03,06,2020-03-06,35.0,28.5,9999.9,999.9,25.2,33,999.9,46.2,31.5,0.0,999.9,0,707
6,2020,03,07,2020-03-07,34.6,25.2,9999.9,999.9,11.8,22,999.9,47.8,29.7,0.0,999.9,0,589
7,2020,03,08,2020-03-08,48.2,25.6,9999.9,999.9,25.6,32.1,999.9,61.5,42.1,0.0,999.9,0,639
1,2020,03,09,2020-03-09,53.6,38.6,9999.9,999.9,26.8,35.9,999.9,57.9,48.4,0.0,999.9,0,572
2,2020,03,10,2020-03-10,40.4,39.5,9999.9,999.9,16.9,26,999.9,53.2,33.3,0.0,999.9,0,565
3,2020,03,11,2020-03-11,37.2,35.3,9999.9,999.9,7.2,11.1,999.9,42.4,33.1,0.0,999.9,0,591
4,2020,03,12,2020-03-12,41.8,40.1,9999.9,999.9,12,18.1,999.9,53.1,37.2,0.0,999.9,0,633
5,2020,03,13,2020-03-13,44.0,31.6,9999.9,999.9,18,24.1,999.9,55.2,35.4,0.0,999.9,0,676
6,2020,03,14,2020-03-14,36.0,29.1,9999.9,999.9,11.6,21,999.9,41.4,33.6,0.0,999.9,0,618
7,2020,03,15,2020-03-15,34.1,28.9,9999.9,999.9,14.3,22,999.9,34.9,32.7,0.0,999.9,0,592
1,2020,03,16,2020-03-16,35.9,32.9,9999.9,999.9,8.1,15.9,999.9,40.1,34.2,0.0,999.9,0,531
2,2020,03,17,2020-03-17,38.1,32.3,9999.9,999.9,11.8,15.9,999.9,40.1,35.8,0.0,999.9,0,576
3,2020,03,18,2020-03-18,37.9,33.7,9999.9,999.9,9.1,15,999.9,40.6,36.1,0.0,999.9,0,530
4,2020,03,19,2020-03-19,39.6,39.6,9999.9,999.9,9.9,15,999.9,43.7,37.8,0.0,999.9,0,473
5,2020,03,20,2020-03-20,46.1,44.0,9999.9,999.9,20.8,26,999.9,63.5,33.4,0.0,999.9,0,499
6,2020,03,21,2020-03-21,29.2,21.0,9999.9,999.9,16.2,25.1,999.9,33.3,27.0,0.0,999.9,0,439
7,2020,03,22,2020-03-22,30.7,23.6,9999.9,999.9,10.9,20,999.9,34.0,27.7,0.0,999.9,0,377
1,2020,03,23,2020-03-23,34.1,33.4,9999.9,999.9,8.1,15,999.9,37.4,32.0,0.0,999.9,0,395
2,2020,03,24,2020-03-24,36.4,35.7,9999.9,999.9,5.8,9.9,999.9,37.9,35.1,0.0,999.9,0,424
3,2020,03,25,2020-03-25,40.8,38.9,9999.9,999.9,8.9,15.9,999.9,53.4,36.7,0.0,999.9,0,438
4,2020,03,26,2020-03-26,45.7,43.5,9999.9,999.9,13,22,999.9,52.7,37.6,0.0,999.9,0,425
5,2020,03,27,2020-03-27,38.0,38.0,9999.9,999.9,11.9,19,999.9,42.3,35.8,0.0,999.9,0,426
6,2020,03,28,2020-03-28,41.9,41.9,9999.9,999.9,10.6,21,999.9,46.8,39.9,0.0,999.9,0,470
7,2020,03,29,2020-03-29,50.5,43.7,9999.9,999.9,24.3,39,999.9,63.3,41.4,0.0,999.9,0,502
1,2020,03,30,2020-03-30,43.1,36.3,9999.9,999.9,17.3,33,999.9,47.3,38.5,0.0,999.9,0,450
2,2020,03,31,2020-03-31,37.5,35.7,9999.9,999.9,11.3,15.9,999.9,38.7,36.5,0.0,999.9,0,388
3,2020,04,01,2020-04-01,37.7,37.5,9999.9,999.9,13.1,20,999.9,38.7,36.3,0.0,999.9,0,532
4,2020,04,02,2020-04-02,35.1,34.5,9999.9,999.9,3.8,11.1,999.9,43.2,31.8,0.0,999.9,0,376
5,2020,04,03,2020-04-03,43.4,38.6,9999.9,999.9,6.6,18.1,999.9,48.0,41.0,0.0,999.9,0,509
6,2020,04,04,2020-04-04,44.0,40.5,9999.9,999.9,11.1,15,999.9,59.9,37.2,0.0,999.9,0,449
7,2020,04,05,2020-04-05,37.9,35.6,9999.9,999.9,11,17.1,999.9,38.7,37.0,0.0,999.9,0,406
1,2020,04,06,2020-04-06,41.5,37.8,9999.9,999.9,7.4,19,999.9,53.4,37.6,0.0,999.9,0,451
2,2020,04,07,2020-04-07,58.9,53.8,9999.9,999.9,10.6,22.9,999.9,78.1,44.6,0.0,999.9,0,458
3,2020,04,08,2020-04-08,50.9,48.6,9999.9,999.9,8.9,20,999.9,77.9,42.6,0.0,999.9,0,444
4,2020,04,09,2020-04-09,44.7,31.6,9999.9,999.9,20.7,32.1,999.9,50.2,40.8,0.0,999.9,0,428
5,2020,04,10,2020-04-10,37.9,25.9,9999.9,999.9,15.7,22,999.9,40.5,35.1,0.0,999.9,0,427
6,2020,04,11,2020-04-11,45.4,34.4,9999.9,999.9,10.3,17.1,999.9,60.8,38.7,0.0,999.9,0,449
7,2020,04,12,2020-04-12,51.4,45.2,9999.9,999.9,13.6,21,999.9,61.2,46.0,0.0,999.9,0,385
1,2020,04,13,2020-04-13,43.4,35.8,9999.9,999.9,22.4,29.9,999.9,55.2,36.3,0.0,999.9,0,398
2,2020,04,14,2020-04-14,35.2,19.2,9999.9,999.9,18.8,24.1,999.9,41.4,30.6,0.0,999.9,0,368
3,2020,04,15,2020-04-15,32.3,21.3,9999.9,999.9,10.4,22,999.9,38.3,27.5,0.0,999.9,0,413
4,2020,04,16,2020-04-16,35.6,16.2,9999.9,999.9,12.1,18.1,999.9,43.9,30.6,0.0,999.9,0,405
5,2020,04,17,2020-04-17,37.5,28.3,9999.9,999.9,9.8,15,999.9,43.7,33.1,0.0,999.9,0,425
6,2020,04,18,2020-04-18,43.2,32.8,9999.9,999.9,16.8,29.9,999.9,55.4,37.0,0.0,999.9,0,464
7,2020,04,19,2020-04-19,48.9,36.6,9999.9,999.9,19.8,33,999.9,55.6,40.6,0.0,999.9,0,344
1,2020,04,20,2020-04-20,48.1,32.0,9999.9,999.9,8.4,26,999.9,61.0,41.0,0.0,999.9,0,503
2,2020,04,21,2020-04-21,45.0,24.3,9999.9,999.9,20.6,27,999.9,59.9,36.5,0.0,999.9,0,419
3,2020,04,22,2020-04-22,41.5,30.0,9999.9,999.9,12.6,21,999.9,45.9,37.9,0.0,999.9,0,432
4,2020,04,23,2020-04-23,44.5,43.2,9999.9,999.9,10,21,999.9,52.9,42.1,0.0,999.9,0,441
5,2020,04,24,2020-04-24,40.5,40.5,9999.9,999.9,13,17.1,999.9,42.1,39.6,0.0,999.9,0,440
6,2020,04,25,2020-04-25,41.8,40.6,9999.9,999.9,14.2,24.1,999.9,43.7,40.5,0.0,999.9,0,400
7,2020,04,26,2020-04-26,42.9,39.5,9999.9,999.9,16.3,22,999.9,45.9,41.4,0.0,999.9,0,423
1,2020,04,27,2020-04-27,52.5,35.8,9999.9,999.9,12.1,25.1,999.9,64.0,44.8,0.0,999.9,0,399
2,2020,04,28,2020-04-28,55.5,53.5,9999.9,999.9,12.7,21,999.9,69.1,49.5,0.0,999.9,0,465
3,2020,04,29,2020-04-29,52.5,52.3,9999.9,999.9,12,20,999.9,62.8,43.5,0.0,999.9,0,424
4,2020,04,30,2020-04-30,43.1,41.7,9999.9,999.9,26.5,35.9,999.9,45.1,40.5,0.0,999.9,0,425
5,2020,05,01,2020-05-01,48.0,38.0,9999.9,999.9,9.6,17.1,999.9,53.8,44.4,0.0,999.9,0,579
6,2020,05,02,2020-05-02,61.8,47.7,9999.9,999.9,15.2,21,999.9,74.8,48.9,0.0,999.9,0,493
7,2020,05,03,2020-05-03,65.3,43.2,9999.9,999.9,12.8,20,999.9,72.7,56.3,0.0,999.9,0,491
1,2020,05,04,2020-05-04,43.6,37.1,9999.9,999.9,18.1,29.9,999.9,66.0,38.7,0.0,999.9,0,438
2,2020,05,05,2020-05-05,42.5,39.4,9999.9,999.9,12.6,21,999.9,45.3,39.4,0.0,999.9,0,441
3,2020,05,06,2020-05-06,44.1,33.5,9999.9,999.9,12.5,18.1,999.9,49.8,42.1,0.0,999.9,0,463
4,2020,05,07,2020-05-07,51.9,36.8,9999.9,999.9,14.2,20,999.9,59.9,44.4,0.0,999.9,0,420
5,2020,05,08,2020-05-08,40.1,30.6,9999.9,999.9,16.8,28.9,999.9,45.5,35.4,0.0,999.9,0,445
6,2020,05,09,2020-05-09,41.6,21.8,9999.9,999.9,11.7,19,999.9,56.3,35.6,0.0,999.9,0,463
7,2020,05,10,2020-05-10,49.4,35.5,9999.9,999.9,18.6,31.1,999.9,57.9,37.6,0.0,999.9,0,473
1,2020,05,11,2020-05-11,40.3,34.3,9999.9,999.9,12.2,22.9,999.9,41.9,37.8,0.0,999.9,0,452
2,2020,05,12,2020-05-12,46.9,34.6,9999.9,999.9,12.4,17.1,999.9,53.2,43.5,0.0,999.9,0,455
3,2020,05,13,2020-05-13,47.4,37.4,9999.9,999.9,11.9,17.1,999.9,52.2,43.5,0.0,999.9,0,522
4,2020,05,14,2020-05-14,57.8,53.8,9999.9,999.9,14.6,20,999.9,70.3,52.2,0.0,999.9,0,468
5,2020,05,15,2020-05-15,63.5,62.7,9999.9,999.9,8.8,18.1,999.9,71.1,57.4,0.0,999.9,0,550
6,2020,05,16,2020-05-16,49.9,49.4,9999.9,999.9,10.2,15.9,999.9,61.5,46.0,0.0,999.9,0,577
7,2020,05,17,2020-05-17,52.5,52.2,9999.9,999.9,13.2,27,999.9,63.7,47.3,0.0,999.9,0,440
1,2020,05,18,2020-05-18,53.7,53.7,9999.9,999.9,7.8,18.1,999.9,63.0,47.5,0.0,999.9,0,501
2,2020,05,19,2020-05-19,49.1,49.1,9999.9,999.9,16.8,21,999.9,53.4,47.5,0.0,999.9,0,475
