"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","year","wdsp","NUM_CRIMES"
"827",1,0,0,0,0,0,0,0,0,0,0,0,2013,10.1,0.591796875
"828",1,0,0,0,0,0,0,0,0,0,0,0,2013,10.3,0.53125
"829",1,0,0,0,0,0,0,0,0,0,0,0,2013,13.2,0.501953125
"830",1,0,0,0,0,0,0,0,0,0,0,0,2013,11.6,0.376953125
"831",1,0,0,0,0,0,0,0,0,0,0,0,2013,8.1,0.37890625
"832",1,0,0,0,0,0,0,0,0,0,0,0,2013,12.6,0.484375
"833",1,0,0,0,0,0,0,0,0,0,0,0,2013,12.1,0.46484375
"834",1,0,0,0,0,0,0,0,0,0,0,0,2013,9.5,0.4375
"835",1,0,0,0,0,0,0,0,0,0,0,0,2013,11.8,0.62109375
"836",1,0,0,0,0,0,0,0,0,0,0,0,2013,10,0.408203125
"837",1,0,0,0,0,0,0,0,0,0,0,0,2013,10.5,0.390625
"838",1,0,0,0,0,0,0,0,0,0,0,0,2013,12.4,0.681640625
"839",1,0,0,0,0,0,0,0,0,0,0,0,2013,14.9,0.466796875
"840",1,0,0,0,0,0,0,0,0,0,0,0,2013,10.3,0.224609375
"841",1,0,0,0,0,0,0,0,0,0,0,0,2013,12,0.5703125
"842",1,0,0,0,0,0,0,0,0,0,0,0,2013,13.5,0.396484375
"843",1,0,0,0,0,0,0,0,0,0,0,0,2013,19.2,0.474609375
"844",0,0,0,0,0,0,0,0,1,0,0,0,2013,3,0.458984375
"845",0,0,0,0,0,0,0,0,1,0,0,0,2013,5.2,0.595703125
"846",0,0,0,0,0,0,0,0,1,0,0,0,2013,4.8,0.33984375
"847",0,0,0,0,0,0,0,0,1,0,0,0,2013,4.5,0.705078125
"848",0,0,0,0,0,0,0,0,1,0,0,0,2013,5.9,0.66796875
"849",0,0,0,0,0,0,0,0,1,0,0,0,2013,5.2,0.751953125
"850",0,0,0,0,0,0,0,0,1,0,0,0,2013,7.4,0.326171875
"851",0,0,0,0,0,0,0,0,1,0,0,0,2013,3.6,0.455078125
"852",0,0,0,0,0,0,0,0,1,0,0,0,2013,6.5,0.53515625
"853",0,0,0,0,0,0,0,0,1,0,0,0,2013,4,0.720703125
"854",0,0,0,0,0,0,0,0,1,0,0,0,2013,7.9,0.4765625
"855",0,0,0,0,0,0,0,0,1,0,0,0,2013,5.1,0.568359375
"856",0,0,0,0,0,0,0,0,1,0,0,0,2013,9.4,0.611328125
"857",0,0,0,0,0,0,0,0,1,0,0,0,2013,9.2,0.44921875
"858",0,0,0,0,0,0,0,0,1,0,0,0,2013,7.8,0.435546875
"859",0,0,0,0,0,0,0,0,1,0,0,0,2013,6.8,0.603515625
"860",0,0,0,0,0,0,0,0,1,0,0,0,2013,8.1,0.59765625
"861",0,0,0,0,0,0,0,0,1,0,0,0,2013,9.7,0.58984375
"862",0,0,0,0,0,0,0,0,1,0,0,0,2013,11.2,0.64453125
"863",0,0,0,0,0,0,0,0,1,0,0,0,2013,7.9,0.5859375
"864",0,0,0,0,0,0,0,0,1,0,0,0,2013,6.2,0.48046875
"865",0,0,0,0,0,0,0,0,1,0,0,0,2013,11.9,0.669921875
"866",0,0,0,0,0,0,0,0,1,0,0,0,2013,10.2,0.6484375
"867",0,0,0,0,0,0,0,0,1,0,0,0,2013,9.3,0.845703125
"868",0,0,0,0,0,0,0,0,1,0,0,0,2013,10.6,0.435546875
"869",0,0,0,0,0,0,0,0,1,0,0,0,2013,9.2,0.447265625
"870",0,0,0,0,0,0,0,0,1,0,0,0,2013,12.5,0.583984375
"871",0,0,0,0,0,0,0,0,1,0,0,0,2013,12.7,0.697265625
"872",0,0,0,0,0,0,0,0,1,0,0,0,2013,11.6,0.638671875
"873",0,0,0,0,0,0,0,0,1,0,0,0,2013,14.4,0.4609375
"874",0,0,0,0,0,0,1,0,0,0,0,0,2013,4.5,0.5546875
"875",0,0,0,0,0,0,1,0,0,0,0,0,2013,3.8,0.494140625
"876",0,0,0,0,0,0,1,0,0,0,0,0,2013,4.4,0.623046875
"877",0,0,0,0,0,0,1,0,0,0,0,0,2013,5.1,0.49609375
"878",0,0,0,0,0,0,1,0,0,0,0,0,2013,6.2,0.81640625
"879",0,0,0,0,0,0,1,0,0,0,0,0,2013,3.4,0.60546875
"880",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.7,0.791015625
"881",0,0,0,0,0,0,1,0,0,0,0,0,2013,5.4,0.57421875
"882",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.5,0.5859375
"883",0,0,0,0,0,0,1,0,0,0,0,0,2013,9,0.53515625
"884",0,0,0,0,0,0,1,0,0,0,0,0,2013,6,0.712890625
"885",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.9,0.6953125
"886",0,0,0,0,0,0,1,0,0,0,0,0,2013,7,0.62109375
"887",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.9,0.681640625
"888",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.3,0.443359375
"889",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.1,0.578125
"890",0,0,0,0,0,0,1,0,0,0,0,0,2013,8.9,0.689453125
"891",0,0,0,0,0,0,1,0,0,0,0,0,2013,11.1,0.611328125
"892",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.4,0.603515625
"893",0,0,0,0,0,0,1,0,0,0,0,0,2013,9.3,0.583984375
"894",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.7,0.4453125
"895",0,0,0,0,0,0,1,0,0,0,0,0,2013,4,0.44140625
"896",0,0,0,0,0,0,1,0,0,0,0,0,2013,12.2,0.64453125
"897",0,0,0,0,0,0,1,0,0,0,0,0,2013,11.1,0.9375
"898",0,0,0,0,0,0,1,0,0,0,0,0,2013,8.2,0.556640625
"899",0,0,0,0,0,0,1,0,0,0,0,0,2013,7.9,0.5859375
"900",0,0,0,0,0,0,1,0,0,0,0,0,2013,11.5,0.63671875
"901",0,0,0,0,0,0,1,0,0,0,0,0,2013,8.1,0.59765625
"902",0,0,0,0,0,0,1,0,0,0,0,0,2013,6,0.529296875
"903",0,0,0,0,0,0,1,0,0,0,0,0,2013,9.7,0.431640625
"904",0,0,0,0,0,1,0,0,0,0,0,0,2013,2.9,0.61328125
"905",0,0,0,0,0,1,0,0,0,0,0,0,2013,4.5,0.466796875
"906",0,0,0,0,0,1,0,0,0,0,0,0,2013,4.8,0.552734375
"907",0,0,0,0,0,1,0,0,0,0,0,0,2013,5.2,0.560546875
"908",0,0,0,0,0,1,0,0,0,0,0,0,2013,4.6,0.669921875
"909",0,0,0,0,0,1,0,0,0,0,0,0,2013,6.8,0.560546875
"910",0,0,0,0,0,1,0,0,0,0,0,0,2013,6.4,0.548828125
"911",0,0,0,0,0,1,0,0,0,0,0,0,2013,5.8,0.669921875
"912",0,0,0,0,0,1,0,0,0,0,0,0,2013,6.1,0.591796875
"913",0,0,0,0,0,1,0,0,0,0,0,0,2013,5.4,0.751953125
"914",0,0,0,0,0,1,0,0,0,0,0,0,2013,7.8,0.66796875
"915",0,0,0,0,0,1,0,0,0,0,0,0,2013,4.7,0.537109375
"916",0,0,0,0,0,1,0,0,0,0,0,0,2013,7.2,0.583984375
"917",0,0,0,0,0,1,0,0,0,0,0,0,2013,7.6,0.5234375
"918",0,0,0,0,0,1,0,0,0,0,0,0,2013,6.5,0.634765625
"919",0,0,0,0,0,1,0,0,0,0,0,0,2013,8.9,0.498046875
"920",0,0,0,0,0,1,0,0,0,0,0,0,2013,6.5,0.640625
"921",0,0,0,0,0,1,0,0,0,0,0,0,2013,6.2,0.66796875
"922",0,0,0,0,0,1,0,0,0,0,0,0,2013,5.6,0.80859375
"923",0,0,0,0,0,1,0,0,0,0,0,0,2013,10.9,0.703125
"924",0,0,0,0,0,1,0,0,0,0,0,0,2013,6.8,0.77734375
"925",0,0,0,0,0,1,0,0,0,0,0,0,2013,9.7,0.568359375
"926",0,0,0,0,0,1,0,0,0,0,0,0,2013,9.3,0.546875
"927",0,0,0,0,0,1,0,0,0,0,0,0,2013,7.5,0.6171875
"928",0,0,0,0,0,1,0,0,0,0,0,0,2013,10.8,0.5390625
"929",0,0,0,0,0,1,0,0,0,0,0,0,2013,8.7,0.7578125
"930",0,0,0,0,0,1,0,0,0,0,0,0,2013,7.9,0.546875
"931",0,0,0,0,0,1,0,0,0,0,0,0,2013,6.6,0.61328125
"932",0,0,0,0,0,1,0,0,0,0,0,0,2013,12.2,0.927734375
"933",0,0,0,0,0,1,0,0,0,0,0,0,2013,11.6,0.5859375
"934",0,0,0,0,0,1,0,0,0,0,0,0,2013,9.5,0.626953125
"935",0,1,0,0,0,0,0,0,0,0,0,0,2013,5.2,0.748046875
"936",0,1,0,0,0,0,0,0,0,0,0,0,2013,5.3,0.658203125
"937",0,1,0,0,0,0,0,0,0,0,0,0,2013,5.1,0.625
"938",0,1,0,0,0,0,0,0,0,0,0,0,2013,4.6,0.525390625
"939",0,1,0,0,0,0,0,0,0,0,0,0,2013,6.6,0.810546875
"940",0,1,0,0,0,0,0,0,0,0,0,0,2013,4.7,0.54296875
"941",0,1,0,0,0,0,0,0,0,0,0,0,2013,5.8,0.591796875
"942",0,1,0,0,0,0,0,0,0,0,0,0,2013,5,0.6640625
"943",0,1,0,0,0,0,0,0,0,0,0,0,2013,7.5,0.740234375
"944",0,1,0,0,0,0,0,0,0,0,0,0,2013,5.3,0.62109375
"945",0,1,0,0,0,0,0,0,0,0,0,0,2013,6.1,0.712890625
"946",0,1,0,0,0,0,0,0,0,0,0,0,2013,4.2,0.5703125
"947",0,1,0,0,0,0,0,0,0,0,0,0,2013,6.8,0.48828125
"948",0,1,0,0,0,0,0,0,0,0,0,0,2013,7.6,0.587890625
"949",0,1,0,0,0,0,0,0,0,0,0,0,2013,6.4,0.69921875
"950",0,1,0,0,0,0,0,0,0,0,0,0,2013,6.5,0.54296875
"951",0,1,0,0,0,0,0,0,0,0,0,0,2013,6.1,0.4140625
"952",0,1,0,0,0,0,0,0,0,0,0,0,2013,7.4,0.5078125
"953",0,1,0,0,0,0,0,0,0,0,0,0,2013,3.9,0.654296875
"954",0,1,0,0,0,0,0,0,0,0,0,0,2013,6.2,0.8359375
"955",0,1,0,0,0,0,0,0,0,0,0,0,2013,8.9,0.65625
"956",0,1,0,0,0,0,0,0,0,0,0,0,2013,7.9,0.720703125
"957",0,1,0,0,0,0,0,0,0,0,0,0,2013,8.1,0.673828125
"958",0,1,0,0,0,0,0,0,0,0,0,0,2013,4.2,0.626953125
"959",0,1,0,0,0,0,0,0,0,0,0,0,2013,10,0.578125
"960",0,1,0,0,0,0,0,0,0,0,0,0,2013,8.7,0.66015625
"961",0,1,0,0,0,0,0,0,0,0,0,0,2013,9.4,0.58203125
"962",0,1,0,0,0,0,0,0,0,0,0,0,2013,10,0.599609375
"963",0,1,0,0,0,0,0,0,0,0,0,0,2013,9.6,0.548828125
"964",0,1,0,0,0,0,0,0,0,0,0,0,2013,7.8,0.58984375
"965",0,1,0,0,0,0,0,0,0,0,0,0,2013,6.6,0.642578125
"966",0,0,0,0,0,0,0,0,0,0,0,1,2013,2.7,0.447265625
"967",0,0,0,0,0,0,0,0,0,0,0,1,2013,4.6,0.451171875
"968",0,0,0,0,0,0,0,0,0,0,0,1,2013,4.3,0.4921875
"969",0,0,0,0,0,0,0,0,0,0,0,1,2013,5.5,0.572265625
"970",0,0,0,0,0,0,0,0,0,0,0,1,2013,6,0.478515625
"971",0,0,0,0,0,0,0,0,0,0,0,1,2013,5.6,0.55078125
"972",0,0,0,0,0,0,0,0,0,0,0,1,2013,5.9,0.298828125
"973",0,0,0,0,0,0,0,0,0,0,0,1,2013,4.9,1
"974",0,0,0,0,0,0,0,0,0,0,0,1,2013,5.5,0.458984375
"975",0,0,0,0,0,0,0,0,0,0,0,1,2013,5.8,0.525390625
"976",0,0,0,0,0,0,0,0,0,0,0,1,2013,6,0.439453125
"977",0,0,0,0,0,0,0,0,0,0,0,1,2013,7.1,0.45703125
"978",0,0,0,0,0,0,0,0,0,0,0,1,2013,5.8,0.705078125
"979",0,0,0,0,0,0,0,0,0,0,0,1,2013,7.8,0.619140625
"980",0,0,0,0,0,0,0,0,0,0,0,1,2013,7.5,0.6328125
"981",0,0,0,0,0,0,0,0,0,0,0,1,2013,8,0.515625
"982",0,0,0,0,0,0,0,0,0,0,0,1,2013,7,0.5234375
"983",0,0,0,0,0,0,0,0,0,0,0,1,2013,9.5,0.51171875
"984",0,0,0,0,0,0,0,0,0,0,0,1,2013,9.9,0.66796875
"985",0,0,0,0,0,0,0,0,0,0,0,1,2013,6.8,0.619140625
"986",0,0,0,0,0,0,0,0,0,0,0,1,2013,8.9,0.5859375
"987",0,0,0,0,0,0,0,0,0,0,0,1,2013,9.2,0.30078125
"988",0,0,0,0,0,0,0,0,0,0,0,1,2013,7.8,0.6328125
"989",0,0,0,0,0,0,0,0,0,0,0,1,2013,10.5,0.3359375
"990",0,0,0,0,0,0,0,0,0,0,0,1,2013,12.4,0.552734375
"991",0,0,0,0,0,0,0,0,0,0,0,1,2013,8.8,0.623046875
"992",0,0,0,0,0,0,0,0,0,0,0,1,2013,9.4,0.486328125
"993",0,0,0,0,0,0,0,0,0,0,0,1,2013,10.8,0.609375
"994",0,0,0,0,0,0,0,0,0,0,0,1,2013,6.7,0.48828125
"995",0,0,0,0,0,0,0,0,0,0,0,1,2013,7.3,0.49609375
"996",0,0,0,0,0,0,0,0,0,0,1,0,2013,4.1,0.384765625
"997",0,0,0,0,0,0,0,0,0,0,1,0,2013,4.8,0.341796875
"998",0,0,0,0,0,0,0,0,0,0,1,0,2013,2.7,0.4921875
"999",0,0,0,0,0,0,0,0,0,0,1,0,2013,5.1,0.541015625
"1000",0,0,0,0,0,0,0,0,0,0,1,0,2013,5.3,0.28515625
"1001",0,0,0,0,0,0,0,0,0,0,1,0,2013,6,0.521484375
"1002",0,0,0,0,0,0,0,0,0,0,1,0,2013,5.1,0.443359375
"1003",0,0,0,0,0,0,0,0,0,0,1,0,2013,6.1,0.52734375
"1004",0,0,0,0,0,0,0,0,0,0,1,0,2013,7,0.517578125
"1005",0,0,0,0,0,0,0,0,0,0,1,0,2013,7.2,0.482421875
"1006",0,0,0,0,0,0,0,0,0,0,1,0,2013,8.6,0.31640625
"1007",0,0,0,0,0,0,0,0,0,0,1,0,2013,8.7,0.349609375
"1008",0,0,0,0,0,0,0,0,0,0,1,0,2013,8.4,0.337890625
"1009",0,0,0,0,0,0,0,0,0,0,1,0,2013,9.3,0.271484375
"1010",0,0,0,0,0,0,0,0,0,0,1,0,2013,5.8,0.349609375
"1011",0,0,0,0,0,0,0,0,0,0,1,0,2013,8.9,0.33984375
"1012",0,0,0,0,0,0,0,0,0,0,1,0,2013,9.4,0.38671875
"1013",0,0,0,0,0,0,0,0,0,0,1,0,2013,7.9,0.423828125
"1014",0,0,0,0,0,0,0,0,0,0,1,0,2013,7.7,0.287109375
"1015",0,0,0,0,0,0,0,0,0,0,1,0,2013,5.9,0.28515625
"1016",0,0,0,0,0,0,0,0,0,0,1,0,2013,5.7,0.498046875
"1017",0,0,0,0,0,0,0,0,0,0,1,0,2013,6.9,0.455078125
"1018",0,0,0,0,0,0,0,0,0,0,1,0,2013,6,0.484375
"1019",0,0,0,0,0,0,0,0,0,0,1,0,2013,7.7,0.337890625
"1020",0,0,0,0,0,0,0,0,0,0,1,0,2013,9.5,0.341796875
"1021",0,0,0,0,0,0,0,0,0,0,1,0,2013,7,0.4609375
"1022",0,0,0,0,0,0,0,0,0,0,1,0,2013,8.1,0.466796875
"1023",0,0,0,0,0,0,0,0,0,0,1,0,2013,7.3,0.619140625
"1024",0,0,0,0,0,0,0,0,0,0,1,0,2013,14.2,0.275390625
"1025",0,0,0,0,0,0,0,0,0,0,1,0,2013,7,0.3984375
"1026",0,0,0,0,0,0,0,0,0,0,1,0,2013,10.2,0.970703125
"1027",0,0,0,0,0,0,0,0,0,1,0,0,2013,5.2,0.48046875
"1028",0,0,0,0,0,0,0,0,0,1,0,0,2013,5,0.5078125
"1029",0,0,0,0,0,0,0,0,0,1,0,0,2013,3.4,0.37890625
"1030",0,0,0,0,0,0,0,0,0,1,0,0,2013,4.7,0.396484375
"1031",0,0,0,0,0,0,0,0,0,1,0,0,2013,7.7,0.27734375
"1032",0,0,0,0,0,0,0,0,0,1,0,0,2013,6.4,0.5078125
"1033",0,0,0,0,0,0,0,0,0,1,0,0,2013,6.6,0.3359375
"1034",0,0,0,0,0,0,0,0,0,1,0,0,2013,7.9,0.328125
"1035",0,0,0,0,0,0,0,0,0,1,0,0,2013,7.7,0.4375
"1036",0,0,0,0,0,0,0,0,0,1,0,0,2013,10.1,0.64453125
"1037",0,0,0,0,0,0,0,0,0,1,0,0,2013,7.7,0.51953125
"1038",0,0,0,0,0,0,0,0,0,1,0,0,2013,8.1,0.443359375
"1039",0,0,0,0,0,0,0,0,0,1,0,0,2013,8.7,0.484375
"1040",0,0,0,0,0,0,0,0,0,1,0,0,2013,11.9,0.1484375
"1041",0,0,0,0,0,0,0,0,0,1,0,0,2013,9.2,0.158203125
"1042",0,0,0,0,0,0,0,0,0,1,0,0,2013,10.4,0.43359375
"1043",0,0,0,0,0,0,0,0,0,1,0,0,2013,11.2,0.1640625
"1044",0,0,0,0,0,0,0,0,0,1,0,0,2013,8.8,0.0703125
"1045",0,0,0,0,0,0,0,0,0,1,0,0,2013,13.5,0.31640625
"1046",0,0,0,0,0,0,0,0,0,1,0,0,2013,10.7,0.443359375
"1047",0,0,0,0,0,0,0,0,0,1,0,0,2013,13.3,0.251953125
"1048",0,0,0,0,0,0,0,0,0,1,0,0,2013,10.9,0.310546875
"1049",0,0,0,0,0,0,0,0,0,1,0,0,2013,12.7,0.353515625
"1050",0,0,0,0,0,0,0,0,0,1,0,0,2013,15.2,0.330078125
"1051",0,0,0,0,0,0,0,0,0,1,0,0,2013,9.8,0.29296875
"1052",0,0,0,0,0,0,0,0,0,1,0,0,2013,11.1,0.1328125
"1053",0,0,0,0,0,0,0,0,0,1,0,0,2013,13.2,0.802734375
"1054",0,0,0,0,0,0,0,0,0,1,0,0,2013,16.8,0.49609375
"1055",0,0,0,0,0,0,0,0,0,1,0,0,2013,17.3,0.265625
"1056",0,0,1,0,0,0,0,0,0,0,0,0,2013,4.1,0.201171875
"1057",0,0,1,0,0,0,0,0,0,0,0,0,2013,4.4,0.380859375
"1058",0,0,1,0,0,0,0,0,0,0,0,0,2013,4.5,0.36328125
"1059",0,0,1,0,0,0,0,0,0,0,0,0,2013,5.8,0.498046875
"1060",0,0,1,0,0,0,0,0,0,0,0,0,2013,5.2,0.533203125
"1061",0,0,1,0,0,0,0,0,0,0,0,0,2013,7,0.4921875
"1062",0,0,1,0,0,0,0,0,0,0,0,0,2013,6.8,0.087890625
"1063",0,0,1,0,0,0,0,0,0,0,0,0,2013,8.2,0.236328125
"1064",0,0,1,0,0,0,0,0,0,0,0,0,2013,5.3,0.3515625
"1065",0,0,1,0,0,0,0,0,0,0,0,0,2013,7.9,0.513671875
"1066",0,0,1,0,0,0,0,0,0,0,0,0,2013,9,0.095703125
"1067",0,0,1,0,0,0,0,0,0,0,0,0,2013,7.2,0.255859375
"1068",0,0,1,0,0,0,0,0,0,0,0,0,2013,10.5,0.267578125
"1069",0,0,1,0,0,0,0,0,0,0,0,0,2013,7.6,0.0703125
"1070",0,0,1,0,0,0,0,0,0,0,0,0,2013,8.6,0.08984375
"1071",0,0,1,0,0,0,0,0,0,0,0,0,2013,10.6,0.1484375
"1072",0,0,1,0,0,0,0,0,0,0,0,0,2013,9.4,0.310546875
"1073",0,0,1,0,0,0,0,0,0,0,0,0,2013,9.4,0.296875
"1074",0,0,1,0,0,0,0,0,0,0,0,0,2013,9.7,0.111328125
"1075",0,0,1,0,0,0,0,0,0,0,0,0,2013,10.8,0.05078125
"1076",0,0,1,0,0,0,0,0,0,0,0,0,2013,7.1,0.01171875
"1077",0,0,1,0,0,0,0,0,0,0,0,0,2013,9.3,0
"1078",0,0,1,0,0,0,0,0,0,0,0,0,2013,6.6,0.37890625
"1079",0,0,1,0,0,0,0,0,0,0,0,0,2013,11.3,0.05078125
"1080",0,0,1,0,0,0,0,0,0,0,0,0,2013,10.9,0.29296875
"1081",0,0,1,0,0,0,0,0,0,0,0,0,2013,12.1,0.060546875
"1082",0,0,1,0,0,0,0,0,0,0,0,0,2013,13.7,0.3125
"1083",0,0,1,0,0,0,0,0,0,0,0,0,2013,10.4,0.22265625
"1084",0,0,0,0,1,0,0,0,0,0,0,0,2014,2.6,0.133501259445844
"1085",0,0,0,0,1,0,0,0,0,0,0,0,2014,3.4,0.171284634760705
"1086",0,0,0,0,1,0,0,0,0,0,0,0,2014,8.1,0.294710327455919
"1087",0,0,0,0,1,0,0,0,0,0,0,0,2014,7.2,0.224181360201511
"1088",0,0,0,0,1,0,0,0,0,0,0,0,2014,7.7,0.375314861460957
"1089",0,0,0,0,1,0,0,0,0,0,0,0,2014,9.2,0.123425692695214
"1090",0,0,0,0,1,0,0,0,0,0,0,0,2014,6.4,0.498740554156171
"1091",0,0,0,0,1,0,0,0,0,0,0,0,2014,8.9,0.458438287153652
"1092",0,0,0,0,1,0,0,0,0,0,0,0,2014,8.7,0.0403022670025189
"1093",0,0,0,0,1,0,0,0,0,0,0,0,2014,7.6,0.198992443324937
"1094",0,0,0,0,1,0,0,0,0,0,0,0,2014,12.2,0.541561712846348
"1095",0,0,0,0,1,0,0,0,0,0,0,0,2014,11.8,0.355163727959698
"1096",0,0,0,0,1,0,0,0,0,0,0,0,2014,13,0.198992443324937
"1097",0,0,0,0,1,0,0,0,0,0,0,0,2014,10.8,0.503778337531486
"1098",0,0,0,0,1,0,0,0,0,0,0,0,2014,10.7,0.272040302267003
"1099",0,0,0,0,1,0,0,0,0,0,0,0,2014,12.6,0.357682619647355
"1100",0,0,0,0,1,0,0,0,0,0,0,0,2014,10.8,0.256926952141058
"1101",0,0,0,0,1,0,0,0,0,0,0,0,2014,10.4,0.123425692695214
"1102",0,0,0,0,1,0,0,0,0,0,0,0,2014,11.7,0.501259445843829
"1103",0,0,0,0,1,0,0,0,0,0,0,0,2014,13.6,0.110831234256927
"1104",0,0,0,0,1,0,0,0,0,0,0,0,2014,14.4,0.0780856423173804
"1105",0,0,0,0,1,0,0,0,0,0,0,0,2014,16.7,0.332493702770781
"1106",0,0,0,0,1,0,0,0,0,0,0,0,2014,14,0.357682619647355
"1107",0,0,0,0,1,0,0,0,0,0,0,0,2014,14.6,0
"1108",0,0,0,0,1,0,0,0,0,0,0,0,2014,10.9,0.357682619647355
"1109",0,0,0,0,1,0,0,0,0,0,0,0,2014,15.3,0.518891687657431
"1110",0,0,0,1,0,0,0,0,0,0,0,0,2014,5.1,0.125944584382872
"1111",0,0,0,1,0,0,0,0,0,0,0,0,2014,4.7,0.151133501259446
"1112",0,0,0,1,0,0,0,0,0,0,0,0,2014,3.5,0.329974811083123
"1113",0,0,0,1,0,0,0,0,0,0,0,0,2014,5,0.146095717884131
"1114",0,0,0,1,0,0,0,0,0,0,0,0,2014,5.1,0.234256926952141
"1115",0,0,0,1,0,0,0,0,0,0,0,0,2014,7.1,0.0881612090680101
"1116",0,0,0,1,0,0,0,0,0,0,0,0,2014,6.7,0.18639798488665
"1117",0,0,0,1,0,0,0,0,0,0,0,0,2014,7.5,0.0982367758186398
"1118",0,0,0,1,0,0,0,0,0,0,0,0,2014,5.2,0.612090680100756
"1119",0,0,0,1,0,0,0,0,0,0,0,0,2014,3.7,0.249370277078086
"1120",0,0,0,1,0,0,0,0,0,0,0,0,2014,7.6,0.390428211586902
"1121",0,0,0,1,0,0,0,0,0,0,0,0,2014,6,0.256926952141058
"1122",0,0,0,1,0,0,0,0,0,0,0,0,2014,7.7,0.413098236775819
"1123",0,0,0,1,0,0,0,0,0,0,0,0,2014,8.7,0.163727959697733
"1124",0,0,0,1,0,0,0,0,0,0,0,0,2014,6.8,0.244332493702771
"1125",0,0,0,1,0,0,0,0,0,0,0,0,2014,8.9,0.214105793450882
"1126",0,0,0,1,0,0,0,0,0,0,0,0,2014,8.7,0.261964735516373
"1127",0,0,0,1,0,0,0,0,0,0,0,0,2014,11.1,0.224181360201511
"1128",0,0,0,1,0,0,0,0,0,0,0,0,2014,9.6,0.370277078085642
"1129",0,0,0,1,0,0,0,0,0,0,0,0,2014,6.5,0.256926952141058
"1130",0,0,0,1,0,0,0,0,0,0,0,0,2014,10.6,0.254408060453401
"1131",0,0,0,1,0,0,0,0,0,0,0,0,2014,8.7,0.130982367758186
"1132",0,0,0,1,0,0,0,0,0,0,0,0,2014,12.9,0.292191435768262
"1133",0,0,0,1,0,0,0,0,0,0,0,0,2014,10.2,0.219143576826196
"1134",0,0,0,1,0,0,0,0,0,0,0,0,2014,13.3,0.035264483627204
"1135",0,0,0,1,0,0,0,0,0,0,0,0,2014,10.4,0.377833753148615
"1136",0,0,0,1,0,0,0,0,0,0,0,0,2014,14.5,0.168765743073048
"1137",0,0,0,1,0,0,0,0,0,0,0,0,2014,22.8,0.433249370277078
"1138",0,0,0,0,0,0,0,1,0,0,0,0,2014,5.7,0.204030226700252
"1139",0,0,0,0,0,0,0,1,0,0,0,0,2014,6.4,0.531486146095718
"1140",0,0,0,0,0,0,0,1,0,0,0,0,2014,7.7,0.448362720403023
"1141",0,0,0,0,0,0,0,1,0,0,0,0,2014,4.9,0.380352644836272
"1142",0,0,0,0,0,0,0,1,0,0,0,0,2014,7.6,0.289672544080605
"1143",0,0,0,0,0,0,0,1,0,0,0,0,2014,5.8,0.481108312342569
"1144",0,0,0,0,0,0,0,1,0,0,0,0,2014,10,0.0125944584382872
"1145",0,0,0,0,0,0,0,1,0,0,0,0,2014,6.5,0.118387909319899
"1146",0,0,0,0,0,0,0,1,0,0,0,0,2014,7.4,0.486146095717884
"1147",0,0,0,0,0,0,0,1,0,0,0,0,2014,7.8,0.644836272040302
"1148",0,0,0,0,0,0,0,1,0,0,0,0,2014,9.8,0.256926952141058
"1149",0,0,0,0,0,0,0,1,0,0,0,0,2014,13,0.677581863979849
"1150",0,0,0,0,0,0,0,1,0,0,0,0,2014,10.4,0.229219143576826
"1151",0,0,0,0,0,0,0,1,0,0,0,0,2014,7.8,0.430730478589421
"1152",0,0,0,0,0,0,0,1,0,0,0,0,2014,9.6,0.566750629722922
"1153",0,0,0,0,0,0,0,1,0,0,0,0,2014,8.4,0.400503778337531
"1154",0,0,0,0,0,0,0,1,0,0,0,0,2014,9.7,0.750629722921914
"1155",0,0,0,0,0,0,0,1,0,0,0,0,2014,9.4,0.685138539042821
"1156",0,0,0,0,0,0,0,1,0,0,0,0,2014,9.7,0.544080604534005
"1157",0,0,0,0,0,0,0,1,0,0,0,0,2014,9.3,0.596977329974811
"1158",0,0,0,0,0,0,0,1,0,0,0,0,2014,10.4,0.347607052896725
"1159",0,0,0,0,0,0,0,1,0,0,0,0,2014,7.9,0.188916876574307
"1160",0,0,0,0,0,0,0,1,0,0,0,0,2014,13.9,0.435768261964736
"1161",0,0,0,0,0,0,0,1,0,0,0,0,2014,11.7,0.390428211586902
"1162",0,0,0,0,0,0,0,1,0,0,0,0,2014,6.8,0.382871536523929
"1163",0,0,0,0,0,0,0,1,0,0,0,0,2014,11.7,0.481108312342569
"1164",0,0,0,0,0,0,0,1,0,0,0,0,2014,13.7,0.604534005037783
"1165",0,0,0,0,0,0,0,1,0,0,0,0,2014,17.7,0.231738035264484
"1166",0,0,0,0,0,0,0,1,0,0,0,0,2014,14.3,0.707808564231738
"1167",0,0,0,0,0,0,0,1,0,0,0,0,2014,16.1,0.287153652392947
"1168",0,0,0,0,0,0,0,1,0,0,0,0,2014,11.7,0.478589420654912
