"","wdsp","NUM_CRIMES"
"2618",5.6,0.548013245033113
"2665",12.5,0.485099337748344
"2668",6.3,0.46523178807947
"2675",6.7,0.627483443708609
"2717",3.3,0.649006622516556
"2734",6,0.341059602649007
"2746",5.5,0.625827814569536
"2749",5.1,0.485099337748344
"2753",4.2,0.657284768211921
"2785",4.7,0.456953642384106
"2798",4,0.43046357615894
"2802",6.4,0.445364238410596
"2814",7.8,0.498344370860927
"2817",7.5,0.518211920529801
"2829",6.1,0.622516556291391
"2842",7.5,0.360927152317881
"2863",11,0.45364238410596
"2867",8.8,0.521523178807947
"2871",8,0.410596026490066
"2875",8.8,0.478476821192053
"2879",3.6,0.577814569536424
"2883",7.5,0.408940397350993
"2891",5.7,0.561258278145695
"2916",9,0.599337748344371
"2922",8.3,0.410596026490066
"2927",8.3,0.93046357615894
"2935",8.5,0.483443708609272
"2944",11,0.602649006622517
"2947",12.4,0.349337748344371
"2976",6.5,0.463576158940397
"2986",10.7,0.495033112582781
"2997",8.9,0.485099337748344
"3002",9,0.413907284768212
"3006",7,0.397350993377483
"3063",4.7,0.506622516556291
"3088",3.8,0.716887417218543
"3091",6.5,0.564569536423841
"3114",5.7,0.360927152317881
"3116",6.2,0.495033112582781
"3123",8.8,0.486754966887417
"3140",5,0.450331125827815
"3143",6.3,0.246688741721854
"3153",8.9,0.397350993377483
"3171",8,0.658940397350993
"3178",8.8,0.30794701986755
"3189",6.8,0.533112582781457
"3196",8.7,0.420529801324503
"3222",8.3,0.463576158940397
"3227",9.6,0.473509933774834
"3240",11.8,0.548013245033113
"3241",9.3,0.567880794701987
"3255",8.7,0.41887417218543
"3260",13,0.554635761589404
"3271",12.8,0.350993377483444
"3273",9.3,0.526490066225166
"3280",12.8,0.341059602649007
"3288",9.9,0.405629139072848
"3296",12.1,0.448675496688742
"3297",10.9,0.566225165562914
"3300",11.5,0.564569536423841
"3308",13.6,0.380794701986755
"3311",12.9,0.395695364238411
"3328",10.5,0.428807947019868
"3333",17.8,0.417218543046358
"3343",13.7,0.458609271523179
"3389",2,0.529801324503311
"3392",4.5,0.503311258278146
"3394",3.1,0.539735099337748
"3395",4.1,0.420529801324503
"3398",4.1,0.377483443708609
"3399",3.2,0.420529801324503
"3410",5.6,0.407284768211921
"3414",6.3,0.392384105960265
"3415",4.9,0.374172185430464
"3418",4.8,0.27317880794702
"3420",7,0.311258278145695
"3423",5.6,0.629139072847682
"3431",7,0.490066225165563
"3433",6.3,0.294701986754967
"3435",3.2,0.448675496688742
"3447",5,0.612582781456954
"3453",6.1,0.182119205298013
"3456",3.9,0.384105960264901
"3457",6.9,0.751655629139073
"3482",5.1,0.447019867549669
"3484",7.3,0.317880794701987
"3486",8.3,0.514900662251656
"3490",7.2,0.299668874172185
"3524",7.5,0.589403973509934
"3570",8.2,0.359271523178808
"3578",6.9,0.339403973509934
"3595",10.7,0.0645695364238411
"3617",13.6,0.288079470198675
"3648",16.5,0.274834437086093
"3672",17.5,0.435430463576159
"3734",4.8,0.387417218543046
"3742",7,0.422185430463576
"3757",4.7,0.236754966887417
"3769",4.5,0.344370860927152
"3776",5.8,0.460264900662252
"3779",6.4,0.183774834437086
"3803",8,0.145695364238411
"3805",4.3,0.552980132450331
"3815",5.8,0.725165562913907
"3830",8.3,0.397350993377483
"3834",8,0.485099337748344
"3835",9.2,0.279801324503311
"3848",9,0.259933774834437
"3856",7.8,0.231788079470199
"3866",10.7,0.197019867549669
"3889",7.2,0.380794701986755
"3898",7.7,0.339403973509934
"3900",9.8,0.104304635761589
"3922",8.5,0.306291390728477
"3926",10.6,0.311258278145695
"3931",6.2,0.423841059602649
"3932",9.1,0.392384105960265
"3937",8.5,0.365894039735099
"3943",10.5,0.384105960264901
"3945",9.3,0.142384105960265
"3957",8.4,0.516556291390728
"3997",12.4,0.342715231788079
"3999",16.8,0
"4001",11.6,0.490066225165563
"4011",19.3,0.26158940397351
"41",2.2,0.462890625
"90",8.1,0.37890625
"103",7.6,0.294921875
"106",7,0.28515625
"108",8.5,0.4296875
"114",9.7,0.3359375
"130",8.2,0.205078125
"152",10.6,0.173828125
"154",8.8,0.478515625
"156",5.7,0.478515625
"186",11.8,0.310546875
"212",6.8,0.275390625
"220",10.4,0.587890625
"233",8.3,0.359375
"241",6.3,0.376953125
"244",12.4,0.18359375
"250",6.5,0.4921875
"258",9.9,0.591796875
"260",11.9,0.51171875
"262",13.5,0.548828125
"270",12.5,0.119140625
"284",9.1,0.419921875
"286",7.8,0.443359375
"295",12.1,0.58984375
"298",15,0.29296875
"306",13.3,0.546875
"314",9.9,0.505859375
"325",10.1,0.6328125
"329",13.7,0.1640625
"339",8.8,0.197265625
"392",4.9,0.142578125
"402",5.9,0.43359375
"403",3.6,0.298828125
"407",6.1,0.291015625
"414",5.1,0.171875
"431",7.2,0.244140625
"438",6,0.5
"451",10,0.169921875
"468",5.1,0.384765625
"480",8.4,0.43359375
"495",11.6,0.181640625
"506",7.7,0.26171875
"519",7.3,0.361328125
"533",8.5,0.3203125
"547",11.2,0.4140625
"574",12.2,0.298828125
"578",9.4,0.642578125
"592",9.6,0.3203125
"593",12.9,0.55859375
"598",12.3,0.400390625
"603",10.4,0.28515625
"607",11.9,0.310546875
"626",15.4,0.138671875
"630",9.9,0.30859375
"631",10.6,0.353515625
"635",17.9,0.28515625
"648",20.2,0.3046875
"691",5,0.5078125
"692",4.9,0.443359375
"695",4.4,0.447265625
"702",4.8,0.5390625
"706",5.5,0.53515625
"718",6.2,0.333984375
"723",3.1,0.52734375
"725",5.4,0.466796875
"735",7.3,0.17578125
"741",6.2,0.22265625
"761",5.3,0.41015625
"779",4.9,0.349609375
"781",8,0.302734375
"782",8.1,0.333984375
"802",8.4,0.458984375
"804",10.9,0.31640625
"814",10.3,0.181640625
"840",9.8,0.330078125
"846",10.6,0.435546875
"847",9.8,0.4296875
"874",12.4,0.431640625
"876",11,0.234375
"892",6.6,0.517578125
"912",12.5,0.46484375
"924",12.1,0.787109375
"926",10.5,0.37109375
"930",13.7,0.361328125
"936",11.4,0.3203125
"962",16,0.30078125
"968",14.2,0.361328125
"982",19,0.326171875
"1034",5.8,0.37109375
"1049",5.9,0.435546875
"1055",6.5,0.50390625
"1080",7.5,0.3125
"1090",8.3,0.607421875
"1097",8.2,0.330078125
"1102",6.3,0.64453125
"1107",5.9,0.517578125
"1108",9,0.458984375
"1112",10.4,0.578125
"1124",7.9,0.431640625
"1145",8.2,0.587890625
"1155",9,0.69921875
"1158",10.1,0.591796875
"1185",10.3,0.53125
"1194",13.2,0.501953125
"1204",11.6,0.376953125
"1212",8.1,0.37890625
"1219",12.6,0.484375
"1228",12.1,0.46484375
"1236",9.5,0.4375
"1251",11.8,0.62109375
"1253",10,0.408203125
"1268",10.5,0.390625
"1275",12.4,0.681640625
"1292",14.9,0.466796875
"1296",10.3,0.224609375
"1302",12,0.5703125
"1310",13.5,0.396484375
"1318",19.2,0.474609375
"1364",3,0.458984375
"1366",5.2,0.595703125
"1376",4.8,0.33984375
"1380",4.5,0.705078125
"1385",5.9,0.66796875
"1399",5.2,0.751953125
"1408",7.4,0.326171875
"1409",3.6,0.455078125
"1411",6.5,0.53515625
"1441",4,0.720703125
"1465",7.9,0.4765625
"1468",5.1,0.568359375
"1494",9.4,0.611328125
"1503",9.2,0.44921875
"1506",7.8,0.435546875
"1516",6.8,0.603515625
"1517",8.1,0.59765625
"1523",9.7,0.58984375
"1537",11.2,0.64453125
"1549",7.9,0.5859375
"1562",6.2,0.48046875
"1582",11.9,0.669921875
"1584",10.2,0.6484375
"1586",9.3,0.845703125
"1589",10.6,0.435546875
"1600",9.2,0.447265625
"1642",12.5,0.583984375
"1650",12.7,0.697265625
"1662",11.6,0.638671875
"1663",14.4,0.4609375
"1703",4.5,0.5546875
"1717",3.8,0.494140625
"1738",4.4,0.623046875
"1743",5.1,0.49609375
"1754",6.2,0.81640625
"1756",3.4,0.60546875
"1765",7.7,0.791015625
"1766",5.4,0.57421875
"1768",7.5,0.5859375
"1775",9,0.53515625
"1789",6,0.712890625
"1803",7.9,0.6953125
"1809",7,0.62109375
"1837",7.9,0.681640625
"1844",7.3,0.443359375
"1856",7.1,0.578125
"1869",8.9,0.689453125
"1884",11.1,0.611328125
"1890",7.4,0.603515625
"1899",9.3,0.583984375
"1907",7.7,0.4453125
"1932",4,0.44140625
"1952",12.2,0.64453125
"1955",11.1,0.9375
"1963",8.2,0.556640625
"1965",7.9,0.5859375
"1974",11.5,0.63671875
"1977",8.1,0.59765625
"1993",6,0.529296875
"1994",9.7,0.431640625
"2032",2.9,0.61328125
"2036",4.5,0.466796875
"2037",4.8,0.552734375
"2041",5.2,0.560546875
"2057",4.6,0.669921875
"2075",6.8,0.560546875
"2087",6.4,0.548828125
"2092",5.8,0.669921875
"2107",6.1,0.591796875
"2128",5.4,0.751953125
"2135",7.8,0.66796875
"2144",4.7,0.537109375
"2152",7.2,0.583984375
"2153",7.6,0.5234375
"2162",6.5,0.634765625
"2163",8.9,0.498046875
"2181",6.5,0.640625
"2188",6.2,0.66796875
"2209",5.6,0.80859375
"2213",10.9,0.703125
"2228",6.8,0.77734375
"2230",9.7,0.568359375
"2243",9.3,0.546875
"2246",7.5,0.6171875
"2267",10.8,0.5390625
