"","mo","wdsp","sndp","fog","NUM_CRIMES"
"1580",5,9.7,999.9,0,0.607052896725441
"1597",5,10.4,999.9,0,0.672544080604534
"1603",5,11.5,999.9,0,0.702770780856423
"1615",5,13.1,999.9,0,0.521410579345088
"1626",5,12.8,999.9,0,0.501259445843829
"1636",5,14.9,999.9,0,0.798488664987406
"1638",5,11.2,999.9,0,0.672544080604534
"1645",5,7.7,999.9,0,0.498740554156171
"1655",5,6.9,999.9,0,0.72544080604534
"1704",6,4.8,999.9,0,0.71536523929471
"1705",6,4.7,999.9,0,0.808564231738035
"1710",6,6,999.9,0,0.705289672544081
"1712",6,6.9,999.9,0,0.821158690176322
"1722",6,6.4,999.9,0,0.319899244332494
"1741",6,7.7,999.9,0,0.982367758186398
"1762",6,5,999.9,0,0.81360201511335
"1764",6,7.3,999.9,0,0.858942065491184
"1772",6,4.7,999.9,0,0.788413098236776
"1788",6,6.3,999.9,0,0.748110831234257
"1790",6,4.1,999.9,0,0.778337531486146
"1798",6,8,999.9,0,0.889168765743073
"1807",6,7.2,999.9,0,0.64735516372796
"1814",6,7.3,999.9,0,0.697732997481108
"1846",6,6.8,999.9,0,0.700251889168766
"1849",6,7.1,999.9,0,0.695214105793451
"1875",6,11,999.9,0,0.906801007556675
"1878",6,9.9,999.9,0,0.889168765743073
"1895",6,11.6,999.9,0,0.642317380352645
"1921",6,7.5,999.9,0,0.576826196473552
"1929",6,9,999.9,0,0.579345088161209
"1954",6,13.9,999.9,0,0.571788413098237
"1959",6,12.7,999.9,0,0.848866498740554
"1966",6,12.9,999.9,0,0.863979848866499
"1971",6,9.9,999.9,0,0.566750629722922
"1980",6,9.2,999.9,0,0.773299748110831
"1982",6,5.8,999.9,0,0.80352644836272
"1985",6,6,999.9,0,0.795969773299748
"1992",6,14.3,999.9,0,0.831234256926952
"2030",7,3.3,999.9,0,0.750629722921914
"2039",7,3.8,999.9,0,0.811083123425693
"2061",7,5.3,999.9,0,1
"2080",7,5.9,999.9,0,0.73551637279597
"2127",7,3.9,999.9,0,0.659949622166247
"2142",7,7.3,999.9,0,0.828715365239295
"2147",7,4.6,999.9,0,0.692695214105793
"2150",7,6.2,999.9,0,0.652392947103275
"2156",7,6,999.9,0,0.826196473551637
"2158",7,6.5,999.9,0,0.664987405541562
"2159",7,6.9,999.9,0,0.856423173803526
"2187",7,7.5,999.9,0,0.886649874055416
"2199",7,7.1,999.9,0,0.793450881612091
"2202",7,6.7,999.9,0,0.753148614609572
"2203",7,9.3,999.9,0,0.687657430730479
"2205",7,6.7,999.9,0,0.675062972292191
"2210",7,6.4,999.9,0,0.775818639798489
"2211",7,10,999.9,0,0.682619647355164
"2223",7,8.2,999.9,0,0.773299748110831
"2239",7,5.5,999.9,0,0.624685138539043
"2248",7,7.6,999.9,0,0.954659949622166
"2272",7,11.2,999.9,0,0.685138539042821
"2277",7,9.9,999.9,0,0.72544080604534
"2278",7,8.6,999.9,0,0.763224181360202
"2296",7,9.9,999.9,0,0.82367758186398
"2302",7,8.1,999.9,1,0.664987405541562
"2312",7,10.7,999.9,0,0.889168765743073
"2318",7,14.5,999.9,0,0.793450881612091
"2319",7,13.3,999.9,0,0.82367758186398
"2323",7,10.3,999.9,0,0.866498740554156
"2385",8,5.8,999.9,0,0.780856423173804
"2407",8,4.9,999.9,0,0.884130982367758
"2412",8,5.7,999.9,0,0.594458438287154
"2415",8,5.4,999.9,0,0.680100755667506
"2435",8,5.2,999.9,0,0.798488664987406
"2436",8,6.3,999.9,0,0.680100755667506
"2439",8,5.8,999.9,0,0.662468513853904
"2447",8,7.1,999.9,0,0.778337531486146
"2457",8,6.8,999.9,0,0.594458438287154
"2461",8,6.4,999.9,0,0.71536523929471
"2462",8,7.3,999.9,0,0.483627204030227
"2468",8,7.7,999.9,0,0.778337531486146
"2471",8,4.7,999.9,0,0.755667506297229
"2505",8,7.2,999.9,0,0.748110831234257
"2510",8,5.3,999.9,0,0.702770780856423
"2520",8,8.3,999.9,0,0.853904282115869
"2530",8,6.9,999.9,0,0.783375314861461
"2533",8,6.7,999.9,0,0.72544080604534
"2534",8,6.3,999.9,0,0.584382871536524
"2543",8,7.7,999.9,0,0.629722921914358
"2546",8,6.9,999.9,0,0.795969773299748
"2568",8,9.3,999.9,0,0.687657430730479
"2590",8,3.5,999.9,0,0.695214105793451
"2598",8,9.1,999.9,0,0.858942065491184
"2604",8,5,999.9,0,0.649874055415617
"2644",8,11,999.9,0,0.53904282115869
"2648",8,7,999.9,0,0.826196473551637
"2652",8,11.5,999.9,0,0.808564231738035
"2664",8,10.1,999.9,0,0.579345088161209
"2674",8,6.7,999.9,1,0.581863979848867
"2705",9,3.3,999.9,0,0.516372795969773
"2718",9,3.5,999.9,0,0.732997481108312
"2721",9,5.1,999.9,0,0.727959697732998
"2725",9,4.2,999.9,0,0.629722921914358
"2737",9,4.5,999.9,0,0.871536523929471
"2738",9,5.3,999.9,0,0.730478589420655
"2744",9,6.2,999.9,0,0.561712846347607
"2752",9,6.6,999.9,0,0.609571788413098
"2757",9,4,999.9,0,0.483627204030227
"2761",9,4.3,999.9,0,0.811083123425693
"2764",9,5,999.9,0,0.445843828715365
"2769",9,3.9,999.9,0,0.700251889168766
"2770",9,4.8,999.9,0,0.355163727959698
"2799",9,5.3,999.9,0,0.511335012594458
"2806",9,3.9,999.9,0,0.838790931989924
"2807",9,4.6,999.9,0,0.53904282115869
"2835",9,7.7,999.9,0,0.675062972292191
"2840",9,6.8,999.9,0,0.63727959697733
"2846",9,7.9,999.9,0,0.83375314861461
"2857",9,9.9,999.9,0,0.435768261964736
"2887",9,4.5,999.9,0,0.639798488664987
"2900",9,7.7,999.9,0,0.350125944584383
"2909",9,10.8,999.9,0,0.755667506297229
"2942",9,11.5,999.9,0,0.591939546599496
"2950",9,10.9,999.9,0,0.511335012594458
"2979",9,10.9,999.9,0,0.508816120906801
"2981",9,12.4,999.9,0,0.403022670025189
"2993",9,11.4,999.9,0,0.617128463476071
"3004",9,11.4,999.9,0,0.750629722921914
"3060",10,5.1,999.9,0,0.838790931989924
"3069",10,6.3,999.9,0,0.35264483627204
"3071",10,4.7,999.9,0,0.516372795969773
"3084",10,4.9,999.9,0,0.586901763224181
"3093",10,4.4,999.9,0,0.491183879093199
"3096",10,4.1,999.9,0,0.642317380352645
"3108",10,6.4,999.9,0,0.581863979848867
"3109",10,7.1,999.9,0,0.652392947103275
"3119",10,7.6,999.9,0,0.503778337531486
"3138",10,5.8,999.9,0,0.455919395465995
"3165",10,8.5,999.9,0,0.534005037783375
"3190",10,6.1,999.9,0,0.498740554156171
"3203",10,8.4,999.9,0,0.571788413098237
"3211",10,7,999.9,0,0.400503778337531
"3215",10,8.3,999.9,0,0.463476070528967
"3223",10,7.8,999.9,0,0.365239294710327
"3234",10,9.9,999.9,0,0.811083123425693
"3238",10,9.5,999.9,0,0.632241813602015
"3239",10,8.8,999.9,0,0.644836272040302
"3245",10,9.3,999.9,0,0.73551637279597
"3246",10,10.2,999.9,0,0.581863979848867
"3253",10,9.8,999.9,0,0.506297229219144
"3267",10,9,999.9,0,0.443324937027708
"3279",10,9.9,999.9,0,0.428211586901763
"3281",10,13.5,999.9,0,0.445843828715365
"3298",10,9.8,999.9,0,0.536523929471033
"3302",10,10.1,999.9,0,0.670025188916877
"3306",10,13.7,999.9,0,0.566750629722922
"3322",10,12,999.9,0,0.586901763224181
"3346",10,17.2,999.9,0,0.700251889168766
"3421",11,5.2,999.9,0,0.329974811083123
"3428",11,5.5,999.9,0,0.511335012594458
"3448",11,6.4,999.9,0,0.324937027707809
"3487",11,7.5,999.9,0,0.523929471032746
"3492",11,8.1,999.9,0,0.498740554156171
"3494",11,6,999.9,0,0.455919395465995
"3506",11,6.9,999.9,0,0.47103274559194
"3516",11,7.5,999.9,0,0.151133501259446
"3517",11,10.1,999.9,0,0.458438287153652
"3519",11,10.4,999.9,0,0.292191435768262
"3542",11,10.1,999.9,0,0.357682619647355
"3546",11,12.5,999.9,0,0.123425692695214
"3548",11,8.3,999.9,0,0.579345088161209
"3563",11,9.3,999.9,0,0.350125944584383
"3574",11,12.4,999.9,0,0.574307304785894
"3585",11,8.4,999.9,0,0.591939546599496
"3598",11,15.2,999.9,0,0.19647355163728
"3602",11,11.3,999.9,0,0.503778337531486
"3606",11,11.8,999.9,0,0.443324937027708
"3609",11,12.2,999.9,0,0.219143576826196
"3614",11,10.9,999.9,0,0.403022670025189
"3619",11,13.7,999.9,0,0.219143576826196
"3620",11,12.5,999.9,0,0.324937027707809
"3622",11,14.8,999.9,0,0.579345088161209
"3637",11,13.5,999.9,0,0.914357682619647
"3641",11,13.3,999.9,0,0.19647355163728
"3654",11,15.3,999.9,0,0.309823677581864
"3660",11,13.8,999.9,0,0.292191435768262
"3669",11,12.4,999.9,1,0.115869017632242
"3728",12,4.1,999.9,0,0.55919395465995
"3730",12,4.7,999.9,0,0.486146095717884
"3741",12,4.7,999.9,0,0.644836272040302
"3752",12,4.6,999.9,0,0.304785894206549
"3755",12,7.3,999.9,0,0.123425692695214
"3764",12,6.7,999.9,0,0.365239294710327
"3772",12,8.1,999.9,0,0.254408060453401
"3778",12,7.5,999.9,0,0.55919395465995
"3782",12,8.2,999.9,0,0.410579345088161
"3784",12,8.4,999.9,0,0.231738035264484
"3792",12,7.2,999.9,0,0.332493702770781
"3795",12,5.7,999.9,0,0.0554156171284635
"3801",12,7.8,999.9,0,0.261964735516373
"3808",12,9,999.9,0,0.453400503778338
"3813",12,7.5,999.9,1,0.455919395465995
"3826",12,9.9,999.9,0,0.201511335012594
"3829",12,8.7,999.9,0,0.261964735516373
"3832",12,7.3,999.9,0,0.423173803526448
"3833",12,8.1,999.9,0,0.216624685138539
"3846",12,9.4,999.9,0,0.0629722921914358
"3853",12,11.1,999.9,0,0.478589420654912
"3870",12,10.1,999.9,0,0.46095717884131
"3887",12,10.4,999.9,0,0.513853904282116
"3912",12,11.5,999.9,0,0.675062972292191
"3916",12,10.8,999.9,0,0.322418136020151
"3917",12,11.5,999.9,0,0.0982367758186398
"3934",12,11.4,999.9,0,0.267002518891688
"3963",12,11.8,999.9,0,0.430730478589421
"3967",12,11,999.9,0,0.289672544080605
"3975",12,8,999.9,1,0.289672544080605
"51",1,4.8,999.9,0,0.584507042253521
"57",1,4.5,999.9,0,0.483568075117371
"60",1,5.3,3.1,0,0.403755868544601
"63",1,4.9,999.9,0,0.34037558685446
"67",1,4.3,999.9,0,0.68075117370892
"84",1,6.1,1.2,0,0.403755868544601
"93",1,7.2,999.9,0,0.570422535211268
"112",1,6,3.1,0,0.485915492957746
"139",1,10.9,999.9,0,0.457746478873239
"143",1,8.5,999.9,0,0.593896713615023
"151",1,10,3.1,0,0.345070422535211
"155",1,10.2,999.9,0,0.697183098591549
"157",1,6.8,999.9,0,0.338028169014085
"170",1,7.3,1.2,0,0.359154929577465
"171",1,5.1,999.9,0,0.401408450704225
"175",1,9.1,3.1,0,0.255868544600939
"177",1,6.5,999.9,0,0.312206572769953
"179",1,11.3,1.2,0,0.0469483568075117
"202",1,8,2,0,0
"213",1,11.6,2,0,0.338028169014085
"237",1,8.7,3.9,0,0.244131455399061
"246",1,9.1,3.1,0,0.610328638497653
"254",1,12.7,999.9,0,0.474178403755869
"268",1,9.2,999.9,0,0.495305164319249
"269",1,9.2,2,0,0.0258215962441315
"281",1,12.1,1.2,0,0.55868544600939
"293",1,10.3,1.2,0,0.335680751173709
"317",1,15,3.1,0,0.204225352112676
"390",2,4.6,5.9,0,0.0985915492957746
"391",2,4.2,3.1,0,0.0845070422535211
"410",2,6.7,5.9,0,0.316901408450704
"421",2,7.2,11,0,0.413145539906103
"430",2,7.5,16.9,1,0.0211267605633803
"447",2,7.1,15,0,0.161971830985915
"448",2,7.1,3.9,0,0.295774647887324
"483",2,8.4,3.1,0,0.302816901408451
"487",2,6.4,16.1,0,0.173708920187793
"493",2,8.7,3.1,0,0.211267605633803
"494",2,7.9,3.1,0,0.161971830985915
"507",2,9.4,14.2,0,0.455399061032864
"516",2,9.8,3.1,0,0.161971830985915
"525",2,9.1,3.1,0,0.220657276995305
"528",2,9.4,3.1,0,0.115023474178404
"535",2,6.3,3.1,0,0.349765258215962
"544",2,10,3.1,0,0.241784037558685
"545",2,13.4,3.9,0,0.244131455399061
"553",2,7.8,5.1,0,0.262910798122066
"560",2,8.8,3.1,0,0.349765258215962
"568",2,11.5,7.1,1,0.0352112676056338
"585",2,12.8,3.1,0,0.0187793427230047
"605",2,12.6,3.1,0,0.293427230046948
"613",2,13.8,3.1,0,0.253521126760563
"614",2,11.2,13,1,0.140845070422535
"645",2,15.9,3.1,0,0.220657276995305
"690",3,4.7,1.2,0,0.523474178403756
"721",3,4.3,999.9,0,0.438967136150235
"724",3,6.3,999.9,0,0.730046948356808
"736",3,6.7,1.2,0,0.286384976525822
"744",3,6.6,5.1,0,0.363849765258216
"746",3,6.2,999.9,1,0.589201877934272
"748",3,5.1,5.9,0,0.60093896713615
"757",3,8.9,3.9,0,0.255868544600939
"766",3,6.2,999.9,0,0.36150234741784
"767",3,6.5,999.9,1,0.570422535211268
"769",3,8.1,999.9,0,0.424882629107981
"787",3,7.8,999.9,0,0.643192488262911
"793",3,7.4,999.9,0,0.502347417840376
"805",3,6.5,999.9,0,0.584507042253521
"815",3,8.2,999.9,0,0.692488262910798
"825",3,6.7,999.9,0,0.647887323943662
"837",3,10.6,3.9,0,0.312206572769953
"842",3,10.4,3.9,0,0.13849765258216
"843",3,10,999.9,0,0.359154929577465
"844",3,9.1,2,0,0.31924882629108
"865",3,10.6,2,0,0.455399061032864
"880",3,11.5,3.1,1,0.208920187793427
"881",3,11,999.9,0,0.518779342723005
"882",3,11.4,999.9,0,0.436619718309859
"883",3,12.1,1.2,0,0.52112676056338
"905",3,10.4,3.9,0,0.490610328638498
"906",3,9.4,999.9,0,0.446009389671362
"925",3,11.7,999.9,0,0.647887323943662
"944",3,9,999.9,0,0.507042253521127
"959",3,12.4,999.9,0,0.272300469483568
"976",3,15,999.9,0,0.443661971830986
"1029",4,3.8,999.9,0,0.661971830985915
"1032",4,5.1,999.9,0,0.619718309859155
"1046",4,6.3,999.9,0,0.406103286384977
"1065",4,7.1,999.9,0,0.434272300469484
"1086",4,5.4,999.9,0,0.507042253521127
"1096",4,7.6,999.9,1,0.413145539906103
"1121",4,4.3,999.9,0,0.605633802816901
"1122",4,7.2,999.9,0,0.509389671361502
"1129",4,8.7,999.9,0,0.469483568075117
"1131",4,5.2,999.9,0,0.617370892018779
"1135",4,11,999.9,0,0.683098591549296
"1141",4,10.5,999.9,0,0.234741784037559
"1142",4,7.9,999.9,0,0.535211267605634
"1162",4,10.3,999.9,0,0.39906103286385
"1175",4,9.1,999.9,0,0.34037558685446
"1180",4,8.9,999.9,0,0.485915492957746
"1182",4,8,999.9,0,0.633802816901408
"1205",4,10.5,999.9,0,0.544600938967136
"1216",4,9.6,999.9,0,0.7018779342723
"1217",4,8.5,999.9,0,1
"1218",4,7.4,999.9,0,0.624413145539906
"1223",4,11.9,999.9,0,0.511737089201878
"1225",4,10.7,999.9,0,0.504694835680751
"1234",4,12.7,999.9,0,0.42018779342723
"1239",4,10.7,999.9,0,0.448356807511737
"1263",4,12.1,999.9,0,0.382629107981221
"1266",4,13.1,999.9,0,0.450704225352113
"1288",4,14.1,999.9,0,0.563380281690141
"1319",4,16.2,999.9,0,0.375586854460094
"1322",4,19.2,999.9,0,0.495305164319249
"1369",5,5.4,999.9,0,0.431924882629108
"1384",5,5.4,999.9,1,0.553990610328638
"1387",5,7.7,999.9,0,0.55868544600939
"1406",5,6.7,999.9,0,0.692488262910798
"1430",5,6,999.9,0,0.889671361502347
"1431",5,5.8,999.9,0,0.431924882629108
"1444",5,7.2,999.9,0,0.455399061032864
"1459",5,5.3,999.9,0,0.697183098591549
"1463",5,8.7,999.9,0,0.591549295774648
"1464",5,9.1,999.9,0,0.532863849765258
"1475",5,9.3,999.9,0,0.622065727699531
"1480",5,8.7,999.9,0,0.762910798122066
"1482",5,7.5,999.9,0,0.753521126760563
"1485",5,7.3,999.9,0,0.568075117370892
"1493",5,8.4,999.9,0,0.647887323943662
"1514",5,9.8,999.9,0,0.748826291079812
"1521",5,7.2,999.9,0,0.427230046948357
"1569",5,10.5,999.9,0,0.481220657276995
"1594",5,7.8,999.9,0,0.758215962441315
"1605",5,12.9,999.9,0,0.598591549295775
"1611",5,8.5,999.9,0,0.568075117370892
"1616",5,11.3,999.9,0,0.78169014084507
"1617",5,15.6,999.9,0,0.382629107981221
"1622",5,7.8,999.9,0,0.713615023474178
"1623",5,12.8,999.9,0,0.481220657276995
"1624",5,11.7,999.9,0,0.551643192488263
"1631",5,9.4,999.9,0,0.577464788732394
"1632",5,10.3,999.9,0,0.507042253521127
"1640",5,10.9,999.9,0,0.626760563380282
"1646",5,15.3,999.9,0,0.596244131455399
"1700",6,4.4,999.9,0,0.584507042253521
"1711",6,5,999.9,0,0.528169014084507
"1727",6,6,999.9,0,0.647887323943662
"1731",6,4,999.9,0,0.516431924882629
"1745",6,6.2,999.9,0,0.706572769953052
"1753",6,4.6,999.9,0,0.631455399061033
"1761",6,6.7,999.9,0,0.65962441314554
"1763",6,7.2,999.9,0,0.511737089201878
"1776",6,7.9,999.9,0,0.65962441314554
"1781",6,5.9,999.9,0,0.537558685446009
"1821",6,9.2,999.9,0,0.516431924882629
"1830",6,5,999.9,0,0.690140845070423
"1834",6,9.6,999.9,0,0.598591549295775
"1839",6,5.9,999.9,0,0.617370892018779
"1841",6,7.2,999.9,0,0.690140845070423
"1850",6,6.6,999.9,0,0.577464788732394
"1863",6,9.3,999.9,0,0.556338028169014
"1868",6,5.8,999.9,1,0.727699530516432
"1886",6,10.7,999.9,0,0.636150234741784
"1905",6,8.5,999.9,0,0.807511737089202
"1908",6,6.1,999.9,0,0.762910798122066
"1916",6,11.3,999.9,0,0.42018779342723
"1917",6,9,999.9,0,0.537558685446009
"1922",6,7.8,999.9,0,0.657276995305164
"1934",6,11.5,999.9,0,0.68075117370892
"1957",6,8.7,999.9,0,0.650234741784038
"1967",6,11,999.9,0,0.664319248826291
"1969",6,6.7,999.9,1,0.556338028169014
"1975",6,7.8,999.9,1,0.622065727699531
"2028",7,3.1,999.9,0,0.802816901408451
"2033",7,4.3,999.9,0,0.553990610328638
"2043",7,3.5,999.9,0,0.927230046948357
"2049",7,3.7,999.9,0,0.692488262910798
"2054",7,4.1,999.9,0,0.636150234741784
"2077",7,5.9,999.9,0,0.699530516431925
"2078",7,4.1,999.9,0,0.720657276995305
"2081",7,7.4,999.9,0,0.643192488262911
"2088",7,7.2,999.9,0,0.504694835680751
"2095",7,6.3,999.9,0,0.622065727699531
"2099",7,4.7,999.9,0,0.7018779342723
"2110",7,7.2,999.9,0,0.396713615023474
"2113",7,7.7,999.9,0,0.908450704225352
"2125",7,7.8,999.9,0,0.755868544600939
"2143",7,5.8,999.9,0,0.645539906103286
"2193",7,6.8,999.9,0,0.779342723004695
"2201",7,6.9,999.9,0,0.39906103286385
"2212",7,6.8,999.9,0,0.619718309859155
"2215",7,9.3,999.9,0,0.596244131455399
"2216",7,7,999.9,0,0.612676056338028
"2219",7,6,999.9,0,0.854460093896714
"2222",7,8,999.9,0,0.612676056338028
"2232",7,9.5,999.9,0,0.63849765258216
"2237",7,8.2,999.9,0,0.772300469483568
"2252",7,8.5,999.9,0,0.596244131455399
"2253",7,10,999.9,0,0.687793427230047
"2274",7,9.3,999.9,0,0.488262910798122
"2283",7,8,999.9,0,0.640845070422535
"2300",7,9.9,999.9,0,0.654929577464789
"2317",7,12.3,999.9,0,0.464788732394366
"2327",7,9.1,999.9,0,0.654929577464789
"2368",8,2.3,999.9,0,0.568075117370892
"2370",8,4.9,999.9,0,0.711267605633803
"2373",8,4.3,999.9,0,0.697183098591549
"2375",8,5.3,999.9,0,0.678403755868545
"2380",8,4.4,999.9,0,0.603286384976526
"2390",8,6.5,999.9,0,0.812206572769953
"2401",8,4.3,999.9,0,0.568075117370892
"2420",8,3.8,999.9,0,0.612676056338028
"2427",8,5.6,999.9,0,0.605633802816901
"2484",8,8.3,999.9,0,0.715962441314554
"2487",8,7.5,999.9,0,0.788732394366197
"2498",8,7.4,999.9,0,0.833333333333333
"2507",8,7.9,999.9,0,0.71830985915493
"2509",8,5.1,999.9,0,0.631455399061033
"2555",8,6.9,999.9,0,0.55868544600939
"2566",8,6.9,999.9,0,0.676056338028169
"2574",8,7.1,999.9,0,0.849765258215962
"2580",8,6.1,999.9,0,0.605633802816901
"2583",8,7.8,999.9,0,0.65962441314554
"2588",8,7.8,999.9,0,0.802816901408451
"2612",8,4.8,999.9,0,0.71830985915493
"2624",8,9.9,999.9,0,0.711267605633803
"2629",8,8.6,999.9,0,0.619718309859155
"2637",8,12.2,999.9,0,0.68075117370892
"2645",8,7.1,999.9,0,0.607981220657277
"2651",8,14,999.9,0,0.791079812206573
"2657",8,11.4,999.9,0,0.518779342723005
"2662",8,12.6,999.9,0,0.748826291079812
"2671",8,6.2,999.9,0,0.758215962441315
"2673",8,9.5,999.9,0,0.530516431924883
"2710",9,3.2,999.9,0,0.723004694835681
"2719",9,5.2,999.9,0,0.586854460093897
"2723",9,4.8,999.9,0,0.643192488262911
"2729",9,6.5,999.9,0,0.7018779342723
"2762",9,6,999.9,0,0.504694835680751
"2771",9,5.6,999.9,0,0.544600938967136
"2779",9,6.2,999.9,0,0.619718309859155
"2791",9,4.6,999.9,0,0.776995305164319
"2813",9,7.5,999.9,0,0.715962441314554
"2821",9,7.6,999.9,0,0.699530516431925
"2824",9,6.8,999.9,0,0.542253521126761
"2827",9,6.2,999.9,0,0.488262910798122
"2832",9,6.9,999.9,0,0.73943661971831
"2836",9,4.5,999.9,0,0.366197183098592
"2839",9,7.6,999.9,0,0.678403755868545
"2851",9,7.1,999.9,0,0.723004694835681
"2858",9,7.5,999.9,0,0.873239436619718
"2865",9,6.1,999.9,0,0.732394366197183
"2869",9,9.3,999.9,0,0.502347417840376
"2896",9,10.2,999.9,0,0.727699530516432
"2906",9,8.6,999.9,0,0.617370892018779
"2921",9,10.5,999.9,0,0.518779342723005
"2928",9,8.8,999.9,0,0.676056338028169
"2952",9,9.3,999.9,0,0.676056338028169
"2962",9,7.2,999.9,0,0.44131455399061
"2974",9,9.3,999.9,0,0.392018779342723
"2978",9,8,999.9,1,0.502347417840376
"2985",9,9.6,999.9,0,0.678403755868545
"2988",9,15.2,999.9,0,0.410798122065728
"3049",10,2.8,999.9,0,0.403755868544601
"3056",10,5.7,999.9,0,0.584507042253521
"3068",10,4.5,999.9,0,0.640845070422535
"3082",10,4.8,999.9,0,0.652582159624413
"3086",10,7.5,999.9,0,0.636150234741784
"3090",10,6.6,999.9,0,0.612676056338028
"3113",10,5,999.9,0,0.530516431924883
"3126",10,5.5,999.9,0,0.504694835680751
"3128",10,7.4,999.9,0,0.591549295774648
"3134",10,8.8,999.9,0,0.511737089201878
"3162",10,8.5,999.9,0,0.476525821596244
"3188",10,7.7,999.9,0,0.464788732394366
"3205",10,10.9,999.9,0,0.685446009389671
"3219",10,8.8,999.9,0,0.542253521126761
"3225",10,9.7,999.9,0,0.643192488262911
"3233",10,9.8,999.9,0,0.544600938967136
"3254",10,6.1,999.9,0,0.528169014084507
"3264",10,11.5,999.9,0,0.661971830985915
"3274",10,10.7,999.9,0,0.55868544600939
"3277",10,9.5,999.9,0,0.734741784037559
"3283",10,10.1,999.9,0,0.683098591549296
"3294",10,9.6,999.9,0,0.347417840375587
"3301",10,13,999.9,0,0.354460093896714
"3305",10,15.2,999.9,0,0.389671361502347
"3312",10,13.2,999.9,0,0.669014084507042
"3317",10,12.6,999.9,0,0.537558685446009
"3321",10,11.9,999.9,0,0.42018779342723
"3326",10,17.7,999.9,0,0.483568075117371
"3338",10,19.1,999.9,0,0.694835680751174
"3339",10,16.8,999.9,0,0.908450704225352
"3341",10,11.9,999.9,0,0.615023474178404
"3393",11,3.5,999.9,0,0.321596244131455
"3396",11,3.4,999.9,0,0.424882629107981
"3402",11,3.6,999.9,0,0.474178403755869
"3438",11,6.9,999.9,0,0.255868544600939
"3446",11,5.7,999.9,0,0.577464788732394
"3452",11,4,1.2,0,0.244131455399061
"3458",11,8.8,2,0,0.345070422535211
"3476",11,5.2,999.9,1,0.676056338028169
"3493",11,8.3,999.9,0,0.514084507042254
"3512",11,7,999.9,0,0.453051643192488
"3523",11,10.1,999.9,0,0.387323943661972
"3534",11,10.5,999.9,0,0.495305164319249
"3537",11,8.9,999.9,0,0.661971830985915
"3544",11,9.3,1.2,0,0.274647887323944
"3562",11,8.8,999.9,0,0.565727699530516
"3564",11,12.9,999.9,0,0.204225352112676
"3565",11,12.3,999.9,0,0.363849765258216
"3572",11,7.4,3.1,0,0.039906103286385
"3588",11,8.3,999.9,0,0.44131455399061
"3618",11,10.1,999.9,0,0.589201877934272
"3628",11,8.1,999.9,0,0.434272300469484
"3629",11,13.8,999.9,0,0.258215962441315
"3634",11,12,999.9,0,0.387323943661972
"3645",11,10.3,3.9,1,0.0586854460093897
"3652",11,17,999.9,0,0.424882629107981
"3655",11,14.1,999.9,0,0.572769953051643
"3659",11,16.4,999.9,0,0.413145539906103
"3668",11,15.8,999.9,0,0.453051643192488
"3673",11,19.9,999.9,0,0.446009389671362
"3721",12,4.2,999.9,0,0.584507042253521
"3726",12,5.2,999.9,0,0.431924882629108
"3754",12,4.4,999.9,1,0.436619718309859
"3758",12,6.9,3.9,1,0.234741784037559
"3768",12,7.1,999.9,1,0.47887323943662
"3777",12,8.4,3.1,0,0.253521126760563
"3804",12,6.9,999.9,0,0.448356807511737
"3819",12,8.9,999.9,0,0.462441314553991
"3820",12,7.5,999.9,1,0.5
"3822",12,8.3,999.9,0,0.561032863849765
"3827",12,7.8,999.9,0,0.427230046948357
"3839",12,9.4,999.9,0,0.539906103286385
"3864",12,8,999.9,0,0.347417840375587
"3873",12,9.6,999.9,0,0.321596244131455
"3874",12,8.4,999.9,0,0.485915492957746
"3875",12,10.7,999.9,0,0.382629107981221
"3885",12,8,999.9,0,0.683098591549296
"3950",12,9.6,999.9,0,0.690140845070423
"3966",12,12.9,999.9,0,0.284037558685446
"3969",12,12.8,999.9,0,0.345070422535211
"3979",12,10.7,999.9,1,0.589201877934272
"3981",12,10.9,999.9,0,0.446009389671362
"3985",12,14.5,999.9,0,0.291079812206573
"3988",12,14.7,999.9,0,0.528169014084507
"3989",12,11.9,999.9,0,0.514084507042254
"3991",12,11,999.9,0,0.352112676056338
"4010",12,12.2,999.9,0,0.44131455399061
"4014",12,19.4,999.9,0,0.0305164319248826
"4017",12,14.6,999.9,0,0.553990610328638
"4018",12,14.3,999.9,0,0.403755868544601
"42",1,2.9,1.2,0,0.291111111111111
"45",1,2.7,1.2,0,0.324444444444444
"61",1,6.3,1.2,0,0.486666666666667
"62",1,5.8,1.2,0,0.568888888888889
"73",1,6.2,999.9,1,0.36
"88",1,7,1.2,0,0.311111111111111
"98",1,8.2,2,0,0.368888888888889
"105",1,7.6,999.9,0,0.393333333333333
"121",1,6.4,999.9,0,0.271111111111111
"126",1,8.3,1.2,0,0.308888888888889
"136",1,6.5,1.2,0,0.52
"142",1,7.2,999.9,0,0.568888888888889
"145",1,9,999.9,0,0.573333333333333
"146",1,9.8,999.9,0,0.402222222222222
"161",1,9.2,2,0,0.195555555555556
"162",1,8.6,1.2,0,0.546666666666667
"163",1,7.5,999.9,0,0.415555555555556
"172",1,9.8,1.2,0,0.0555555555555556
"182",1,8.9,999.9,0,0.566666666666667
"192",1,11.2,999.9,0,0.364444444444444
"207",1,10.8,999.9,0,0.546666666666667
"209",1,7.6,1.2,0,0.473333333333333
"221",1,11.5,999.9,0,0.06
