date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2013-04-16,2013,04,16,46.7,36.6,1019.0,9.4,6.5,11.1,999.9,55.9,43.0,0.32,999.9,0
2013-04-17,2013,04,17,44.6,35.7,1023.4,8.8,10.3,22.9,29.9,48.0,42.1,0.0,999.9,0
2013-04-18,2013,04,18,55.1,53.2,1002.8,5.3,8.1,18.1,40.0,63.0,48.0,1.87,999.9,0
2013-04-19,2013,04,19,41.5,32.5,1003.3,9.4,19.2,27.0,35.9,63.0,37.0,0.64,999.9,0
2013-04-20,2013,04,20,37.0,21.8,1021.8,9.5,10.5,21.0,28.9,46.0,30.0,0.0,999.9,0
2013-04-21,2013,04,21,41.5,20.7,1031.7,10.0,8.2,13.0,21.0,54.0,33.1,0.0,999.9,0
2013-04-22,2013,04,22,52.7,29.2,1024.9,10.0,8.3,12.0,18.1,66.9,42.1,0.0,999.9,0
2013-04-23,2013,04,23,54.6,42.2,1014.8,8.4,7.5,12.0,999.9,62.1,42.1,0.05,999.9,0
2013-04-24,2013,04,24,41.4,31.1,1016.6,9.1,10.1,15.9,21.0,51.1,37.0,0.48,999.9,0
2013-04-25,2013,04,25,45.2,30.0,1022.3,10.0,10.3,17.1,27.0,51.1,41.0,0.01,999.9,0
2013-04-26,2013,04,26,51.9,32.0,1026.8,10.0,9.0,15.9,24.1,68.0,39.9,0.0,999.9,0
2013-04-27,2013,04,27,57.4,40.8,1023.4,9.9,5.9,13.0,18.1,68.0,46.0,0.0,999.9,0
2013-04-28,2013,04,28,56.6,47.6,1013.6,8.8,5.8,8.9,999.9,62.6,53.6,0.05,999.9,0
2013-04-29,2013,04,29,61.0,49.2,1011.1,8.6,8.2,15.0,26.0,73.9,52.0,0.01,999.9,0
2013-04-30,2013,04,30,70.5,52.6,1009.4,10.0,13.2,17.1,26.0,86.0,60.1,0.0,999.9,0
2013-05-01,2013,05,01,75.1,53.4,1016.1,10.0,8.6,13.0,25.1,84.9,63.0,0.0,999.9,0
2013-05-02,2013,05,02,57.0,42.3,1021.2,10.0,10.6,18.1,22.9,82.0,45.0,0.0,999.9,0
2013-05-03,2013,05,03,44.2,38.5,1018.9,9.6,12.5,22.0,28.9,48.9,39.9,0.0,999.9,0
2013-05-04,2013,05,04,57.9,45.2,1014.9,10.0,6.8,15.0,21.0,72.0,46.0,0.02,999.9,0
2013-05-05,2013,05,05,58.9,41.6,1015.9,10.0,7.8,15.0,20.0,70.0,48.9,0.0,999.9,0
2013-05-06,2013,05,06,61.2,37.9,1015.9,10.0,6.5,11.1,999.9,70.0,55.0,0.0,999.9,0
2013-05-07,2013,05,07,62.4,36.6,1016.2,10.0,5.2,8.9,999.9,75.9,48.9,0.0,999.9,0
2013-05-08,2013,05,08,64.0,43.8,1015.9,10.0,4.5,9.9,999.9,77.0,51.1,0.0,999.9,0
2013-05-09,2013,05,09,65.9,45.4,1013.5,10.0,3.6,11.1,22.0,75.9,57.0,0.0,999.9,0
2013-05-10,2013,05,10,49.0,44.9,1012.1,5.9,9.4,15.0,22.0,64.9,44.6,0.67,999.9,0
2013-05-11,2013,05,11,50.9,39.2,1013.5,9.4,9.2,19.0,28.0,62.1,44.1,0.04,999.9,0
2013-05-12,2013,05,12,46.4,25.7,1018.6,10.0,9.2,15.0,22.9,55.0,37.9,0.0,999.9,0
2013-05-13,2013,05,13,49.2,30.8,1020.4,10.0,5.1,14.0,22.9,61.0,37.9,0.0,999.9,0
2013-05-14,2013,05,14,66.9,42.0,1010.8,10.0,9.7,15.9,22.0,90.0,54.0,0.0,999.9,0
2013-05-15,2013,05,15,76.3,49.9,1006.2,10.0,9.3,18.1,24.1,82.9,70.0,0.0,999.9,0
2013-05-16,2013,05,16,70.1,45.1,1011.3,10.0,4.0,12.0,999.9,81.0,57.0,0.0,999.9,0
2013-05-17,2013,05,17,63.9,44.7,1015.3,10.0,5.2,11.1,999.9,73.0,57.9,0.0,999.9,0
2013-05-18,2013,05,18,67.7,54.1,1016.2,9.3,5.9,9.9,15.0,79.0,59.0,0.0,999.9,0
2013-05-19,2013,05,19,72.6,58.4,1012.3,9.0,6.2,17.1,22.9,87.1,62.1,0.0,999.9,0
2013-05-20,2013,05,20,81.2,59.4,1007.0,9.8,12.7,22.9,31.1,91.9,73.9,0.0,999.9,0
2013-05-21,2013,05,21,73.6,60.9,1005.1,9.3,11.6,28.9,39.0,84.0,64.4,1.44,999.9,0
2013-05-22,2013,05,22,69.6,61.5,1004.0,9.0,8.1,15.0,20.0,78.1,64.4,0.51,999.9,1
2013-05-23,2013,05,23,53.5,45.0,1013.8,8.7,14.4,28.9,35.9,69.1,46.4,0.26,999.9,0
2013-05-24,2013,05,24,48.1,32.1,1028.0,10.0,10.2,18.1,22.0,57.0,42.1,0.01,999.9,0
2013-05-25,2013,05,25,50.9,34.8,1028.2,10.0,3.0,8.0,999.9,57.0,45.0,0.0,999.9,0
2013-05-26,2013,05,26,55.8,40.3,1025.1,10.0,4.8,9.9,15.0,66.9,46.0,0.0,999.9,0
2013-05-27,2013,05,27,59.1,52.9,1017.1,7.3,7.4,11.1,999.9,64.9,55.4,0.09,999.9,0
2013-05-28,2013,05,28,67.2,61.5,1009.0,8.6,7.9,14.0,25.1,75.9,59.0,0.26,999.9,0
2013-05-29,2013,05,29,72.3,63.1,1011.1,9.6,7.9,17.1,28.9,84.9,64.9,2.2,999.9,0
2013-05-30,2013,05,30,78.0,63.6,1011.5,10.0,11.9,18.1,27.0,84.0,72.0,0.02,999.9,0
2013-05-31,2013,05,31,72.1,62.6,1009.7,9.3,11.2,15.9,25.1,80.1,64.4,0.29,999.9,0
2013-06-01,2013,06,01,71.1,62.3,1005.8,9.6,11.1,19.0,26.0,75.9,64.9,0.04,999.9,0
2013-06-02,2013,06,02,57.4,51.9,1009.8,8.7,7.7,15.9,999.9,69.1,50.0,0.43,999.9,0
2013-06-03,2013,06,03,54.9,40.0,1018.3,10.0,3.4,11.1,999.9,68.0,43.0,0.01,999.9,0
2013-06-04,2013,06,04,61.3,42.8,1019.8,10.0,5.1,11.1,999.9,72.0,50.0,0.0,999.9,0
2013-06-05,2013,06,05,63.8,45.7,1017.2,10.0,7.5,12.0,999.9,75.9,55.9,0.0,999.9,0
2013-06-06,2013,06,06,61.2,48.2,1012.5,10.0,7.9,13.0,999.9,66.0,59.0,0.0,999.9,0
2013-06-07,2013,06,07,59.4,46.2,1013.0,10.0,9.0,12.0,17.1,68.0,54.0,0.06,999.9,0
2013-06-08,2013,06,08,63.4,39.7,1014.0,10.0,4.4,11.1,999.9,73.9,50.0,0.0,999.9,0
2013-06-09,2013,06,09,69.3,50.5,1013.8,10.0,7.3,15.0,22.9,82.9,57.9,0.0,999.9,0
2013-06-10,2013,06,10,71.0,60.7,1008.1,8.5,4.5,8.0,999.9,79.0,64.4,0.82,999.9,1
2013-06-11,2013,06,11,70.5,59.8,1011.1,6.7,3.8,9.9,14.0,84.0,60.1,0.04,999.9,1
2013-06-12,2013,06,12,75.3,64.5,1009.1,9.2,4.0,18.1,24.1,87.1,68.0,0.24,999.9,0
2013-06-13,2013,06,13,67.2,56.0,1011.1,8.9,11.1,15.9,27.0,72.0,62.1,0.25,999.9,0
2013-06-14,2013,06,14,64.6,49.9,1017.9,10.0,7.7,11.1,999.9,75.9,57.0,0.0,999.9,0
2013-06-15,2013,06,15,68.4,56.3,1015.5,10.0,5.4,11.1,999.9,81.0,60.1,0.0,999.9,0
2013-06-16,2013,06,16,76.0,63.4,1011.4,9.8,8.9,15.0,25.1,82.9,69.1,0.12,999.9,0
2013-06-17,2013,06,17,79.0,57.7,1011.5,10.0,6.2,11.1,15.0,88.0,66.9,0.0,999.9,0
2013-06-18,2013,06,18,63.9,53.8,1014.6,8.5,11.5,22.0,27.0,86.0,57.0,0.1,999.9,0
2013-06-19,2013,06,19,65.6,46.7,1018.9,10.0,7.1,15.0,18.1,75.0,57.0,0.01,999.9,0
2013-06-20,2013,06,20,72.9,52.6,1019.4,10.0,6.0,12.0,999.9,86.0,62.1,0.0,999.9,0
2013-06-21,2013,06,21,76.6,61.8,1017.6,10.0,7.9,21.0,34.0,84.9,69.8,0.0,999.9,0
2013-06-22,2013,06,22,76.1,65.5,1016.0,10.0,7.0,13.0,17.1,82.9,72.0,0.11,999.9,0
2013-06-23,2013,06,23,76.7,64.9,1015.3,10.0,8.2,20.0,28.9,89.1,69.1,0.0,999.9,0
2013-06-24,2013,06,24,76.8,66.1,1014.8,9.4,9.7,38.1,58.1,86.0,68.0,0.0,999.9,0
2013-06-25,2013,06,25,76.3,66.8,1011.7,10.0,7.4,15.9,21.0,87.1,68.0,0.14,999.9,0
2013-06-26,2013,06,26,74.8,65.2,1007.7,9.9,7.9,14.0,21.0,84.0,68.0,0.01,999.9,0
2013-06-27,2013,06,27,77.5,65.1,1006.9,8.7,6.0,35.0,48.0,91.0,66.0,0.18,999.9,1
2013-06-28,2013,06,28,75.4,60.4,1003.6,10.0,8.1,22.0,35.9,82.9,69.1,0.59,999.9,0
2013-06-29,2013,06,29,68.0,60.4,1002.5,9.3,9.3,15.9,21.0,73.0,64.4,0.16,999.9,0
2013-06-30,2013,06,30,68.9,54.6,1009.7,9.9,12.2,19.0,28.0,75.9,64.0,0.0,999.9,0
2013-07-01,2013,07,01,68.7,48.8,1015.6,10.0,12.2,19.0,26.0,75.0,61.0,0.0,999.9,0
2013-07-02,2013,07,02,65.8,52.1,1017.3,10.0,10.8,15.9,18.1,73.0,63.0,0.0,999.9,0
2013-07-03,2013,07,03,65.2,58.7,1017.0,8.8,4.7,12.0,999.9,73.9,62.1,0.0,999.9,0
2013-07-04,2013,07,04,71.5,59.3,1017.9,8.9,6.2,14.0,19.0,82.9,61.0,0.07,999.9,0
2013-07-05,2013,07,05,75.9,59.1,1017.2,8.8,5.4,11.1,19.0,87.1,63.0,0.0,999.9,0
2013-07-06,2013,07,06,77.2,63.1,1016.3,10.0,4.8,8.9,999.9,82.0,71.1,0.0,999.9,0
2013-07-07,2013,07,07,78.2,64.9,1014.9,10.0,7.2,12.0,18.1,89.1,70.0,0.0,999.9,0
2013-07-08,2013,07,08,79.2,68.8,1013.9,9.3,9.3,15.0,22.0,87.1,71.1,0.0,999.9,0
2013-07-09,2013,07,09,80.5,71.6,1013.6,9.0,7.9,17.1,24.1,86.0,75.0,0.84,999.9,0
2013-07-10,2013,07,10,80.5,69.1,1010.8,9.8,7.6,12.0,15.9,87.1,75.0,0.01,999.9,0
2013-07-11,2013,07,11,72.6,54.1,1016.9,10.0,6.4,11.1,15.9,80.1,63.0,0.0,999.9,0
2013-07-12,2013,07,12,72.5,51.1,1018.9,10.0,4.6,9.9,15.0,82.0,60.1,0.0,999.9,0
2013-07-13,2013,07,13,75.2,57.4,1019.4,10.0,5.8,11.1,999.9,82.9,66.9,0.0,999.9,0
2013-07-14,2013,07,14,78.9,64.4,1020.9,10.0,7.8,12.0,15.0,88.0,73.0,0.0,999.9,0
2013-07-15,2013,07,15,81.5,69.5,1022.7,9.8,5.6,14.0,19.0,91.0,75.0,0.0,999.9,0
2013-07-16,2013,07,16,84.3,70.8,1023.9,10.0,6.1,11.1,15.9,93.0,77.0,0.03,999.9,0
2013-07-17,2013,07,17,86.1,69.3,1023.8,10.0,6.5,13.0,18.1,95.0,77.0,0.01,999.9,0
2013-07-18,2013,07,18,87.2,70.6,1018.8,10.0,7.5,15.9,25.1,96.1,79.0,0.0,999.9,0
2013-07-19,2013,07,19,87.7,69.9,1010.9,9.8,11.6,20.0,27.0,97.0,80.1,0.0,999.9,0
2013-07-20,2013,07,20,81.3,63.6,1009.5,10.0,6.6,18.1,28.0,93.0,73.0,0.0,999.9,0
2013-07-21,2013,07,21,79.4,62.9,1012.3,10.0,6.5,13.0,22.0,89.1,72.0,0.01,999.9,0
2013-07-22,2013,07,22,79.0,64.1,1009.2,10.0,6.8,15.0,24.1,90.0,72.0,0.0,999.9,0
2013-07-23,2013,07,23,75.8,60.7,1007.7,9.8,9.5,20.0,33.0,86.0,69.1,0.0,999.9,0
2013-07-24,2013,07,24,67.1,49.2,1015.6,10.0,10.9,14.0,21.0,73.0,62.1,0.0,999.9,0
2013-07-25,2013,07,25,69.3,50.1,1017.7,10.0,2.9,8.0,999.9,81.0,57.9,0.0,999.9,0
2013-07-26,2013,07,26,71.0,56.1,1015.2,10.0,8.7,17.1,22.0,78.1,66.0,0.01,999.9,0
2013-07-27,2013,07,27,64.2,53.4,1011.9,10.0,9.7,15.0,20.0,70.0,60.1,0.0,999.9,0
2013-07-28,2013,07,28,61.3,45.7,1013.0,10.0,8.9,13.0,21.0,71.1,55.0,0.0,999.9,0
2013-07-29,2013,07,29,66.2,50.8,1018.3,10.0,6.8,9.9,999.9,75.9,57.9,0.0,999.9,0
2013-07-30,2013,07,30,67.7,55.9,1020.9,10.0,5.2,8.9,15.9,73.9,61.0,0.0,999.9,0
2013-07-31,2013,07,31,70.0,62.0,1016.5,6.7,4.5,8.0,999.9,75.0,64.9,0.04,999.9,0
2013-08-01,2013,08,01,71.4,56.8,1014.2,9.7,6.2,14.0,22.9,82.0,61.0,0.14,999.9,0
2013-08-02,2013,08,02,72.5,59.5,1011.8,10.0,6.1,11.1,18.1,86.0,61.0,0.01,999.9,0
2013-08-03,2013,08,03,74.6,55.6,1014.9,10.0,7.9,14.0,22.0,86.0,64.9,0.4,999.9,0
2013-08-04,2013,08,04,68.8,55.4,1020.3,10.0,5.3,11.1,17.1,79.0,60.1,0.0,999.9,0
2013-08-05,2013,08,05,68.2,54.5,1017.1,10.0,6.8,12.0,20.0,75.9,60.1,0.0,999.9,0
2013-08-06,2013,08,06,74.0,63.7,1010.9,10.0,7.6,12.0,17.1,84.9,63.0,0.02,999.9,0
2013-08-07,2013,08,07,79.3,68.7,1009.1,9.5,8.9,14.0,21.0,91.0,68.0,0.0,999.9,0
2013-08-08,2013,08,08,72.8,56.9,1014.1,10.0,10.0,15.9,17.1,91.0,69.1,0.01,999.9,0
2013-08-09,2013,08,09,73.5,55.1,1015.0,10.0,5.2,8.9,15.0,84.0,62.1,0.0,999.9,0
2013-08-10,2013,08,10,75.2,58.1,1017.6,10.0,6.6,9.9,15.9,84.0,62.1,0.0,999.9,0
2013-08-11,2013,08,11,73.7,55.2,1018.8,10.0,4.2,11.1,999.9,84.0,63.0,0.0,999.9,0
2013-08-12,2013,08,12,76.1,62.3,1014.4,9.6,7.5,11.1,33.0,84.9,63.0,0.0,999.9,0
2013-08-13,2013,08,13,68.4,54.1,1015.9,9.3,10.0,15.9,24.1,84.9,64.0,0.66,999.9,0
2013-08-14,2013,08,14,65.0,48.5,1021.3,10.0,6.5,12.0,15.0,71.1,57.9,0.0,999.9,0
2013-08-15,2013,08,15,65.7,49.4,1020.7,10.0,5.1,8.9,999.9,73.9,57.0,0.0,999.9,0
2013-08-16,2013,08,16,70.5,50.8,1020.3,10.0,4.2,14.0,19.0,82.0,57.0,0.0,999.9,0
2013-08-17,2013,08,17,72.3,54.2,1022.1,10.0,5.0,11.1,17.1,82.0,57.9,0.0,999.9,0
2013-08-18,2013,08,18,73.1,57.1,1020.9,9.8,4.7,9.9,15.9,81.0,60.1,0.0,999.9,0
2013-08-19,2013,08,19,74.6,57.7,1018.5,9.6,3.9,13.0,999.9,86.0,62.1,0.0,999.9,0
2013-08-20,2013,08,20,78.2,60.4,1017.6,9.9,6.4,12.0,15.0,88.0,63.0,0.0,999.9,0
2013-08-21,2013,08,21,80.6,62.8,1016.9,9.7,7.4,13.0,19.0,91.0,68.0,0.0,999.9,0
2013-08-22,2013,08,22,74.3,66.6,1016.8,9.6,7.8,19.0,25.1,91.0,70.0,0.07,999.9,0
2013-08-23,2013,08,23,72.7,57.1,1019.7,9.0,5.8,9.9,15.0,81.0,64.0,0.34,999.9,0
2013-08-24,2013,08,24,74.9,57.0,1022.3,10.0,5.3,8.9,999.9,86.0,64.0,0.0,999.9,0
2013-08-25,2013,08,25,78.6,57.3,1022.3,10.0,8.1,14.0,24.1,89.1,64.0,0.0,999.9,0
2013-08-26,2013,08,26,80.4,64.8,1019.0,10.0,8.7,15.9,22.0,91.9,68.0,0.0,999.9,0
2013-08-27,2013,08,27,84.9,68.9,1013.5,10.0,9.6,18.1,24.1,96.1,70.0,0.0,999.9,0
2013-08-28,2013,08,28,80.4,67.1,1011.9,9.8,9.4,15.9,24.1,96.1,75.0,0.0,999.9,0
2013-08-29,2013,08,29,76.5,65.2,1016.4,7.2,4.6,8.9,999.9,87.1,69.1,0.0,999.9,1
2013-08-30,2013,08,30,81.2,66.7,1012.0,9.8,6.6,34.0,47.0,96.1,69.1,0.0,999.9,0
2013-08-31,2013,08,31,73.0,65.9,1009.3,9.6,6.1,13.0,999.9,75.9,69.8,0.47,999.9,1
2013-09-01,2013,09,01,75.4,65.7,1007.5,10.0,4.9,9.9,999.9,84.0,68.0,0.96,999.9,0
2013-09-02,2013,09,02,72.2,62.2,1010.5,10.0,7.5,13.0,17.1,84.0,66.0,0.02,999.9,0
2013-09-03,2013,09,03,67.3,53.4,1016.4,10.0,5.8,11.1,999.9,77.0,57.9,0.0,999.9,0
2013-09-04,2013,09,04,70.3,54.3,1018.2,10.0,5.5,9.9,999.9,84.0,57.9,0.0,999.9,0
2013-09-05,2013,09,05,71.6,55.1,1021.4,10.0,7.8,15.0,999.9,84.0,59.0,0.0,999.9,0
2013-09-06,2013,09,06,71.3,51.8,1021.4,10.0,5.5,8.0,18.1,84.9,62.1,0.0,999.9,0
2013-09-07,2013,09,07,77.0,61.5,1014.5,10.0,6.8,14.0,999.9,87.1,62.1,0.0,999.9,0
2013-09-08,2013,09,08,75.4,64.7,1014.0,10.0,9.5,14.0,19.0,87.1,68.0,0.0,999.9,0
2013-09-09,2013,09,09,79.3,66.7,1012.0,8.9,8.0,13.0,18.1,93.9,69.1,0.0,999.9,0
2013-09-10,2013,09,10,87.2,64.9,1012.8,10.0,10.8,18.1,25.1,96.1,69.1,0.0,999.9,0
2013-09-11,2013,09,11,83.0,64.1,1015.1,10.0,7.0,13.0,17.1,96.1,75.0,0.0,999.9,0
2013-09-12,2013,09,12,75.8,61.0,1014.2,10.0,7.3,21.0,28.9,91.9,68.0,0.0,999.9,0
2013-09-13,2013,09,13,62.2,47.5,1019.3,10.0,12.4,15.9,25.1,82.9,54.0,0.06,999.9,0
2013-09-14,2013,09,14,60.6,41.8,1020.5,10.0,6.0,11.1,15.0,72.0,51.1,0.0,999.9,0
2013-09-15,2013,09,15,61.2,46.3,1017.0,9.4,4.6,8.0,999.9,72.0,51.1,0.0,999.9,0
2013-09-16,2013,09,16,60.3,49.5,1024.7,9.2,10.5,15.9,22.0,64.0,55.0,0.24,999.9,0
2013-09-17,2013,09,17,60.7,47.9,1025.7,10.0,7.1,11.1,999.9,70.0,53.1,0.0,999.9,0
2013-09-18,2013,09,18,69.0,54.7,1018.1,9.9,6.7,18.1,26.0,82.0,53.1,0.0,999.9,0
2013-09-19,2013,09,19,73.1,65.9,1012.3,7.9,9.4,18.1,28.0,84.0,62.1,0.51,999.9,0
2013-09-20,2013,09,20,72.9,63.0,1008.6,9.9,9.9,14.0,21.0,84.0,68.0,0.02,999.9,0
2013-09-21,2013,09,21,60.9,47.5,1010.5,10.0,8.9,14.0,18.1,77.0,54.0,0.0,999.9,0
2013-09-22,2013,09,22,57.2,43.8,1015.5,10.0,5.9,9.9,999.9,66.9,48.9,0.0,999.9,0
2013-09-23,2013,09,23,58.6,44.7,1018.3,10.0,6.0,8.9,999.9,66.9,48.9,0.0,999.9,0
2013-09-24,2013,09,24,61.1,47.1,1016.6,10.0,7.8,12.0,17.1,70.0,50.0,0.0,999.9,0
2013-09-25,2013,09,25,63.4,50.2,1013.9,10.0,5.6,8.9,999.9,70.0,55.9,0.0,999.9,0
2013-09-26,2013,09,26,65.3,51.4,1016.4,9.8,4.3,8.0,999.9,75.0,55.0,0.0,999.9,0
2013-09-27,2013,09,27,67.9,50.2,1019.3,9.9,5.8,12.0,14.0,80.1,55.0,0.0,999.9,0
2013-09-28,2013,09,28,70.2,51.2,1016.6,10.0,8.8,17.1,27.0,84.9,57.0,0.0,999.9,0
2013-09-29,2013,09,29,65.8,51.3,1015.3,9.4,9.2,15.0,22.9,84.9,55.0,0.24,999.9,0
2013-09-30,2013,09,30,61.5,46.3,1014.8,10.0,2.7,8.0,999.9,84.0,50.0,0.22,999.9,0
2013-10-01,2013,10,01,68.5,57.1,1012.8,9.1,10.2,19.0,26.0,79.0,50.0,0.0,999.9,0
2013-10-02,2013,10,02,70.8,52.6,1016.1,8.6,7.0,12.0,999.9,79.0,62.1,0.0,999.9,0
2013-10-03,2013,10,03,69.3,61.6,1013.6,7.1,5.7,14.0,27.0,78.1,64.0,0.0,999.9,1
2013-10-04,2013,10,04,70.5,64.2,1013.4,9.2,6.1,11.1,17.1,78.1,64.0,0.8,999.9,0
2013-10-05,2013,10,05,71.7,66.3,1012.2,6.0,6.0,15.0,22.9,81.0,64.9,0.0,999.9,0
2013-10-06,2013,10,06,60.0,50.5,1007.3,9.3,9.3,14.0,20.0,81.0,51.1,0.74,999.9,0
2013-10-07,2013,10,07,53.7,40.9,1011.5,10.0,8.4,13.0,20.0,75.9,45.0,0.06,999.9,0
2013-10-08,2013,10,08,60.8,45.5,1020.1,10.0,4.1,7.0,999.9,75.9,45.0,0.0,999.9,0
2013-10-09,2013,10,09,62.2,45.1,1022.3,10.0,5.1,8.9,999.9,75.9,48.9,0.0,999.9,0
2013-10-10,2013,10,10,62.4,48.9,1020.5,10.0,2.7,8.0,999.9,75.0,51.1,0.0,999.9,0
2013-10-11,2013,10,11,65.1,49.4,1017.2,10.0,6.0,9.9,999.9,77.0,51.1,0.0,999.9,0
2013-10-12,2013,10,12,66.2,52.5,1015.2,9.9,7.9,14.0,18.1,77.0,55.9,0.0,999.9,0
2013-10-13,2013,10,13,56.5,39.7,1025.2,10.0,4.8,8.0,999.9,73.0,46.0,0.01,999.9,0
2013-10-14,2013,10,14,54.8,42.4,1027.8,10.0,5.8,14.0,15.0,64.9,45.0,0.0,999.9,0
2013-10-15,2013,10,15,58.7,49.5,1016.7,8.7,8.7,13.0,20.0,64.9,45.0,0.0,999.9,0
2013-10-16,2013,10,16,52.4,43.5,1011.8,9.8,9.4,14.0,22.0,64.9,46.9,0.09,999.9,0
2013-10-17,2013,10,17,50.4,44.6,1012.6,8.8,7.7,15.0,21.0,54.0,46.9,0.02,999.9,0
2013-10-18,2013,10,18,46.1,38.8,1012.6,9.9,6.9,15.0,19.0,54.0,42.1,0.15,999.9,0
2013-10-19,2013,10,19,47.9,36.0,1011.9,10.0,8.9,14.0,25.1,54.0,42.1,0.0,999.9,0
2013-10-20,2013,10,20,50.2,38.7,1010.2,10.0,7.0,18.1,28.9,64.9,41.0,0.01,999.9,0
2013-10-21,2013,10,21,50.2,38.1,1011.4,9.5,9.5,15.0,24.1,64.9,41.0,0.05,999.9,0
2013-10-22,2013,10,22,37.0,27.9,1015.7,9.4,5.3,8.9,999.9,55.0,30.9,0.03,999.9,0
2013-10-23,2013,10,23,38.5,29.4,1015.2,9.6,7.7,14.0,20.0,46.0,30.9,0.03,999.9,0
2013-10-24,2013,10,24,39.7,25.2,1020.0,10.0,8.6,13.0,21.0,46.0,32.0,0.0,999.9,0
2013-10-25,2013,10,25,39.8,25.1,1027.3,9.6,8.1,17.1,22.9,51.1,28.9,0.0,999.9,0
2013-10-26,2013,10,26,47.6,28.9,1015.2,10.0,14.2,18.1,31.1,55.0,28.9,0.0,999.9,0
2013-10-27,2013,10,27,43.6,28.8,1017.8,10.0,5.9,14.0,18.1,55.0,32.0,0.0,999.9,0
2013-10-28,2013,10,28,45.7,35.1,1022.0,10.0,7.0,15.0,20.0,55.0,32.0,0.0,999.9,0
2013-10-29,2013,10,29,48.4,39.1,1026.7,10.0,7.2,12.0,17.1,57.0,36.0,0.0,999.9,0
2013-10-30,2013,10,30,53.2,47.8,1018.8,5.2,5.1,9.9,999.9,60.1,43.0,0.0,999.9,0
2013-10-31,2013,10,31,62.0,60.5,1002.0,4.0,7.3,17.1,24.1,64.9,46.9,2.73,999.9,0
2013-11-01,2013,11,01,47.7,40.9,1000.7,9.6,13.2,24.1,32.1,64.9,44.1,0.46,999.9,0
2013-11-02,2013,11,02,44.0,40.0,1012.1,7.4,6.6,11.1,19.0,48.9,39.0,0.08,999.9,0
2013-11-03,2013,11,03,43.6,35.7,1023.9,10.0,3.4,9.9,999.9,52.0,34.0,0.02,999.9,0
2013-11-04,2013,11,04,49.0,36.7,1023.9,10.0,10.7,19.0,28.9,57.0,34.0,0.0,999.9,0
2013-11-05,2013,11,05,53.5,45.3,1023.2,9.6,7.7,13.0,21.0,57.0,44.1,0.0,999.9,0
2013-11-06,2013,11,06,52.4,48.0,1014.1,7.3,12.7,19.0,31.1,57.0,43.0,0.62,999.9,0
2013-11-07,2013,11,07,38.4,29.0,1022.9,10.0,7.9,12.0,20.0,57.0,30.9,0.32,999.9,0
2013-11-08,2013,11,08,38.0,29.2,1025.1,10.0,6.4,11.1,19.0,48.0,28.9,0.0,999.9,0
2013-11-09,2013,11,09,50.5,34.7,1014.3,10.0,15.2,21.0,28.0,57.9,46.0,0.0,999.9,0
2013-11-10,2013,11,10,43.4,28.9,1023.5,10.0,9.8,22.0,29.9,59.0,35.1,0.0,999.9,0
2013-11-11,2013,11,11,42.3,32.0,1022.2,8.2,9.2,17.1,24.1,48.9,30.0,0.0,1.2,1
2013-11-12,2013,11,12,28.4,16.2,1036.5,10.0,11.2,17.1,22.9,48.0,25.0,0.1,999.9,0
2013-11-13,2013,11,13,28.7,15.8,1034.3,10.0,10.4,17.1,26.0,39.9,19.9,0.0,999.9,0
2013-11-14,2013,11,14,38.4,22.1,1020.1,10.0,13.5,18.1,27.0,50.0,19.9,0.0,999.9,0
2013-11-15,2013,11,15,43.5,28.7,1015.7,10.0,10.1,13.0,21.0,50.0,30.9,0.0,999.9,0
2013-11-16,2013,11,16,49.0,43.6,1012.7,7.2,10.9,19.0,27.0,57.9,37.9,0.0,999.9,0
2013-11-17,2013,11,17,60.7,56.3,997.7,9.1,17.3,32.1,51.1,69.1,43.0,0.3,999.9,0
2013-11-18,2013,11,18,41.9,31.0,1012.1,10.0,16.8,28.0,41.0,48.9,37.0,0.77,999.9,0
2013-11-19,2013,11,19,34.0,24.9,1027.0,10.0,5.2,8.9,999.9,43.0,26.1,0.0,999.9,0
2013-11-20,2013,11,20,37.6,27.6,1025.3,9.9,7.7,13.0,21.0,44.1,26.1,0.0,999.9,0
2013-11-21,2013,11,21,45.5,39.8,1021.2,8.4,5.0,9.9,14.0,51.1,30.9,0.16,999.9,0
2013-11-22,2013,11,22,40.6,35.5,1027.2,6.4,8.7,15.0,20.0,51.1,34.0,0.08,999.9,0
2013-11-23,2013,11,23,25.8,13.0,1034.2,10.0,11.1,22.0,25.1,44.1,19.9,0.03,999.9,0
2013-11-24,2013,11,24,18.6,2.0,1039.6,10.0,8.8,17.1,21.0,28.9,12.0,0.0,999.9,0
2013-11-25,2013,11,25,26.3,14.6,1026.8,8.8,11.9,15.9,22.9,32.0,12.0,0.0,999.9,0
2013-11-26,2013,11,26,31.6,23.5,1019.2,9.8,8.1,14.0,19.0,36.0,21.9,0.0,999.9,0
2013-11-27,2013,11,27,21.5,7.6,1023.3,9.8,13.3,19.0,25.1,36.0,14.0,0.0,999.9,0
2013-11-28,2013,11,28,27.3,12.0,1025.4,10.0,7.9,13.0,22.0,34.0,14.0,0.0,999.9,0
2013-11-29,2013,11,29,26.9,16.0,1035.4,10.0,4.7,9.9,999.9,37.0,18.0,0.0,999.9,0
