date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
2011-01-01,2011,01,01,34.1,23.4,1010.9,9.7,15.4,22.0,29.9,55.9,19.0,1.05,999.9,0
2011-01-02,2011,01,02,18.0,5.0,1023.0,10.0,11.9,18.1,26.0,25.0,12.9,0.0,999.9,0
2011-01-03,2011,01,03,27.0,15.0,1020.3,10.0,7.2,12.0,15.9,36.0,21.9,0.0,999.9,0
2011-01-04,2011,01,04,26.6,16.5,1016.1,10.0,9.0,14.0,21.0,34.0,19.9,0.0,999.9,0
2011-01-05,2011,01,05,19.4,8.7,1017.0,10.0,6.0,11.1,15.0,30.9,10.9,0.0,999.9,0
2011-01-06,2011,01,06,27.6,16.3,1007.0,8.5,10.0,17.1,21.0,32.0,23.0,0.0,999.9,0
2011-01-07,2011,01,07,19.6,7.0,1000.8,8.6,8.6,13.0,20.0,24.1,17.1,0.0,999.9,0
2011-01-08,2011,01,08,16.2,5.5,1008.0,8.4,11.5,15.9,22.0,24.1,10.0,0.0,999.9,0
2011-01-09,2011,01,09,19.4,7.1,1024.8,10.0,4.9,11.1,999.9,30.9,10.9,0.0,999.9,0
2011-01-10,2011,01,10,25.8,12.4,1030.2,10.0,4.5,9.9,999.9,32.0,19.0,0.0,999.9,0
2011-01-11,2011,01,11,26.1,18.0,1024.8,4.9,7.3,14.0,19.0,28.9,23.0,0.0,3.1,1
2011-01-12,2011,01,12,25.2,17.0,1026.2,8.5,12.1,17.1,24.1,28.9,21.9,0.09,3.1,0
2011-01-13,2011,01,13,23.5,15.5,1032.8,8.8,6.4,8.0,999.9,27.0,19.0,0.0,2.0,0
2011-01-14,2011,01,14,20.2,12.7,1026.9,6.7,5.1,9.9,999.9,27.0,15.8,0.0,2.0,0
2011-01-15,2011,01,15,23.7,14.7,1019.5,7.5,9.9,15.9,21.0,27.0,21.9,0.0,1.2,0
2011-01-16,2011,01,16,18.2,9.4,1025.5,9.5,4.7,8.9,999.9,24.1,10.0,0.0,2.0,0
2011-01-17,2011,01,17,24.5,16.3,1016.4,7.0,9.3,14.0,22.9,34.0,19.0,0.0,2.0,0
2011-01-18,2011,01,18,32.0,27.8,1007.2,3.2,9.6,18.1,25.1,35.6,25.0,0.14,1.2,0
2011-01-19,2011,01,19,22.8,14.7,1018.8,8.6,9.4,14.0,999.9,25.0,19.0,0.03,1.2,0
2011-01-20,2011,01,20,18.4,8.3,1020.7,9.6,7.4,15.0,22.0,21.9,16.0,0.0,1.2,0
2011-01-21,2011,01,21,6.6,-5.9,1020.2,9.8,9.0,19.0,22.9,16.0,-0.9,0.0,999.9,0
2011-01-22,2011,01,22,10.7,1.7,1016.3,7.6,8.0,12.0,999.9,19.4,3.9,0.0,1.2,0
2011-01-23,2011,01,23,13.0,-0.1,1024.1,9.0,8.1,12.0,18.1,21.0,7.0,0.0,1.2,0
2011-01-24,2011,01,24,21.2,14.5,1019.8,5.3,8.3,12.0,15.0,28.9,15.8,0.0,1.2,0
2011-01-25,2011,01,25,25.0,20.2,1020.2,4.1,5.7,9.9,999.9,30.9,21.0,0.0,1.2,0
2011-01-26,2011,01,26,26.7,20.8,1017.9,5.0,5.8,8.9,999.9,30.2,21.0,0.0,1.2,0
2011-01-27,2011,01,27,21.7,16.2,1015.3,3.9,8.0,12.0,18.1,26.6,17.6,0.0,2.0,1
2011-01-28,2011,01,28,25.8,17.4,1012.6,7.0,5.6,9.9,999.9,32.0,18.0,0.02,2.0,0
2011-01-29,2011,01,29,30.0,22.5,1011.9,6.4,7.9,14.0,22.9,35.1,26.1,0.0,1.2,0
2011-01-30,2011,01,30,30.5,24.2,1022.7,7.9,6.2,12.0,999.9,34.0,28.9,0.0,1.2,0
2011-01-31,2011,01,31,24.3,13.6,1029.0,10.0,13.1,17.1,22.0,28.9,21.0,0.0,1.2,0
2011-02-01,2011,02,01,22.1,15.5,1022.0,4.6,17.2,28.0,39.0,24.8,19.4,0.02,5.9,1
2011-02-02,2011,02,02,21.6,15.2,1018.1,3.5,22.6,42.0,49.9,25.0,19.0,0.26,20.1,1
2011-02-03,2011,02,03,10.0,-2.3,1033.3,10.0,7.9,17.1,999.9,21.0,-2.0,0.01,18.9,0
2011-02-04,2011,02,04,14.7,-0.6,1023.8,10.0,9.9,14.0,22.0,27.0,7.0,0.0,18.9,0
2011-02-05,2011,02,05,19.4,7.6,1008.5,10.0,5.7,9.9,19.0,28.9,10.9,0.0,16.1,0
2011-02-06,2011,02,06,28.3,23.2,1010.7,5.4,4.2,8.0,999.9,32.0,24.1,0.04,16.1,0
2011-02-07,2011,02,07,28.2,20.7,1016.4,7.8,7.0,11.1,999.9,32.0,23.0,0.06,16.1,0
2011-02-08,2011,02,08,18.5,9.0,1026.6,7.3,9.2,17.1,22.9,26.6,9.0,0.03,999.9,0
2011-02-09,2011,02,09,6.3,-5.6,1027.8,10.0,9.6,13.0,999.9,12.9,3.0,0.0,999.9,0
2011-02-10,2011,02,10,4.1,-6.5,1023.4,10.0,7.8,14.0,22.0,15.1,-6.0,0.0,999.9,0
2011-02-11,2011,02,11,16.6,7.0,1017.1,9.5,6.1,13.0,17.1,25.0,10.0,0.0,999.9,0
2011-02-12,2011,02,12,30.8,22.1,1017.7,8.9,9.0,14.0,21.0,36.0,25.0,0.0,999.9,0
2011-02-13,2011,02,13,38.8,27.0,1009.5,9.9,10.8,14.0,21.0,48.9,34.0,0.0,999.9,0
2011-02-14,2011,02,14,40.9,27.7,1011.8,10.0,14.2,24.1,32.1,46.0,36.0,0.0,999.9,0
2011-02-15,2011,02,15,32.6,20.2,1026.7,10.0,8.5,15.9,20.0,39.9,27.0,0.0,999.9,0
2011-02-16,2011,02,16,41.8,31.6,1016.6,9.7,6.4,9.9,999.9,51.1,36.0,0.03,999.9,0
2011-02-17,2011,02,17,52.1,44.9,1007.8,9.8,12.1,17.1,27.0,57.9,48.0,0.0,999.9,0
2011-02-18,2011,02,18,46.9,31.3,1017.0,9.9,14.1,20.0,27.0,57.2,37.9,0.0,999.9,0
2011-02-19,2011,02,19,33.4,17.3,1028.6,10.0,9.4,15.9,20.0,43.0,28.0,0.0,999.9,0
2011-02-20,2011,02,20,32.7,26.9,1021.9,7.8,8.4,14.0,19.0,37.0,28.9,0.0,999.9,0
2011-02-21,2011,02,21,32.3,29.8,1007.3,6.3,13.7,15.9,22.0,34.0,28.4,0.97,999.9,0
2011-02-22,2011,02,22,25.6,19.1,1021.8,7.2,7.7,15.0,20.0,28.9,24.1,0.02,999.9,0
2011-02-23,2011,02,23,27.8,20.4,1024.6,9.7,6.7,12.0,17.1,34.0,24.1,0.0,999.9,0
2011-02-24,2011,02,24,34.3,27.5,1018.4,6.1,8.3,14.0,15.9,37.9,32.0,0.07,999.9,0
2011-02-25,2011,02,25,32.5,23.4,1017.5,8.3,12.4,21.0,26.0,37.0,30.0,0.0,999.9,0
2011-02-26,2011,02,26,29.7,24.8,1018.6,4.4,3.4,8.0,999.9,32.0,26.6,0.04,999.9,0
2011-02-27,2011,02,27,32.6,27.2,1010.5,6.3,5.4,11.1,18.1,37.9,27.0,0.02,999.9,0
2011-02-28,2011,02,28,32.2,24.3,1014.9,7.8,12.1,19.0,27.0,37.9,28.0,0.32,999.9,0
2011-03-01,2011,03,01,32.7,22.9,1024.5,9.0,6.8,15.0,22.0,45.0,25.0,0.04,999.9,0
2011-03-02,2011,03,02,33.3,21.8,1028.3,10.0,8.9,13.0,19.0,44.1,27.0,0.0,999.9,0
2011-03-03,2011,03,03,33.4,18.8,1029.2,10.0,9.7,17.1,20.0,46.0,26.1,0.0,999.9,0
2011-03-04,2011,03,04,45.7,34.1,1017.5,9.1,6.7,12.0,21.0,59.0,41.0,0.0,999.9,0
2011-03-05,2011,03,05,34.8,31.8,1017.4,4.1,15.8,22.0,29.9,44.1,28.9,0.62,999.9,0
2011-03-06,2011,03,06,29.5,22.7,1026.6,8.9,11.3,18.1,22.0,32.0,26.6,0.01,999.9,0
2011-03-07,2011,03,07,29.9,24.0,1024.9,9.8,4.4,9.9,999.9,35.1,25.0,0.0,999.9,0
2011-03-08,2011,03,08,37.2,28.8,1023.5,7.8,6.4,15.0,18.1,45.0,30.9,0.0,999.9,0
2011-03-09,2011,03,09,43.0,39.6,1012.1,4.9,6.3,12.0,999.9,48.0,39.0,0.25,999.9,0
2011-03-10,2011,03,10,34.8,28.5,1016.3,8.3,11.8,15.0,21.0,42.1,32.0,0.15,999.9,0
2011-03-11,2011,03,11,36.3,22.7,1018.3,10.0,6.6,9.9,15.0,48.0,28.0,0.01,999.9,0
2011-03-12,2011,03,12,40.3,30.3,1010.5,10.0,13.8,20.0,33.0,45.0,35.1,0.0,999.9,0
2011-03-13,2011,03,13,32.0,23.4,1024.9,10.0,6.8,18.1,24.1,43.0,25.0,0.0,999.9,0
2011-03-14,2011,03,14,35.0,26.5,1029.9,10.0,7.0,11.1,999.9,42.1,28.9,0.0,999.9,0
2011-03-15,2011,03,15,36.0,27.2,1022.1,9.9,7.3,9.9,999.9,39.0,33.1,0.0,999.9,0
2011-03-16,2011,03,16,45.1,32.5,1019.0,8.5,5.1,11.1,18.1,62.1,33.1,0.0,999.9,0
2011-03-17,2011,03,17,56.7,45.3,1013.0,10.0,11.3,18.1,25.1,68.0,46.9,0.0,999.9,0
2011-03-18,2011,03,18,52.4,39.4,1018.5,9.9,7.6,15.0,20.0,66.9,43.0,0.0,999.9,0
2011-03-19,2011,03,19,41.4,29.9,1031.0,10.0,5.3,9.9,999.9,48.9,35.1,0.0,999.9,0
2011-03-20,2011,03,20,44.0,32.7,1025.0,9.5,9.7,15.0,25.1,51.1,37.9,0.0,999.9,0
2011-03-21,2011,03,21,52.1,45.9,1016.0,7.8,6.0,13.0,15.0,61.0,45.0,0.44,999.9,0
2011-03-22,2011,03,22,42.0,37.3,1016.1,7.5,11.7,20.0,25.1,44.1,39.2,0.01,999.9,0
2011-03-23,2011,03,23,40.5,37.2,1002.5,4.9,9.4,17.1,33.0,46.9,35.1,0.13,999.9,0
2011-03-24,2011,03,24,31.7,21.9,1017.8,8.3,13.1,19.0,24.1,35.1,28.9,0.0,999.9,0
2011-03-25,2011,03,25,30.1,18.0,1021.5,10.0,7.6,13.0,15.0,36.0,26.1,0.0,999.9,0
2011-03-26,2011,03,26,29.3,14.7,1022.5,9.9,13.2,15.9,22.0,33.1,26.1,0.0,999.9,0
2011-03-27,2011,03,27,30.5,14.1,1023.8,10.0,11.4,15.9,22.0,35.1,27.0,0.0,999.9,0
2011-03-28,2011,03,28,30.1,15.5,1025.6,10.0,9.3,12.0,18.1,36.0,24.1,0.0,999.9,0
2011-03-29,2011,03,29,33.6,16.6,1026.6,10.0,7.0,9.9,999.9,41.0,28.0,0.0,999.9,0
2011-03-30,2011,03,30,38.1,20.3,1021.2,10.0,7.8,9.9,17.1,46.0,33.1,0.0,999.9,0
2011-03-31,2011,03,31,36.2,21.0,1012.6,10.0,4.5,9.9,999.9,46.0,26.1,0.0,999.9,0
2011-04-01,2011,04,01,37.8,25.1,1005.8,8.5,4.7,12.0,18.1,46.0,30.9,0.0,999.9,0
2011-04-02,2011,04,02,44.3,31.5,1008.9,10.0,9.6,17.1,24.1,54.0,37.0,0.15,999.9,0
2011-04-03,2011,04,03,53.1,36.1,1006.8,10.0,9.7,20.0,32.1,77.0,39.9,0.0,999.9,0
2011-04-04,2011,04,04,56.2,45.6,994.2,9.0,13.1,26.0,36.9,77.0,45.0,0.04,999.9,0
2011-04-05,2011,04,05,43.2,25.4,1008.0,10.0,10.5,17.1,28.0,52.0,35.1,0.12,999.9,0
2011-04-06,2011,04,06,50.0,32.4,1007.6,10.0,8.2,12.0,18.1,57.9,46.0,0.0,999.9,0
2011-04-07,2011,04,07,42.4,37.9,1016.3,4.4,7.1,9.9,999.9,46.9,39.0,0.0,999.9,1
2011-04-08,2011,04,08,44.4,42.2,1014.8,2.9,9.4,15.0,20.0,46.4,42.8,0.83,999.9,0
2011-04-09,2011,04,09,50.8,45.1,1014.7,4.8,4.7,11.1,999.9,64.9,45.0,0.02,999.9,0
2011-04-10,2011,04,10,70.6,58.9,1004.3,9.2,12.1,21.0,35.0,84.0,52.0,0.0,999.9,0
2011-04-11,2011,04,11,62.4,48.2,1002.8,10.0,13.3,21.0,34.0,79.0,51.8,0.08,999.9,0
2011-04-12,2011,04,12,49.3,30.3,1016.8,10.0,11.1,17.1,25.1,57.9,41.0,0.0,999.9,0
2011-04-13,2011,04,13,50.7,28.7,1019.1,10.0,3.3,9.9,999.9,66.0,37.9,0.0,999.9,0
2011-04-14,2011,04,14,48.9,34.0,1020.5,10.0,11.6,20.0,26.0,61.0,43.0,0.0,999.9,0
2011-04-15,2011,04,15,45.7,35.5,1015.3,9.7,17.5,24.1,31.1,54.0,39.9,0.0,999.9,0
2011-04-16,2011,04,16,46.5,42.0,997.6,8.0,12.7,22.0,32.1,51.8,36.0,0.2,999.9,0
2011-04-17,2011,04,17,42.0,29.0,1008.7,10.0,14.4,20.0,27.0,52.0,34.0,0.1,999.9,0
2011-04-18,2011,04,18,40.3,33.3,1013.1,8.1,12.2,20.0,25.1,48.9,33.1,0.42,999.9,0
2011-04-19,2011,04,19,38.1,34.2,1012.7,6.9,14.4,21.0,27.0,39.9,35.6,0.01,999.9,0
2011-04-20,2011,04,20,39.3,34.1,1013.8,7.8,12.7,19.0,28.0,44.1,36.0,0.8,999.9,0
2011-04-21,2011,04,21,41.7,31.7,1026.9,10.0,6.3,15.0,999.9,48.9,33.1,0.0,999.9,0
2011-04-22,2011,04,22,43.8,39.6,1017.7,6.0,10.0,19.0,28.9,46.9,41.0,0.23,999.9,0
2011-04-23,2011,04,23,54.8,46.8,1008.2,7.3,11.7,21.0,28.9,64.9,45.0,0.49,999.9,0
2011-04-24,2011,04,24,53.2,42.2,1015.9,10.0,5.3,8.9,999.9,57.9,48.0,0.0,999.9,0
2011-04-25,2011,04,25,48.4,40.1,1014.2,8.4,7.5,11.1,999.9,55.0,45.0,0.0,999.9,0
2011-04-26,2011,04,26,56.2,52.2,998.4,5.6,13.0,22.0,31.1,68.0,48.0,0.76,999.9,0
2011-04-27,2011,04,27,53.4,47.5,999.9,8.5,5.8,15.0,22.9,60.1,50.0,0.24,999.9,0
2011-04-28,2011,04,28,44.7,36.1,1002.4,9.8,13.0,22.0,29.9,53.1,41.0,0.25,999.9,0
2011-04-29,2011,04,29,48.5,33.3,1014.9,10.0,6.7,13.0,999.9,61.0,37.0,0.04,999.9,0
2011-04-30,2011,04,30,58.4,38.0,1012.8,10.0,13.3,25.1,31.1,73.0,48.9,0.0,999.9,0
2011-05-01,2011,05,01,60.9,42.1,1011.2,10.0,12.3,21.0,28.9,71.1,54.0,0.0,999.9,0
2011-05-02,2011,05,02,53.3,30.8,1020.3,10.0,7.0,13.0,20.0,60.1,46.0,0.0,999.9,0
2011-05-03,2011,05,03,44.9,30.1,1023.2,10.0,8.9,12.0,14.0,51.1,42.1,0.0,999.9,0
2011-05-04,2011,05,04,46.3,29.4,1028.1,10.0,6.8,15.0,21.0,57.0,37.0,0.0,999.9,0
2011-05-05,2011,05,05,50.9,33.8,1023.9,10.0,8.3,15.9,22.9,62.1,41.0,0.0,999.9,0
2011-05-06,2011,05,06,56.9,42.2,1011.7,9.5,8.7,17.1,29.9,69.1,45.0,0.1,999.9,0
2011-05-07,2011,05,07,58.0,44.2,1009.9,9.8,6.4,15.0,999.9,66.0,52.0,0.0,999.9,0
2011-05-08,2011,05,08,54.3,44.2,1014.3,10.0,7.1,11.1,999.9,68.0,44.1,0.0,999.9,0
2011-05-09,2011,05,09,61.7,43.6,1013.9,10.0,11.8,19.0,27.0,73.9,51.1,0.0,999.9,0
2011-05-10,2011,05,10,75.1,56.7,1006.5,9.8,9.4,15.9,22.9,91.0,64.0,0.0,999.9,0
2011-05-11,2011,05,11,77.8,66.0,1007.4,8.0,6.1,9.9,15.0,90.0,70.0,0.0,999.9,0
2011-05-12,2011,05,12,73.5,62.2,1009.0,7.8,6.5,28.0,46.0,87.1,63.0,0.28,999.9,0
2011-05-13,2011,05,13,66.6,58.1,1006.0,9.5,7.3,18.1,22.9,84.9,55.0,0.02,999.9,0
2011-05-14,2011,05,14,48.2,44.6,1006.5,6.8,16.3,20.0,31.1,55.0,46.0,0.01,999.9,0
2011-05-15,2011,05,15,45.5,41.4,1008.6,5.7,16.4,22.9,33.0,48.0,42.1,0.64,999.9,0
2011-05-16,2011,05,16,45.8,31.0,1016.0,10.0,13.6,20.0,31.1,52.0,39.9,0.16,999.9,0
2011-05-17,2011,05,17,49.7,33.5,1015.6,10.0,12.2,19.0,22.9,60.1,39.9,0.0,999.9,0
2011-05-18,2011,05,18,53.2,45.4,1011.4,6.9,6.8,11.1,999.9,61.0,50.0,0.03,999.9,0
2011-05-19,2011,05,19,58.9,52.6,1015.1,6.8,5.2,9.9,999.9,73.0,50.0,0.0,999.9,0
2011-05-20,2011,05,20,61.1,53.5,1017.6,9.0,4.6,11.1,999.9,72.0,52.0,0.0,999.9,1
2011-05-21,2011,05,21,63.1,55.0,1012.6,9.0,7.1,14.0,20.0,75.9,50.0,0.0,999.9,0
2011-05-22,2011,05,22,73.2,60.7,1006.8,9.1,9.9,22.0,29.9,88.0,64.9,0.0,999.9,0
2011-05-23,2011,05,23,72.3,59.4,1001.7,9.9,11.8,21.0,29.9,80.1,64.9,0.12,999.9,0
2011-05-24,2011,05,24,63.7,51.4,1008.8,10.0,9.1,15.9,999.9,77.0,51.1,0.0,999.9,0
2011-05-25,2011,05,25,56.6,50.8,1007.5,8.4,7.4,15.0,999.9,75.0,48.0,0.01,999.9,1
2011-05-26,2011,05,26,46.7,43.3,1007.4,5.9,17.3,22.9,29.9,54.0,44.1,2.47,999.9,0
2011-05-27,2011,05,27,49.0,38.3,1015.2,10.0,9.4,17.1,26.0,57.9,42.1,0.04,999.9,0
2011-05-28,2011,05,28,56.7,51.7,1011.0,6.1,5.3,12.0,20.0,63.0,50.0,0.01,999.9,0
2011-05-29,2011,05,29,61.0,59.0,1010.4,3.9,5.2,15.0,25.1,71.1,57.0,0.23,999.9,1
2011-05-30,2011,05,30,76.3,64.8,1014.0,10.0,9.0,15.9,25.1,90.0,64.9,0.92,999.9,0
2011-05-31,2011,05,31,81.1,65.7,1016.0,10.0,11.9,18.1,27.0,88.0,75.0,0.0,999.9,0
2011-06-01,2011,06,01,73.4,51.2,1020.5,10.0,11.0,20.0,27.0,82.0,63.0,0.0,999.9,0
2011-06-02,2011,06,02,65.6,46.8,1021.8,10.0,8.2,15.9,19.0,81.0,57.9,0.0,999.9,0
2011-06-03,2011,06,03,70.9,56.2,1018.2,10.0,7.7,15.9,22.9,88.0,57.0,0.18,999.9,0
2011-06-04,2011,06,04,80.9,66.3,1015.0,9.5,9.3,27.0,34.0,91.0,69.1,0.5,999.9,1
2011-06-05,2011,06,05,72.7,56.5,1018.2,9.6,3.4,8.9,999.9,84.0,64.0,0.01,999.9,0
2011-06-06,2011,06,06,74.9,57.7,1014.0,10.0,7.0,15.0,27.0,93.9,62.1,0.0,999.9,0
2011-06-07,2011,06,07,86.4,66.9,1009.0,9.8,8.8,15.9,20.0,96.1,77.0,0.0,999.9,0
2011-06-08,2011,06,08,86.7,62.8,1008.5,9.9,9.5,17.1,27.0,96.1,78.1,0.0,999.9,0
2011-06-09,2011,06,09,65.6,57.5,1013.6,7.7,10.8,26.0,36.9,91.9,52.0,1.27,999.9,1
2011-06-10,2011,06,10,58.1,52.5,1014.1,7.3,7.7,13.0,22.9,71.1,51.1,2.17,999.9,0
2011-06-11,2011,06,11,59.3,55.6,1013.4,4.4,5.7,9.9,999.9,64.9,55.9,0.05,999.9,0
2011-06-12,2011,06,12,57.2,48.3,1018.6,8.5,7.4,15.0,20.0,64.0,51.1,0.09,999.9,0
2011-06-13,2011,06,13,62.6,42.5,1020.0,10.0,7.9,12.0,999.9,71.1,55.9,0.0,999.9,0
2011-06-14,2011,06,14,66.0,46.2,1017.1,10.0,6.6,13.0,19.0,77.0,57.9,0.0,999.9,0
2011-06-15,2011,06,15,66.7,55.8,1008.7,8.2,10.3,17.1,24.1,72.0,57.0,0.4,999.9,0
2011-06-16,2011,06,16,68.9,61.0,1006.7,7.6,8.2,15.9,28.0,81.0,62.1,0.47,999.9,0
2011-06-17,2011,06,17,73.8,60.0,1009.0,10.0,5.3,12.0,17.1,82.0,64.0,0.03,999.9,0
2011-06-18,2011,06,18,72.2,60.9,1009.6,9.9,5.7,12.0,999.9,82.9,63.0,0.0,999.9,0
2011-06-19,2011,06,19,74.0,64.1,1007.3,9.0,4.4,8.0,999.9,82.9,64.9,0.0,999.9,0
2011-06-20,2011,06,20,74.1,67.0,1006.0,9.0,6.8,15.0,22.9,82.0,69.1,0.6,999.9,0
2011-06-21,2011,06,21,80.2,69.6,1004.2,9.9,10.1,14.0,22.0,89.1,73.9,1.23,999.9,0
2011-06-22,2011,06,22,71.6,64.0,1001.7,9.7,11.8,24.1,42.0,84.9,66.9,0.08,999.9,0
2011-06-23,2011,06,23,67.0,59.9,1001.7,8.9,11.5,17.1,31.1,72.0,62.6,0.02,999.9,0
2011-06-24,2011,06,24,63.8,55.7,1006.5,9.7,8.8,14.0,24.1,68.0,60.1,0.04,999.9,0
2011-06-25,2011,06,25,69.9,53.8,1012.5,10.0,5.4,8.9,999.9,78.1,61.0,0.0,999.9,0
2011-06-26,2011,06,26,72.0,50.8,1013.6,10.0,5.8,13.0,15.0,80.1,64.0,0.0,999.9,0
2011-06-27,2011,06,27,72.4,62.5,1009.8,9.4,7.3,17.1,22.9,80.1,66.9,0.0,999.9,0
2011-06-28,2011,06,28,73.4,55.5,1013.2,10.0,8.6,12.0,19.0,81.0,64.9,0.14,999.9,0
2011-06-29,2011,06,29,72.9,54.6,1017.6,10.0,4.6,9.9,14.0,80.1,63.0,0.0,999.9,0
2011-06-30,2011,06,30,75.9,59.5,1015.9,10.0,6.3,12.0,19.0,89.1,66.0,0.0,999.9,0
2011-07-01,2011,07,01,75.7,61.9,1014.8,10.0,11.1,29.9,38.1,89.1,66.9,0.03,999.9,0
2011-07-02,2011,07,02,82.6,70.7,1013.4,9.1,7.6,9.9,18.1,93.0,75.0,0.01,999.9,0
2011-07-03,2011,07,03,77.4,61.2,1014.8,9.8,5.2,11.1,17.1,86.0,70.0,0.0,999.9,0
2011-07-04,2011,07,04,77.7,51.8,1014.4,10.0,4.1,12.0,17.1,88.0,68.0,0.0,999.9,0
2011-07-05,2011,07,05,80.5,57.2,1014.2,9.3,4.1,8.0,999.9,91.9,66.9,0.0,999.9,0
2011-07-06,2011,07,06,81.1,63.3,1013.7,10.0,6.1,15.0,17.1,88.0,73.9,0.0,999.9,0
2011-07-07,2011,07,07,74.0,53.2,1014.5,9.9,6.7,11.1,999.9,81.0,66.0,0.0,999.9,0
2011-07-08,2011,07,08,75.6,55.6,1010.9,9.9,6.2,11.1,14.0,86.0,64.9,0.02,999.9,0
2011-07-09,2011,07,09,79.7,54.3,1012.4,9.9,4.4,8.9,15.0,90.0,66.9,0.0,999.9,0
2011-07-10,2011,07,10,83.2,66.9,1012.0,9.2,7.0,9.9,19.0,91.0,75.0,0.0,999.9,0
2011-07-11,2011,07,11,81.8,69.6,1009.1,9.4,7.4,44.1,65.1,90.0,70.0,0.0,999.9,0
2011-07-12,2011,07,12,80.2,67.0,1012.2,10.0,5.7,11.1,999.9,88.0,72.0,0.13,999.9,0
2011-07-13,2011,07,13,71.7,57.3,1016.6,10.0,10.8,15.0,20.0,78.1,68.0,0.01,999.9,0
2011-07-14,2011,07,14,71.8,56.6,1016.8,10.0,7.8,12.0,17.1,82.0,64.9,0.0,999.9,0
2011-07-15,2011,07,15,77.3,59.2,1014.6,10.0,6.1,11.1,999.9,86.0,71.1,0.0,999.9,0
2011-07-16,2011,07,16,80.0,60.4,1015.3,10.0,3.1,9.9,999.9,90.0,73.9,0.0,999.9,0
2011-07-17,2011,07,17,84.0,65.5,1017.3,10.0,5.2,12.0,18.1,95.0,73.9,0.0,999.9,0
2011-07-18,2011,07,18,86.5,73.1,1015.0,8.7,9.9,15.9,25.1,93.0,81.0,0.0,999.9,0
2011-07-19,2011,07,19,86.2,74.5,1011.4,9.2,7.0,11.1,15.0,91.9,81.0,0.0,999.9,0
2011-07-20,2011,07,20,87.2,72.0,1009.1,9.3,7.6,18.1,24.1,100.0,77.0,0.0,999.9,0
2011-07-21,2011,07,21,90.8,73.2,1007.4,10.0,9.6,13.0,19.0,100.9,82.0,0.0,999.9,0
2011-07-22,2011,07,22,83.4,68.3,1010.7,9.7,7.0,28.0,47.0,93.0,71.1,0.0,999.9,0
2011-07-23,2011,07,23,78.9,70.6,1012.9,9.0,5.4,22.0,29.9,89.1,69.8,0.14,999.9,0
2011-07-24,2011,07,24,79.0,69.7,1014.2,9.6,4.8,17.1,24.1,87.1,72.0,0.04,999.9,1
2011-07-25,2011,07,25,78.4,69.0,1013.2,10.0,5.2,13.0,999.9,86.0,73.0,0.02,999.9,1
2011-07-26,2011,07,26,78.3,63.8,1010.5,10.0,6.0,13.0,999.9,84.9,72.0,0.01,999.9,0
2011-07-27,2011,07,27,77.6,62.0,1011.1,10.0,8.5,14.0,24.1,91.9,72.0,0.0,999.9,0
2011-07-28,2011,07,28,80.5,72.3,1011.0,9.0,7.7,21.0,36.9,89.1,73.9,0.0,999.9,0
2011-07-29,2011,07,29,79.7,70.6,1013.6,8.8,5.1,15.0,26.0,86.0,75.0,0.0,999.9,0
2011-07-30,2011,07,30,80.0,63.9,1017.1,10.0,2.8,7.0,999.9,91.0,68.0,0.36,999.9,0
2011-07-31,2011,07,31,82.2,68.6,1017.5,9.8,4.2,8.9,15.9,91.0,73.0,0.0,999.9,0
2011-08-01,2011,08,01,83.4,71.1,1015.7,9.2,5.5,8.9,999.9,91.0,75.9,0.0,999.9,0
2011-08-02,2011,08,02,85.7,72.5,1009.6,9.1,6.8,14.0,22.0,93.0,80.1,0.0,999.9,0
2011-08-03,2011,08,03,80.7,68.7,1006.7,9.7,8.6,20.0,49.0,90.0,73.4,0.28,999.9,0
2011-08-04,2011,08,04,75.9,65.4,1012.8,10.0,6.5,11.1,15.9,82.0,69.1,0.0,999.9,0
2011-08-05,2011,08,05,77.1,67.0,1013.5,9.9,4.7,9.9,999.9,84.0,70.0,0.0,999.9,0
2011-08-06,2011,08,06,78.5,70.6,1009.7,7.7,4.1,11.1,19.0,84.9,73.0,0.65,999.9,0
2011-08-07,2011,08,07,77.7,68.4,1006.9,9.0,4.9,15.9,24.1,86.0,69.8,0.69,999.9,0
2011-08-08,2011,08,08,74.3,67.7,1006.6,9.4,3.8,14.0,999.9,80.1,69.1,0.49,999.9,0
2011-08-09,2011,08,09,72.9,63.7,1003.7,8.0,9.8,18.1,28.0,82.0,66.0,0.29,999.9,0
2011-08-10,2011,08,10,71.0,54.9,1008.3,10.0,7.9,11.1,17.1,78.1,62.1,0.01,999.9,0
2011-08-11,2011,08,11,71.3,52.9,1013.4,10.0,3.6,8.9,999.9,81.0,60.1,0.0,999.9,0
2011-08-12,2011,08,12,73.3,56.0,1014.2,10.0,6.6,13.0,19.0,82.0,64.9,0.0,999.9,0
2011-08-13,2011,08,13,73.7,61.7,1010.8,9.6,7.2,22.0,39.0,84.0,66.9,0.0,999.9,0
2011-08-14,2011,08,14,68.1,61.8,1012.4,9.7,11.0,19.0,24.1,75.0,64.0,0.93,999.9,0
2011-08-15,2011,08,15,69.6,56.4,1014.8,10.0,5.3,9.9,999.9,80.1,59.0,0.01,999.9,0
2011-08-16,2011,08,16,73.6,55.1,1015.9,10.0,2.1,8.0,14.0,82.9,63.0,0.0,999.9,0
