"","day","temp","NUM_CRIMES"
"930",3,22.5,0.361328125
"936",7,50.2,0.3203125
"962",1,34.8,0.30078125
"968",7,34,0.361328125
"982",2,25.2,0.326171875
"1034",7,56.6,0.37109375
"1049",3,35.3,0.435546875
"1055",2,46.7,0.50390625
"1080",2,54.6,0.3125
"1090",1,52.7,0.607421875
"1097",7,41.5,0.330078125
"1102",4,41.5,0.64453125
"1107",6,57.4,0.517578125
"1108",2,34.8,0.458984375
"1112",5,44,0.578125
"1124",2,45.4,0.431640625
"1145",1,61,0.587890625
"1155",5,51.9,0.69921875
"1158",3,41.4,0.591796875
"1185",4,45.2,0.53125
"1194",2,70.5,0.501953125
"1204",7,52.4,0.376953125
"1212",4,55.1,0.37890625
"1219",3,41.1,0.484375
"1228",6,39.2,0.46484375
"1236",7,48.5,0.4375
"1251",5,41.3,0.62109375
"1253",4,42.9,0.408203125
"1268",6,37,0.390625
"1275",1,37,0.681640625
"1292",1,60.8,0.466796875
"1296",3,44.6,0.224609375
"1302",1,52.4,0.5703125
"1310",6,49.1,0.396484375
"1318",5,41.5,0.474609375
"1364",6,50.9,0.458984375
"1366",2,62.4,0.595703125
"1376",7,55.8,0.33984375
"1380",3,64,0.705078125
"1385",6,67.7,0.66796875
"1399",5,63.9,0.751953125
"1408",1,59.1,0.326171875
"1409",4,65.9,0.455078125
"1411",1,61.2,0.53515625
"1441",4,70.1,0.720703125
"1465",2,67.2,0.4765625
"1468",1,49.2,0.568359375
"1494",5,49,0.611328125
"1503",7,46.4,0.44921875
"1506",7,58.9,0.435546875
"1516",6,57.9,0.603515625
"1517",3,69.6,0.59765625
"1523",2,66.9,0.58984375
"1537",5,72.1,0.64453125
"1549",3,72.3,0.5859375
"1562",7,72.6,0.48046875
"1582",4,78,0.669921875
"1584",5,48.1,0.6484375
"1586",3,76.3,0.845703125
"1589",4,57,0.435546875
"1600",6,50.9,0.447265625
"1642",5,44.2,0.583984375
"1650",1,81.2,0.697265625
"1662",2,73.6,0.638671875
"1663",4,53.5,0.4609375
"1703",1,71,0.5546875
"1717",2,70.5,0.494140625
"1738",6,63.4,0.623046875
"1743",2,61.3,0.49609375
"1754",1,79,0.81640625
"1756",1,54.9,0.60546875
"1765",5,64.6,0.791015625
"1766",6,68.4,0.57421875
"1768",3,63.8,0.5859375
"1775",5,59.4,0.53515625
"1789",4,72.9,0.712890625
"1803",4,61.2,0.6953125
"1809",6,76.1,0.62109375
"1837",3,74.8,0.681640625
"1844",7,69.3,0.443359375
"1856",3,65.6,0.578125
"1869",7,76,0.689453125
"1884",4,67.2,0.611328125
"1890",2,76.3,0.603515625
"1899",6,68,0.583984375
"1907",7,57.4,0.4453125
"1932",3,75.3,0.44140625
"1952",7,68.9,0.64453125
"1955",6,71.1,0.9375
"1963",7,76.7,0.556640625
"1965",5,76.6,0.5859375
"1974",2,63.9,0.63671875
"1977",5,75.4,0.59765625
"1993",4,77.5,0.529296875
"1994",1,76.8,0.431640625
"2032",4,69.3,0.61328125
"2036",3,70,0.466796875
"2037",6,77.2,0.552734375
"2041",2,67.7,0.560546875
"2057",5,72.5,0.669921875
"2075",1,66.2,0.560546875
"2087",4,72.6,0.548828125
"2092",6,75.2,0.669921875
"2107",2,84.3,0.591796875
"2128",5,75.9,0.751953125
"2135",7,78.9,0.66796875
"2144",3,65.2,0.537109375
"2152",7,78.2,0.583984375
"2153",3,80.5,0.5234375
"2162",7,79.4,0.634765625
"2163",7,61.3,0.498046875
"2181",3,86.1,0.640625
"2188",4,71.5,0.66796875
"2209",1,81.5,0.80859375
"2213",3,67.1,0.703125
"2228",1,79,0.77734375
"2230",6,64.2,0.568359375
"2243",1,79.2,0.546875
"2246",4,87.2,0.6171875
"2267",2,65.8,0.5390625
"2280",5,71,0.7578125
"2285",2,80.5,0.546875
"2298",6,81.3,0.61328125
"2304",1,68.7,0.927734375
"2307",5,87.7,0.5859375
"2308",2,75.8,0.626953125
"2399",5,73.5,0.748046875
"2402",6,74.9,0.658203125
"2405",4,65.7,0.625
"2406",4,76.5,0.525390625
"2414",6,75.2,0.810546875
"2417",7,73.1,0.54296875
"2445",5,72.7,0.591796875
"2466",6,72.3,0.6640625
"2472",1,76.1,0.740234375
"2477",7,68.8,0.62109375
"2478",5,72.5,0.712890625
"2491",7,73.7,0.5703125
"2500",1,68.2,0.48828125
"2504",2,74,0.587890625
"2515",2,78.2,0.69921875
"2518",3,65,0.54296875
"2542",6,73,0.4140625
"2545",3,80.6,0.5078125
"2557",1,74.6,0.654296875
"2570",4,71.4,0.8359375
"2572",3,79.3,0.65625
"2573",6,74.6,0.720703125
"2577",7,78.6,0.673828125
"2581",5,70.5,0.626953125
"2602",2,68.4,0.578125
"2606",1,80.4,0.66015625
"2607",3,80.4,0.58203125
"2609",4,72.8,0.599609375
"2647",2,84.9,0.548828125
"2655",4,74.3,0.58984375
"2676",5,81.2,0.642578125
"2712",1,61.5,0.447265625
"2713",7,61.2,0.451171875
"2714",4,65.3,0.4921875
"2716",5,71.3,0.572265625
"2720",1,58.6,0.478515625
"2736",3,63.4,0.55078125
"2755",7,57.2,0.298828125
"2756",7,75.4,1
"2759",3,70.3,0.458984375
"2784",2,67.3,0.525390625
"2804",6,60.6,0.439453125
"2809",2,60.7,0.45703125
"2815",5,67.9,0.705078125
"2825",2,61.1,0.619140625
"2837",1,72.2,0.6328125
"2853",1,79.3,0.515625
"2854",3,83,0.5234375
"2855",7,75.4,0.51171875
"2862",5,72.9,0.66796875
"2864",6,77,0.619140625
"2873",6,60.9,0.5859375
"2886",7,65.8,0.30078125
"2893",4,71.6,0.6328125
"2907",1,60.3,0.3359375
"2915",5,62.2,0.552734375
"2932",6,70.2,0.623046875
"2961",4,73.1,0.486328125
"2969",2,87.2,0.609375
"2973",3,69,0.48828125
"2991",4,75.8,0.49609375
"3047",2,60.8,0.384765625
"3058",7,56.5,0.341796875
"3061",4,62.4,0.4921875
"3070",3,62.2,0.541015625
"3078",2,37,0.28515625
"3087",5,65.1,0.521484375
"3092",3,53.2,0.443359375
"3118",5,70.5,0.52734375
"3124",3,70.8,0.517578125
"3132",2,48.4,0.482421875
"3152",4,39.7,0.31640625
"3157",2,58.7,0.349609375
"3163",1,53.7,0.337890625
"3172",7,60,0.271484375
"3177",1,54.8,0.349609375
"3182",6,47.9,0.33984375
"3191",3,52.4,0.38671875
"3193",6,66.2,0.423828125
"3195",3,38.5,0.287109375
"3197",7,43.6,0.28515625
"3200",4,69.3,0.498046875
"3201",5,46.1,0.455078125
"3204",6,71.7,0.484375
"3206",4,50.4,0.337890625
"3213",1,50.2,0.341796875
"3220",1,45.7,0.4609375
"3248",5,39.8,0.466796875
"3258",4,62,0.619140625
"3269",6,47.6,0.275390625
"3284",7,50.2,0.3984375
"3290",2,68.5,0.970703125
"3417",2,34,0.48046875
"3427",4,45.5,0.5078125
"3437",7,43.6,0.37890625
"3441",5,26.9,0.396484375
"3455",6,37.9,0.27734375
"3466",5,38,0.5078125
"3467",6,44,0.3359375
"3489",4,38.4,0.328125
"3502",2,53.5,0.4375
"3508",5,43.5,0.64453125
"3509",3,37.6,0.51953125
"3514",2,31.6,0.443359375
"3531",5,40.6,0.484375
"3549",1,26.3,0.1484375
"3579",1,42.3,0.158203125
"3581",3,28.7,0.43359375
"3582",2,28.4,0.1640625
"3586",7,18.6,0.0703125
"3612",4,38.4,0.31640625
"3616",1,49,0.443359375
"3625",3,21.5,0.251953125
"3626",6,49,0.310546875
"3627",3,52.4,0.353515625
"3642",6,50.5,0.330078125
"3643",7,43.4,0.29296875
"3651",6,25.8,0.1328125
"3658",5,47.7,0.802734375
"3671",1,41.9,0.49609375
"3676",7,60.7,0.265625
"3736",1,15.3,0.201171875
"3738",5,21.6,0.380859375
"3745",1,37.5,0.36328125
"3746",5,36.1,0.498046875
"3749",7,37.7,0.533203125
"3767",2,42,0.4921875
"3781",6,14.8,0.087890625
"3788",5,20.8,0.236328125
"3797",6,33.8,0.3515625
"3814",3,50.5,0.513671875
"3821",6,29.7,0.095703125
"3843",5,35.3,0.255859375
"3861",6,41.7,0.267578125
"3863",1,11.9,0.0703125
"3868",3,16.7,0.08984375
"3876",1,20.5,0.1484375
"3881",3,24.9,0.310546875
"3884",2,22.6,0.296875
"3892",4,7.6,0.111328125
"3897",7,18.8,0.05078125
"3905",7,20.7,0.01171875
"3907",4,24.4,0
"3944",4,35.9,0.37890625
"3953",1,21.7,0.05078125
"3956",7,33.9,0.29296875
"3977",2,10.7,0.060546875
"3978",4,34.7,0.3125
"3993",7,34.4,0.22265625
"43",3,6.2,0.133501259445844
"80",4,11.4,0.171284634760705
"91",6,15.5,0.294710327455919
"129",5,31.7,0.224181360201511
"133",1,34,0.375314861460957
"149",2,-4.5,0.123425692695214
"166",5,24.9,0.498740554156171
"217",3,8.3,0.458438287153652
"218",5,7.2,0.0403022670025189
"219",3,6.9,0.198992443324937
"226",1,42.4,0.541561712846348
"230",7,33.5,0.355163727959698
"232",4,4.4,0.198992443324937
"240",5,18.3,0.503778337531486
"247",6,37.6,0.272040302267003
"267",4,26,0.357682619647355
"291",7,21.2,0.256926952141058
"294",7,16.4,0.123425692695214
"300",3,20.3,0.501259445843829
"307",2,12.2,0.110831234256927
"308",6,24.5,0.0780856423173804
"313",6,23.5,0.332493702770781
"328",5,6,0.357682619647355
"331",1,4.5,0
"337",2,31,0.357682619647355
"340",4,24,0.518891687657431
"377",2,5.4,0.125944584382872
"380",3,10.6,0.151133501259446
"381",1,11.4,0.329974811083123
"387",6,10.7,0.146095717884131
"394",6,15.2,0.234256926952141
"401",7,21.3,0.0881612090680101
"411",1,6.9,0.18639798488665
"417",7,20.9,0.0982367758186398
"432",6,26.8,0.612090680100756
"433",2,17.4,0.249370277078086
"441",5,13.7,0.390428211586902
"445",7,15.7,0.256926952141058
"449",3,38.2,0.413098236775819
"471",4,7.3,0.163727959697733
"484",4,22.2,0.244332493702771
"490",7,23.8,0.214105793450882
"515",2,19.3,0.261964735516373
"521",1,19.1,0.224181360201511
"522",5,3,0.370277078085642
"546",4,37,0.256926952141058
"548",6,29.9,0.254408060453401
"562",1,23.9,0.130982367758186
"584",3,8.4,0.292191435768262
"587",2,32.2,0.219143576826196
"597",3,23.4,0.035264483627204
"610",5,20.4,0.377833753148615
"634",4,12,0.168765743073048
"647",5,35,0.433249370277078
"719",2,17,0.204030226700252
"745",5,31.1,0.531486146095718
"758",3,26.7,0.448362720403023
"763",1,26.3,0.380352644836272
"784",4,23.1,0.289672544080605
"785",7,38.7,0.481108312342569
"786",7,12.4,0.0125944584382872
"791",1,8.5,0.118387909319899
"811",6,26.3,0.486146095717884
"826",5,42.1,0.644836272040302
"830",7,27.3,0.256926952141058
"836",1,45.7,0.677581863979849
"841",3,22.2,0.229219143576826
"851",4,22.7,0.430730478589421
"853",6,35.5,0.566750629722922
"859",1,26.5,0.400503778337531
"867",6,37,0.750629722921914
"872",2,38.6,0.685138539042821
"878",3,43.9,0.544080604534005
"886",4,37.3,0.596977329974811
"901",6,32.9,0.347607052896725
"902",7,28.9,0.188916876574307
"923",4,39.7,0.435768261964736
"929",2,27.9,0.390428211586902
"935",2,44,0.382871536523929
"951",6,41.9,0.481108312342569
"963",5,43.5,0.604534005037783
"969",7,24.9,0.231738035264484
"979",5,42.9,0.707808564231738
"980",3,30.2,0.287153652392947
"984",1,53.7,0.478589420654912
"1052",7,44.7,0.410579345088161
"1070",2,49.6,0.508816120906801
"1081",7,61.2,0.36272040302267
"1089",5,49,0.607052896725441
"1093",3,43,0.483627204030227
"1106",6,47.3,0.52896725440806
"1134",6,40,0.518891687657431
"1136",3,41.8,0.45088161209068
"1140",2,31.8,0.511335012594458
"1147",3,52,0.634760705289673
"1166",5,55.4,0.604534005037783
"1167",7,61.3,0.337531486146096
"1176",1,46,0.544080604534005
"1177",4,50.7,0.730478589420655
"1178",4,38.8,0.428211586901763
"1179",4,57.6,0.667506297229219
"1201",6,51.9,0.584382871536524
"1209",3,39.6,0.569269521410579
"1224",3,49.6,0.579345088161209
"1227",1,67.5,0.463476070528967
"1229",2,56,0.609571788413098
"1230",5,57.9,0.760705289672544
"1238",7,48.9,0.317380352644836
"1245",4,50.5,0.561712846347607
"1271",2,53.3,0.478589420654912
"1290",2,47.1,0.952141057934509
"1299",5,40.6,0.667506297229219
"1307",6,64.6,0.821158690176322
"1309",1,52.2,0.448362720403023
"1313",1,49.5,0.360201511335013
"1393",7,68,0.700251889168766
"1404",5,60.1,0.657430730478589
"1418",6,61.2,0.536523929471033
"1420",5,67.4,0.710327455919396
"1423",6,49.7,0.64735516372796
"1426",1,76.5,0.584382871536524
"1446",6,72.9,0.760705289672544
"1449",5,42.9,0.743073047858942
"1457",2,73.3,0.54911838790932
"1458",4,65.3,0.579345088161209
"1460",7,58.1,0.788413098236776
"1469",4,67.1,0.612090680100756
"1473",5,49.1,0.80352644836272
"1474",3,66.1,0.642317380352645
"1481",3,54.7,0.609571788413098
"1509",3,63.8,0.561712846347607
"1528",2,76,0.54911838790932
"1546",7,56.1,0.44080604534005
"1553",6,64.2,0.682619647355164
"1554",4,75.5,0.556675062972292
"1574",4,46.3,0.841309823677582
"1576",1,50.9,0.753148614609572
"1580",1,62.7,0.607052896725441
"1597",2,67.2,0.672544080604534
"1603",2,53.1,0.702770780856423
"1615",4,47.6,0.521410579345088
"1626",6,57,0.501259445843829
"1636",5,72.5,0.798488664987406
"1638",1,73.6,0.672544080604534
"1645",7,71.2,0.498740554156171
"1655",3,77.4,0.72544080604534
"1704",1,73.1,0.71536523929471
"1705",7,71.6,0.808564231738035
"1710",4,66.1,0.705289672544081
"1712",1,80.1,0.821158690176322
"1722",2,63.3,0.319899244332494
"1741",5,66.6,0.982367758186398
"1762",6,73.5,0.81360201511335
"1764",5,75.7,0.858942065491184
"1772",5,68.9,0.788413098236776
"1788",6,68.6,0.748110831234257
"1790",3,70.8,0.778337531486146
"1798",5,74,0.889168765743073
"1807",4,64.9,0.64735516372796
"1814",1,65.9,0.697732997481108
"1846",4,68.3,0.700251889168766
"1849",4,69.6,0.695214105793451
"1875",7,78.7,0.906801007556675
"1878",2,76.5,0.889168765743073
"1895",1,80.4,0.642317380352645
"1921",3,64.2,0.576826196473552
"1929",3,67,0.579345088161209
"1954",7,65.3,0.571788413098237
"1959",7,75.1,0.848866498740554
"1966",2,84.8,0.863979848866499
"1971",3,79.7,0.566750629722922
"1980",6,81.3,0.773299748110831
"1982",6,71.3,0.80352644836272
"1985",2,77.6,0.795969773299748
"1992",1,78.1,0.831234256926952
"2030",7,74.8,0.750629722921914
"2039",6,73.1,0.811083123425693
"2061",5,73.5,1
"2080",5,70.1,0.73551637279597
"2127",4,68.1,0.659949622166247
"2142",6,75.5,0.828715365239295
"2147",4,71.3,0.692695214105793
"2150",2,69.3,0.652392947103275
"2156",5,72.1,0.826196473551637
"2158",1,77.9,0.664987405541562
"2159",4,64.7,0.856423173803526
"2187",6,72,0.886649874055416
"2199",4,73,0.793450881612091
"2202",3,64.4,0.753148614609572
"2203",3,69.2,0.687657430730479
"2205",1,74.4,0.675062972292191
"2210",3,73.4,0.775818639798489
"2211",2,64.8,0.682619647355164
"2223",4,67.7,0.773299748110831
"2239",3,70.1,0.624685138539043
"2248",5,68.3,0.954659949622166
"2272",2,78.9,0.685138539042821
"2277",2,81.1,0.72544080604534
"2278",7,77.7,0.763224181360202
"2296",7,75.3,0.82367758186398
"2302",6,76.6,0.664987405541562
"2312",1,81.5,0.889168765743073
"2318",3,73.4,0.793450881612091
"2319",1,68,0.82367758186398
"2323",7,79.2,0.866498740554156
"2385",7,78.3,0.780856423173804
"2407",6,73.6,0.884130982367758
"2412",3,75.1,0.594458438287154
"2415",1,72.5,0.680100755667506
"2435",5,66.9,0.798488664987406
"2436",5,79.1,0.680100755667506
"2439",3,72.9,0.662468513853904
"2447",6,72.6,0.778337531486146
"2457",1,77.5,0.594458438287154
"2461",7,78.1,0.71536523929471
"2462",4,72.4,0.483627204030227
"2468",7,75.4,0.778337531486146
"2471",7,76.8,0.755667506297229
"2505",4,74.4,0.748110831234257
"2510",2,73.2,0.702770780856423
"2520",5,77.7,0.853904282115869
"2530",3,69.9,0.783375314861461
"2533",3,78.2,0.72544080604534
"2534",4,76.5,0.584382871536524
"2543",4,68.9,0.629722921914358
"2546",7,71.7,0.795969773299748
"2568",5,75.6,0.687657430730479
"2590",6,78.9,0.695214105793451
"2598",6,75.3,0.858942065491184
"2604",2,77.1,0.649874055415617
"2644",2,67.8,0.53904282115869
"2648",1,75.1,0.826196473551637
"2652",6,79.5,0.808564231738035
"2664",2,78.3,0.579345088161209
"2674",1,81.3,0.581863979848867
"2705",4,66.8,0.516372795969773
"2718",7,68.9,0.732997481108312
"2721",2,61.8,0.727959697732998
"2725",3,60.6,0.629722921914358
"2737",6,69.6,0.871536523929471
"2738",3,65.5,0.730478589420655
"2744",1,57.5,0.561712846347607
"2752",2,73.1,0.609571788413098
"2757",1,58.4,0.483627204030227
"2761",4,62.3,0.811083123425693
"2764",3,75.8,0.445843828715365
"2769",7,69.3,0.700251889168766
"2770",1,70.6,0.355163727959698
"2799",2,57.9,0.511335012594458
"2806",5,69.1,0.838790931989924
"2807",7,56.1,0.53904282115869
"2835",6,68.7,0.675062972292191
"2840",2,77,0.63727959697733
"2846",5,65.4,0.83375314861461
"2857",5,53.3,0.435768261964736
"2887",1,69.6,0.639798488664987
"2900",6,49.8,0.350125944584383
"2909",6,69.8,0.755667506297229
"2942",2,56.9,0.591939546599496
"2950",4,77.6,0.511335012594458
"2979",4,56.6,0.508816120906801
"2981",3,74.6,0.403022670025189
"2993",7,65.4,0.617128463476071
"3004",5,81.1,0.750629722921914
"3060",5,59.1,0.838790931989924
"3069",4,56.6,0.35264483627204
"3071",7,55.5,0.516372795969773
"3084",4,45.3,0.586901763224181
"3093",5,52.2,0.491183879093199
"3096",6,51,0.642317380352645
"3108",4,50.3,0.581863979848867
"3109",4,69.8,0.652392947103275
"3119",4,55.4,0.503778337531486
"3138",3,50.4,0.455919395465995
"3165",1,55.5,0.534005037783375
"3190",7,45.9,0.498740554156171
"3203",3,54.9,0.571788413098237
"3211",1,62.9,0.400503778337531
"3215",2,64.7,0.463476070528967
"3223",7,53.9,0.365239294710327
"3234",5,56.4,0.811083123425693
"3238",3,48.5,0.632241813602015
"3239",6,64.2,0.644836272040302
"3245",6,50.3,0.73551637279597
"3246",2,52.5,0.581863979848867
"3253",3,57.5,0.506297229219144
"3267",1,55,0.443324937027708
"3279",7,48,0.428211586901763
"3281",6,44.5,0.445843828715365
"3298",2,57.2,0.536523929471033
"3302",1,64.2,0.670025188916877
"3306",2,61.7,0.566750629722922
"3322",5,61.9,0.586901763224181
"3346",5,43,0.700251889168766
"3421",3,25.5,0.329974811083123
"3428",6,27.3,0.511335012594458
"3448",7,30.2,0.324937027707809
"3487",5,27.9,0.523929471032746
"3492",3,49.5,0.498740554156171
"3494",7,40,0.455919395465995
"3506",5,22.9,0.47103274559194
"3516",5,25.2,0.151133501259446
"3517",6,40,0.458438287153652
"3519",4,28.2,0.292191435768262
"3542",7,52.2,0.357682619647355
"3546",3,31.5,0.123425692695214
"3548",1,52.6,0.579345088161209
"3563",7,43.2,0.350125944584383
"3574",1,53,0.574307304785894
"3585",5,41.1,0.591939546599496
"3598",2,15.6,0.19647355163728
"3602",6,45.1,0.503778337531486
"3606",7,48.8,0.443324937027708
"3609",3,24.5,0.219143576826196
"3614",6,40.9,0.403022670025189
"3619",4,24.6,0.219143576826196
"3620",2,50.5,0.324937027707809
"3622",2,56.1,0.579345088161209
"3637",6,40,0.914357682619647
"3641",1,21.1,0.19647355163728
"3654",4,48.5,0.309823677581864
"3660",2,26.3,0.292191435768262
"3669",1,44.1,0.115869017632242
"3728",5,31.2,0.55919395465995
"3730",6,33,0.486146095717884
"3741",5,36.6,0.644836272040302
"3752",4,26.8,0.304785894206549
"3755",7,34.9,0.123425692695214
"3764",4,31.5,0.365239294710327
"3772",1,36,0.254408060453401
"3778",6,41.5,0.55919395465995
"3782",1,36.2,0.410579345088161
"3784",4,30.6,0.231738035264484
"3792",1,29.7,0.332493702770781
"3795",3,41.9,0.0554156171284635
"3801",7,35.1,0.261964735516373
"3808",3,33.9,0.453400503778338
"3813",5,30.2,0.455919395465995
"3826",5,43.3,0.201511335012594
"3829",2,27.8,0.261964735516373
"3832",7,49.3,0.423173803526448
"3833",7,31.3,0.216624685138539
"3846",2,20.3,0.0629722921914358
"3853",3,29.5,0.478589420654912
"3870",1,47,0.46095717884131
"3887",3,32.4,0.513853904282116
"3912",1,25.3,0.675062972292191
"3916",2,46.5,0.322418136020151
"3917",3,13.1,0.0982367758186398
"3934",2,37.4,0.267002518891688
"3963",6,45.8,0.430730478589421
"3967",6,39,0.289672544080605
"3975",2,44.3,0.289672544080605
"51",4,32.2,0.584507042253521
"57",1,34,0.483568075117371
"60",3,13.5,0.403755868544601
"63",6,34.3,0.34037558685446
"67",2,36.6,0.68075117370892
"84",2,29.3,0.403755868544601
"93",3,34.2,0.570422535211268
"112",5,29.3,0.485915492957746
"139",7,38.7,0.457746478873239
"143",6,35.1,0.593896713615023
"151",7,27.7,0.345070422535211
"155",5,31.7,0.697183098591549
"157",3,28.7,0.338028169014085
"170",1,25.9,0.359154929577465
"171",5,28.4,0.401408450704225
"175",2,19.3,0.255868544600939
"177",6,30.3,0.312206572769953
"179",1,4.5,0.0469483568075117
"202",2,9.2,0
"213",6,8,0.338028169014085
"237",1,26.3,0.244131455399061
"246",4,23.5,0.610328638497653
"254",4,36.1,0.474178403755869
"268",5,29.7,0.495305164319249
"269",7,30.6,0.0258215962441315
"281",6,36.8,0.55868544600939
"293",7,34.1,0.335680751173709
"317",5,10.3,0.204225352112676
"390",6,11,0.0985915492957746
"391",1,12.8,0.0845070422535211
"410",5,10,0.316901408450704
"421",6,33.6,0.413145539906103
"430",2,16.7,0.0211267605633803
"447",4,11.4,0.161971830985915
"448",2,28.4,0.295774647887324
"483",5,14.5,0.302816901408451
"487",3,25.4,0.173708920187793
"493",7,24.3,0.211267605633803
"494",3,24.1,0.161971830985915
"507",5,20.2,0.455399061032864
"516",1,7.7,0.161971830985915
"525",2,18.2,0.220657276995305
"528",7,7.3,0.115023474178404
"535",6,23.4,0.349765258215962
"544",3,32.6,0.241784037558685
"545",1,29.3,0.244131455399061
"553",7,38.5,0.262910798122066
"560",5,7,0.349765258215962
"568",4,20.2,0.0352112676056338
"585",3,9.6,0.0187793427230047
"605",2,13.9,0.293427230046948
"613",4,18.3,0.253521126760563
"614",7,31.8,0.140845070422535
"645",6,21.1,0.220657276995305
"690",1,40,0.523474178403756
"721",3,38.8,0.438967136150235
"724",5,50.6,0.730046948356808
"736",7,37.1,0.286384976525822
"744",1,23.8,0.363849765258216
"746",2,43.9,0.589201877934272
"748",7,22,0.60093896713615
"757",4,15.2,0.255868544600939
"766",6,29.2,0.36150234741784
"767",3,44.7,0.570422535211268
"769",4,39.7,0.424882629107981
"787",5,44,0.643192488262911
"793",4,44.4,0.502347417840376
"805",4,44.9,0.584507042253521
"815",6,52.5,0.692488262910798
"825",7,47.6,0.647887323943662
"837",2,30.7,0.312206572769953
"842",3,26.6,0.13849765258216
"843",7,34.8,0.359154929577465
"844",2,32.4,0.31924882629108
"865",6,34.1,0.455399061032864
"880",1,31.4,0.208920187793427
"881",3,40.7,0.518779342723005
"882",6,43,0.436619718309859
"883",5,30.8,0.52112676056338
"905",5,14.7,0.490610328638498
"906",2,50.1,0.446009389671362
"925",1,61.3,0.647887323943662
"944",1,49.1,0.507042253521127
"959",7,34.9,0.272300469483568
"976",2,44.1,0.443661971830986
"1029",5,62.4,0.661971830985915
"1032",2,58.2,0.619718309859155
"1046",1,55,0.406103286384977
"1065",4,54.8,0.434272300469484
"1086",2,49.1,0.507042253521127
"1096",3,47.2,0.413145539906103
"1121",5,47.5,0.605633802816901
"1122",6,50.5,0.509389671361502
"1129",7,57.5,0.469483568075117
"1131",3,52.3,0.617370892018779
"1135",4,60.6,0.683098591549296
"1141",2,43.6,0.234741784037559
"1142",4,44.5,0.535211267605634
"1162",7,56.3,0.39906103286385
"1175",4,54.6,0.34037558685446
"1180",5,52,0.485915492957746
"1182",7,58.8,0.633802816901408
"1205",1,63.3,0.544600938967136
"1216",3,56,0.7018779342723
"1217",3,55.9,1
"1218",6,62.3,0.624413145539906
"1223",1,49.1,0.511737089201878
"1225",7,47.1,0.504694835680751
"1234",3,42.2,0.42018779342723
"1239",6,42.9,0.448356807511737
"1263",4,48,0.382629107981221
"1266",6,45.9,0.450704225352113
"1288",1,50.8,0.563380281690141
"1319",2,47.6,0.375586854460094
"1322",5,54.5,0.495305164319249
"1369",7,68.8,0.431924882629108
"1384",3,60.1,0.553990610328638
"1387",7,50.3,0.55868544600939
"1406",6,65.7,0.692488262910798
"1430",6,72.9,0.889671361502347
"1431",6,64.9,0.431924882629108
"1444",2,56.1,0.455399061032864
"1459",4,72,0.697183098591549
"1463",4,55.3,0.591549295774648
"1464",3,46.2,0.532863849765258
"1475",3,49.6,0.622065727699531
"1480",5,75.7,0.762910798122066
"1482",5,60.5,0.753521126760563
"1485",4,54.7,0.568075117370892
"1493",1,67.8,0.647887323943662
"1514",5,67.6,0.748826291079812
"1521",6,60.4,0.427230046948357
"1569",2,51.4,0.481220657276995
"1594",4,71.2,0.758215962441315
"1605",1,74.6,0.598591549295775
"1611",7,70.1,0.568075117370892
"1616",7,74.9,0.78169014084507
"1617",7,48.7,0.382629107981221
"1622",5,73.9,0.713615023474178
"1623",1,74.3,0.481220657276995
"1624",3,70.9,0.551643192488263
"1631",1,59.9,0.577464788732394
"1632",6,66,0.507042253521127
"1640",2,73.3,0.626760563380282
"1646",2,54.2,0.596244131455399
"1700",1,70.6,0.584507042253521
"1711",3,72.3,0.528169014084507
"1727",3,65.3,0.647887323943662
"1731",3,63.5,0.516431924882629
"1745",4,72.1,0.706572769953052
"1753",2,58,0.631455399061033
"1761",4,73.4,0.65962441314554
"1763",4,71,0.511737089201878
"1776",5,66.3,0.65962441314554
"1781",2,72,0.537558685446009
"1821",6,66.5,0.516431924882629
"1830",7,70,0.690140845070423
"1834",6,62.4,0.598591549295775
"1839",6,67.4,0.617370892018779
"1841",7,75.9,0.690140845070423
"1850",2,70.7,0.577464788732394
"1863",7,68.2,0.556338028169014
"1868",6,69.7,0.727699530516432
"1886",5,63.1,0.636150234741784
"1905",2,70.4,0.807511737089202
"1908",5,65.9,0.762910798122066
"1916",1,74.9,0.42018779342723
"1917",2,77.2,0.537558685446009
"1922",7,76.8,0.657276995305164
"1934",3,81.7,0.68075117370892
"1957",1,78.3,0.650234741784038
"1967",5,66.8,0.664319248826291
"1969",1,76.4,0.556338028169014
"1975",4,74.5,0.622065727699531
"2028",6,72.2,0.802816901408451
"2033",5,71.5,0.553990610328638
"2043",7,76,0.927230046948357
"2049",6,73.7,0.692488262910798
"2054",3,75.9,0.636150234741784
"2077",7,75,0.699530516431925
"2078",4,77.7,0.720657276995305
"2081",2,77.1,0.643192488262911
"2088",3,62.5,0.504694835680751
"2095",5,68,0.622065727699531
"2099",7,77.4,0.7018779342723
"2110",4,66.3,0.396713615023474
"2113",3,62.6,0.908450704225352
"2125",5,80,0.755868544600939
"2143",1,77.6,0.645539906103286
"2193",1,80.3,0.779342723004695
"2201",4,69.4,0.39906103286385
"2212",2,82.9,0.619718309859155
"2215",4,62.8,0.596244131455399
"2216",7,82.1,0.612676056338028
"2219",5,79.2,0.854460093896714
"2222",3,83.3,0.612676056338028
"2232",4,80,0.63849765258216
"2237",6,80.8,0.772300469483568
"2252",1,78.4,0.596244131455399
"2253",3,68.2,0.687793427230047
"2274",2,78,0.488262910798122
