"","day","temp","NUM_CRIMES"
"1596",3,60.7,0.539735099337748
"1599",7,81.1,0.554635761589404
"1609",1,85.3,0.677152317880795
"1614",2,77.6,0.783112582781457
"1618",1,63.6,0.438741721854305
"1637",4,76.6,0.665562913907285
"1716",5,78.6,0.764900662251656
"1719",5,74.8,0.826158940397351
"1729",5,73.7,0.816225165562914
"1734",3,65.3,0.667218543046358
"1742",3,64.9,0.753311258278146
"1746",4,67.3,0.612582781456954
"1747",4,70.7,0.592715231788079
"1749",6,75.7,0.839403973509934
"1782",7,80,0.754966887417219
"1802",2,70.6,0.556291390728477
"1822",2,72.4,0.774834437086093
"1826",7,81.5,0.640728476821192
"1835",1,69.2,0.594370860927152
"1838",2,63.4,0.544701986754967
"1840",7,68.2,0.612582781456954
"1862",6,79,0.645695364238411
"1888",6,78.6,0.710264900662252
"1894",1,80.6,0.73841059602649
"1896",5,53.8,1
"1909",5,81.6,0.701986754966887
"1913",3,76.4,0.705298013245033
"1924",4,79.9,0.720198675496689
"1935",3,84.9,0.789735099337748
"1939",2,84.5,0.634105960264901
"1944",6,60.9,0.53476821192053
"1945",4,87.1,0.526490066225166
"1948",1,71,0.56953642384106
"1950",6,83.1,0.730132450331126
"1964",7,75.4,0.538079470198676
"1989",1,81.7,0.740066225165563
"2034",6,78.2,0.735099337748344
"2035",7,82.1,0.602649006622517
"2073",5,92.7,0.672185430463576
"2089",7,80.8,0.834437086092715
"2101",7,77.3,0.655629139072848
"2102",1,84.1,0.720198675496689
"2114",1,83.2,0.625827814569536
"2149",3,85.1,0.589403973509934
"2157",6,78.2,0.716887417218543
"2172",3,90,0.701986754966887
"2177",2,87,0.72682119205298
"2179",6,76.1,0.700331125827815
"2185",6,87.2,0.731788079470199
"2192",2,89.5,0.634105960264901
"2194",3,76.9,0.677152317880795
"2195",4,80.2,0.693708609271523
"2198",1,78.5,0.735099337748344
"2200",1,86.5,0.607615894039735
"2207",2,77,0.716887417218543
"2226",4,90.1,0.644039735099338
"2236",5,75.8,0.746688741721854
"2238",5,81.5,0.766556291390728
"2244",1,87.7,0.607615894039735
"2266",7,78.2,0.781456953642384
"2268",5,77.1,0.693708609271523
"2286",4,84.3,0.587748344370861
"2314",3,83.5,0.647350993377483
"2321",2,81.3,0.516556291390728
"2331",7,80.5,0.943708609271523
"2332",4,77,0.496688741721854
"2334",2,83.6,0.572847682119205
"2371",1,67.7,0.408940397350993
"2378",2,68.5,0.496688741721854
"2382",7,70.1,0.536423841059603
"2384",5,67.8,0.567880794701987
"2392",2,69.7,0.562913907284768
"2411",7,70.7,0.528145695364238
"2418",1,68.5,0.450331125827815
"2425",3,79.6,0.806291390728477
"2430",3,72,0.445364238410596
"2431",4,79.2,0.678807947019868
"2432",3,75.9,0.552980132450331
"2443",1,76.3,0.564569536423841
"2460",4,81.6,0.658940397350993
"2465",5,82.2,0.68046357615894
"2481",5,84.4,0.728476821192053
"2482",3,80.2,0.584437086092715
"2497",2,75.4,0.549668874172185
"2512",6,68.6,0.617549668874172
"2513",4,78.8,0.509933774834437
"2547",4,74.8,0.52317880794702
"2548",6,68.3,0.604304635761589
"2550",7,77,0.564569536423841
"2561",3,75.5,0.731788079470199
"2562",4,74,0.521523178807947
"2567",5,82.3,0.652317880794702
"2571",6,83.7,0.76158940397351
"2591",7,77.4,0.470198675496689
"2618",2,80.1,0.548013245033113
"2665",5,68.4,0.485099337748344
"2668",1,75.3,0.46523178807947
"2675",6,83.1,0.627483443708609
"2717",6,66.3,0.649006622516556
"2734",7,52.1,0.341059602649007
"2746",5,57.1,0.625827814569536
"2749",2,79.6,0.485099337748344
"2753",4,78.3,0.657284768211921
"2785",7,67.8,0.456953642384106
"2798",1,65.8,0.43046357615894
"2802",1,79.8,0.445364238410596
"2814",2,64.4,0.498344370860927
"2817",3,65.2,0.518211920529801
"2829",5,62.9,0.622516556291391
"2842",4,58.9,0.360927152317881
"2863",7,76.6,0.45364238410596
"2867",3,74.9,0.521523178807947
"2871",7,59.9,0.410596026490066
"2875",7,64.2,0.478476821192053
"2879",6,61,0.577814569536424
"2883",4,69,0.408940397350993
"2891",5,72.7,0.561258278145695
"2916",5,59.5,0.599337748344371
"2922",1,55.1,0.410596026490066
"2927",6,76.1,0.93046357615894
"2935",2,71.5,0.483443708609272
"2944",6,64.4,0.602649006622517
"2947",2,57.7,0.349337748344371
"2976",1,68.7,0.463576158940397
"2986",4,65.2,0.495033112582781
"2997",3,58.6,0.485099337748344
"3002",6,53.6,0.413907284768212
"3006",3,75.2,0.397350993377483
"3063",7,53.1,0.506622516556291
"3088",1,58.2,0.716887417218543
"3091",6,48.2,0.564569536423841
"3114",1,60.7,0.360927152317881
"3116",3,64,0.495033112582781
"3123",5,49.2,0.486754966887417
"3140",2,64.2,0.450331125827815
"3143",7,45.3,0.246688741721854
"3153",6,42.9,0.397350993377483
"3171",3,68.3,0.658940397350993
"3178",6,43.7,0.30794701986755
"3189",5,47.4,0.533112582781457
"3196",6,53.4,0.420529801324503
"3222",1,46.4,0.463576158940397
"3227",2,63.7,0.473509933774834
"3240",3,42,0.548013245033113
"3241",5,49.1,0.567880794701987
"3255",2,54.6,0.41887417218543
"3260",3,63.8,0.554635761589404
"3271",1,44.3,0.350993377483444
"3273",1,51.1,0.526490066225166
"3280",7,45.4,0.341059602649007
"3288",4,50.6,0.405629139072848
"3296",2,54.9,0.448675496688742
"3297",5,45.5,0.566225165562914
"3300",3,46.5,0.564569536423841
"3308",4,70.8,0.380794701986755
"3311",7,65,0.395695364238411
"3328",4,65.5,0.428807947019868
"3333",2,43.5,0.417218543046358
"3343",4,52.9,0.458609271523179
"3389",5,41.8,0.529801324503311
"3392",2,52.4,0.503311258278146
"3394",4,38.3,0.539735099337748
"3395",3,42.7,0.420529801324503
"3398",7,45.6,0.377483443708609
"3399",6,43.4,0.420529801324503
"3410",1,49.9,0.407284768211921
"3414",3,34.8,0.392384105960265
"3415",3,36.9,0.374172185430464
"3418",2,37.2,0.27317880794702
"3420",2,27.9,0.311258278145695
"3423",5,45.9,0.629139072847682
"3431",4,40.5,0.490066225165563
"3433",1,34,0.294701986754967
"3435",3,45.8,0.448675496688742
"3447",5,45.7,0.612582781456954
"3453",7,41.7,0.182119205298013
"3456",4,44.9,0.384105960264901
"3457",4,43.8,0.751655629139073
"3482",1,40.6,0.447019867549669
"3484",7,34.7,0.317880794701987
"3486",5,43.2,0.514900662251656
"3490",6,43.1,0.299668874172185
"3524",6,58.9,0.589403973509934
"3570",6,29,0.359271523178808
"3578",2,32.8,0.339403973509934
"3595",4,53.3,0.0645695364238411
"3617",1,39.2,0.288079470198675
"3648",5,39.2,0.274834437086093
"3672",7,63.4,0.435430463576159
"3734",5,31.4,0.387417218543046
"3742",4,38.1,0.422185430463576
"3757",7,28.9,0.236754966887417
"3769",1,39.5,0.344370860927152
"3776",5,44.7,0.460264900662252
"3779",6,24,0.183774834437086
"3803",1,33.7,0.145695364238411
"3805",5,39.5,0.552980132450331
"3815",6,46.5,0.725165562913907
"3830",3,38.5,0.397350993377483
"3834",3,34.5,0.485099337748344
"3835",7,47.1,0.279801324503311
"3848",6,41.4,0.259933774834437
"3856",7,39.2,0.231788079470199
"3866",1,32.7,0.197019867549669
"3889",2,35.7,0.380794701986755
"3898",2,30.5,0.339403973509934
"3900",4,30.7,0.104304635761589
"3922",6,30.1,0.306291390728477
"3926",4,39.5,0.311258278145695
"3931",3,37.9,0.423841059602649
"3932",6,45.1,0.392384105960265
"3937",7,59.1,0.365894039735099
"3943",1,35.1,0.384105960264901
"3945",7,24,0.142384105960265
"3957",1,58,0.516556291390728
"3997",4,43.9,0.342715231788079
"3999",3,33.1,0
"4001",2,57.3,0.490066225165563
"4011",5,30.7,0.26158940397351
"41",2,22.5,0.462890625
"90",3,14,0.37890625
"103",2,33,0.294921875
"106",3,18.2,0.28515625
"108",5,21.5,0.4296875
"114",4,26,0.3359375
"130",7,28.5,0.205078125
"152",2,5.6,0.173828125
"154",4,29.9,0.478515625
"156",4,35.7,0.478515625
"186",6,48.2,0.310546875
"212",1,17.7,0.275390625
"220",5,47.9,0.587890625
"233",6,29.9,0.359375
"241",6,21.8,0.376953125
"244",7,31.9,0.18359375
"250",3,43,0.4921875
"258",1,43.3,0.591796875
"260",5,23.7,0.51171875
"262",6,41,0.548828125
"270",1,12.6,0.119140625
"284",1,27.2,0.419921875
"286",3,26.4,0.443359375
"295",2,52.7,0.58984375
"298",4,19.8,0.29296875
"306",3,41.1,0.546875
"314",4,14.4,0.505859375
"325",5,28.3,0.6328125
"329",7,23.6,0.1640625
"339",7,27.6,0.197265625
"392",7,26.8,0.142578125
"402",3,29.6,0.43359375
"403",1,32.4,0.298828125
"407",4,34.2,0.291015625
"414",7,18.1,0.171875
"431",1,24.4,0.244140625
"438",3,31.7,0.5
"451",6,19.7,0.169921875
"468",6,29.7,0.384765625
"480",3,33.5,0.43359375
"495",6,26.9,0.181640625
"506",6,18.4,0.26171875
"519",2,22.6,0.361328125
"533",4,24.7,0.3203125
"547",5,29.6,0.4140625
"574",1,37.8,0.298828125
"578",5,30.9,0.642578125
"592",3,15.5,0.3203125
"593",5,6.8,0.55859375
"598",4,33.7,0.400390625
"603",4,37.8,0.28515625
"607",5,28.2,0.310546875
"626",2,34.7,0.138671875
"630",7,38.1,0.30859375
"631",2,28.4,0.353515625
"635",2,23.9,0.28515625
"648",1,38.5,0.3046875
"691",5,28.9,0.5078125
"692",4,33.2,0.443359375
"695",4,38.6,0.447265625
"702",5,33.3,0.5390625
"706",5,35.4,0.53515625
"718",3,37.7,0.333984375
"723",5,42.8,0.52734375
"725",4,29.2,0.466796875
"735",7,46.9,0.17578125
"741",7,24.7,0.22265625
"761",1,27.4,0.41015625
"779",6,32.7,0.349609375
"781",4,23,0.302734375
"782",2,36,0.333984375
"802",6,36.6,0.458984375
"804",6,27.8,0.31640625
"814",2,31.9,0.181640625
"840",7,31.9,0.330078125
"846",6,34,0.435546875
"847",1,43.6,0.4296875
"874",3,29,0.431640625
"876",3,31.2,0.234375
"892",6,44.9,0.517578125
"912",2,33.1,0.46484375
"924",5,28.9,0.787109375
"926",1,32.2,0.37109375
