day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
1,2011,12,19,2011-12-19,44.5,9999.9,9999.9,999.9,20.0,31.1,999.9,48.2,41.0,0.0,999.9,0,940
5,2011,04,08,2011-04-08,44.4,42.2,1014.8,2.9,9.4,15.0,20.0,46.4,42.8,0.83,999.9,0,1028
5,2011,04,08,2011-04-08,39.5,9999.9,9999.9,999.9,15.6,21.0,999.9,42.3,38.1,0.0,999.9,0,1028
2,2011,12,20,2011-12-20,38.4,29.2,1019.3,10.0,8.8,15.0,999.9,43.0,37.0,0.0,999.9,0,980
2,2011,12,20,2011-12-20,37.6,9999.9,9999.9,999.9,12.9,21.0,999.9,41.2,36.0,0.0,999.9,0,980
6,2011,04,09,2011-04-09,42.4,9999.9,9999.9,999.9,8.8,16.9,999.9,45.5,40.8,0.0,999.9,0,948
6,2011,04,09,2011-04-09,50.8,45.1,1014.7,4.8,4.7,11.1,999.9,64.9,45.0,0.02,999.9,0,948
3,2011,12,21,2011-12-21,39.4,9999.9,9999.9,999.9,7.9,18.1,999.9,41.9,37.6,0.0,999.9,0,937
3,2011,12,21,2011-12-21,39.6,37.8,1008.6,4.0,5.1,13.0,18.1,42.8,37.4,0.0,999.9,1,937
7,2011,04,10,2011-04-10,70.6,58.9,1004.3,9.2,12.1,21.0,35.0,84.0,52.0,0.0,999.9,0,1113
7,2011,04,10,2011-04-10,62.9,9999.9,9999.9,999.9,19.9,34.0,999.9,78.3,42.6,0.0,999.9,0,1113
4,2011,12,22,2011-12-22,38.0,9999.9,9999.9,999.9,12.0,25.1,999.9,39.7,36.0,0.0,999.9,0,880
4,2011,12,22,2011-12-22,37.3,33.7,1017.2,6.0,6.0,13.0,19.0,41.0,32.0,0.0,999.9,0,880
1,2011,04,11,2011-04-11,61.0,9999.9,9999.9,999.9,20.9,36.9,999.9,77.4,49.3,0.0,999.9,0,1007
1,2011,04,11,2011-04-11,62.4,48.2,1002.8,10.0,13.3,21.0,34.0,79.0,51.8,0.08,999.9,0,1007
5,2011,12,23,2011-12-23,32.0,9999.9,9999.9,999.9,16.0,27.0,999.9,36.9,26.6,0.0,999.9,0,923
5,2011,12,23,2011-12-23,30.6,21.7,1026.0,9.6,8.5,15.0,18.1,36.0,23.0,0.04,999.9,0,923
2,2011,04,12,2011-04-12,49.3,30.3,1016.8,10.0,11.1,17.1,25.1,57.9,41.0,0.0,999.9,0,969
2,2011,04,12,2011-04-12,41.8,9999.9,9999.9,999.9,15.0,22.9,999.9,48.9,39.2,0.0,999.9,0,969
6,2011,12,24,2011-12-24,30.9,9999.9,9999.9,999.9,13.7,22.0,999.9,38.1,26.8,0.0,999.9,0,734
6,2011,12,24,2011-12-24,30.2,22.3,1026.3,10.0,7.3,14.0,22.0,39.0,24.1,0.0,999.9,0,734
3,2011,04,13,2011-04-13,44.3,9999.9,9999.9,999.9,5.8,13.0,999.9,54.7,39.9,0.0,999.9,0,1034
3,2011,04,13,2011-04-13,50.7,28.7,1019.1,10.0,3.3,9.9,999.9,66.0,37.9,0.0,999.9,0,1034
7,2011,12,25,2011-12-25,37.9,26.0,1021.5,10.0,12.0,19.0,24.1,45.0,34.0,0.0,999.9,0,518
7,2011,12,25,2011-12-25,38.6,9999.9,9999.9,999.9,23.0,27.0,999.9,41.9,36.1,0.0,999.9,0,518
4,2011,04,14,2011-04-14,48.9,34.0,1020.5,10.0,11.6,20.0,26.0,61.0,43.0,0.0,999.9,0,1028
4,2011,04,14,2011-04-14,43.2,9999.9,9999.9,999.9,17.5,26.0,999.9,58.8,37.4,0.0,999.9,0,1028
1,2011,12,26,2011-12-26,34.5,25.4,1024.4,10.0,6.2,13.0,22.0,45.0,26.1,0.0,999.9,0,713
1,2011,12,26,2011-12-26,36.4,9999.9,9999.9,999.9,8.9,15.0,999.9,39.7,32.9,0.0,999.9,0,713
5,2011,04,15,2011-04-15,45.7,35.5,1015.3,9.7,17.5,24.1,31.1,54.0,39.9,0.0,999.9,0,1023
5,2011,04,15,2011-04-15,41.4,9999.9,9999.9,999.9,22.1,29.9,999.9,46.0,38.3,0.0,999.9,0,1023
2,2011,12,27,2011-12-27,37.1,9999.9,9999.9,999.9,17.2,28.9,999.9,39.0,35.6,0.0,999.9,0,786
2,2011,12,27,2011-12-27,36.9,31.6,1008.5,8.3,9.5,20.0,27.0,39.9,35.1,0.21,999.9,0,786
6,2011,04,16,2011-04-16,46.5,42.0,997.6,8.0,12.7,22.0,32.1,51.8,36.0,0.2,999.9,0,924
6,2011,04,16,2011-04-16,44.5,9999.9,9999.9,999.9,19.4,28.9,999.9,49.5,35.6,0.0,999.9,0,924
3,2011,12,28,2011-12-28,27.6,9999.9,9999.9,999.9,12.9,23.9,999.9,36.5,22.6,0.0,999.9,0,852
3,2011,12,28,2011-12-28,27.2,15.9,1016.9,10.0,7.2,15.0,21.0,37.0,21.0,0.18,999.9,0,852
7,2011,04,17,2011-04-17,42.0,29.0,1008.7,10.0,14.4,20.0,27.0,52.0,34.0,0.1,999.9,0,913
7,2011,04,17,2011-04-17,41.2,9999.9,9999.9,999.9,22.5,31.9,999.9,50.7,36.3,0.0,999.9,0,913
4,2011,12,29,2011-12-29,36.4,9999.9,9999.9,999.9,18.5,25.1,999.9,45.7,29.7,0.0,999.9,0,864
4,2011,12,29,2011-12-29,37.1,29.2,1006.3,9.9,9.2,15.9,26.0,48.0,28.9,0.0,999.9,0,864
1,2011,04,18,2011-04-18,38.1,9999.9,9999.9,999.9,16.3,22.9,999.9,50.4,32.5,0.0,999.9,0,905
1,2011,04,18,2011-04-18,40.3,33.3,1013.1,8.1,12.2,20.0,25.1,48.9,33.1,0.42,999.9,0,905
5,2011,12,30,2011-12-30,40.5,9999.9,9999.9,999.9,10.2,19.0,999.9,44.4,38.1,0.0,999.9,0,898
5,2011,12,30,2011-12-30,40.7,36.6,1003.7,6.2,4.3,14.0,999.9,46.0,35.1,0.02,999.9,1,898
2,2011,04,19,2011-04-19,38.1,34.2,1012.7,6.9,14.4,21.0,27.0,39.9,35.6,0.01,999.9,0,777
2,2011,04,19,2011-04-19,36.7,9999.9,9999.9,999.9,21.4,28.9,999.9,38.3,34.9,0.0,999.9,0,777
6,2011,12,31,2011-12-31,36.0,32.8,1011.8,6.9,8.8,15.0,22.0,43.0,28.9,0.38,999.9,0,793
6,2011,12,31,2011-12-31,36.0,9999.9,9999.9,999.9,14.9,22.0,999.9,39.9,32.4,0.0,999.9,0,793
3,2011,04,20,2011-04-20,39.3,34.1,1013.8,7.8,12.7,19.0,28.0,44.1,36.0,0.8,999.9,0,880
3,2011,04,20,2011-04-20,38.1,9999.9,9999.9,999.9,20.8,29.9,999.9,42.3,35.8,0.0,999.9,0,880
4,2011,04,21,2011-04-21,41.7,31.7,1026.9,10.0,6.3,15.0,999.9,48.9,33.1,0.0,999.9,0,892
4,2011,04,21,2011-04-21,40.2,9999.9,9999.9,999.9,11.8,19.0,999.9,43.3,38.3,0.0,999.9,0,892
5,2011,04,22,2011-04-22,43.8,39.6,1017.7,6.0,10.0,19.0,28.9,46.9,41.0,0.23,999.9,0,894
5,2011,04,22,2011-04-22,40.7,9999.9,9999.9,999.9,15.5,31.9,999.9,45.1,39.0,0.0,999.9,0,894
6,2011,04,23,2011-04-23,51.8,9999.9,9999.9,999.9,17.9,33.0,999.9,62.2,41.9,0.0,999.9,0,986
6,2011,04,23,2011-04-23,54.8,46.8,1008.2,7.3,11.7,21.0,28.9,64.9,45.0,0.49,999.9,0,986
7,2011,04,24,2011-04-24,46.7,9999.9,9999.9,999.9,8.9,13.0,999.9,57.4,40.3,0.0,999.9,0,848
7,2011,04,24,2011-04-24,53.2,42.2,1015.9,10.0,5.3,8.9,999.9,57.9,48.0,0.0,999.9,0,848
1,2011,04,25,2011-04-25,42.2,9999.9,9999.9,999.9,8.6,16.9,999.9,43.3,41.2,0.0,999.9,0,931
1,2011,04,25,2011-04-25,48.4,40.1,1014.2,8.4,7.5,11.1,999.9,55.0,45.0,0.0,999.9,0,931
2,2011,04,26,2011-04-26,56.2,52.2,998.4,5.6,13.0,22.0,31.1,68.0,48.0,0.76,999.9,0,947
2,2011,04,26,2011-04-26,51.7,9999.9,9999.9,999.9,21.3,35.9,999.9,64.0,42.1,0.0,999.9,0,947
3,2011,04,27,2011-04-27,51.4,9999.9,9999.9,999.9,9.5,26.0,999.9,61.0,46.2,0.0,999.9,0,988
3,2011,04,27,2011-04-27,53.4,47.5,999.9,8.5,5.8,15.0,22.9,60.1,50.0,0.24,999.9,0,988
4,2011,04,28,2011-04-28,44.7,36.1,1002.4,9.8,13.0,22.0,29.9,53.1,41.0,0.25,999.9,0,963
4,2011,04,28,2011-04-28,43.3,9999.9,9999.9,999.9,17.1,25.1,999.9,46.0,42.1,0.0,999.9,0,963
5,2011,04,29,2011-04-29,48.5,33.3,1014.9,10.0,6.7,13.0,999.9,61.0,37.0,0.04,999.9,0,979
5,2011,04,29,2011-04-29,44.3,9999.9,9999.9,999.9,12.0,22.0,999.9,50.5,40.3,0.0,999.9,0,979
6,2011,04,30,2011-04-30,50.1,9999.9,9999.9,999.9,18.4,25.1,999.9,62.4,45.3,0.0,999.9,0,977
6,2011,04,30,2011-04-30,58.4,38.0,1012.8,10.0,13.3,25.1,31.1,73.0,48.9,0.0,999.9,0,977
7,2011,05,01,2011-05-01,60.1,9999.9,9999.9,999.9,19.0,28.0,999.9,65.8,53.8,0.0,999.9,0,1150
7,2011,05,01,2011-05-01,60.9,42.1,1011.2,10.0,12.3,21.0,28.9,71.1,54.0,0.0,999.9,0,1150
1,2011,05,02,2011-05-02,53.3,30.8,1020.3,10.0,7.0,13.0,20.0,60.1,46.0,0.0,999.9,0,966
1,2011,05,02,2011-05-02,48.4,9999.9,9999.9,999.9,8.9,15.9,999.9,55.4,42.3,0.0,999.9,0,966
2,2011,05,03,2011-05-03,44.9,30.1,1023.2,10.0,8.9,12.0,14.0,51.1,42.1,0.0,999.9,0,993
2,2011,05,03,2011-05-03,41.0,9999.9,9999.9,999.9,14.6,22.0,999.9,42.1,39.6,0.0,999.9,0,993
3,2011,05,04,2011-05-04,46.3,29.4,1028.1,10.0,6.8,15.0,21.0,57.0,37.0,0.0,999.9,0,1025
3,2011,05,04,2011-05-04,42.0,9999.9,9999.9,999.9,11.5,16.9,999.9,45.9,39.2,0.0,999.9,0,1025
4,2011,05,05,2011-05-05,50.9,33.8,1023.9,10.0,8.3,15.9,22.9,62.1,41.0,0.0,999.9,0,1078
4,2011,05,05,2011-05-05,49.6,9999.9,9999.9,999.9,14.8,28.0,999.9,58.5,44.6,0.0,999.9,0,1078
5,2011,05,06,2011-05-06,56.2,9999.9,9999.9,999.9,14.0,20.0,999.9,64.6,48.9,0.0,999.9,0,1063
5,2011,05,06,2011-05-06,56.9,42.2,1011.7,9.5,8.7,17.1,29.9,69.1,45.0,0.1,999.9,0,1063
6,2011,05,07,2011-05-07,54.9,9999.9,9999.9,999.9,10.5,16.9,999.9,63.5,44.4,0.0,999.9,0,973
6,2011,05,07,2011-05-07,58.0,44.2,1009.9,9.8,6.4,15.0,999.9,66.0,52.0,0.0,999.9,0,973
7,2011,05,08,2011-05-08,54.3,44.2,1014.3,10.0,7.1,11.1,999.9,68.0,44.1,0.0,999.9,0,942
7,2011,05,08,2011-05-08,45.0,9999.9,9999.9,999.9,10.1,14.0,999.9,47.3,43.2,0.0,999.9,0,942
1,2011,05,09,2011-05-09,50.9,9999.9,9999.9,999.9,11.7,22.9,999.9,57.7,45.9,0.0,999.9,0,1057
1,2011,05,09,2011-05-09,61.7,43.6,1013.9,10.0,11.8,19.0,27.0,73.9,51.1,0.0,999.9,0,1057
6,2012,01,21,2012-01-21,22.2,17.2,1022.5,7.3,7.4,15.0,999.9,26.1,19.0,0.34,7.1,1,717
6,2012,01,21,2012-01-21,23.8,9999.9,9999.9,999.9,13.1,19.0,999.9,26.1,20.3,0.0,999.9,0,717
3,2012,10,03,2012-10-03,64.0,55.8,1012.7,8.1,6.2,11.1,17.1,68.0,60.8,0.0,999.9,0,920
3,2012,10,03,2012-10-03,61.3,9999.9,9999.9,999.9,11.1,15.9,999.9,63.1,59.2,0.0,999.9,0,920
7,2012,01,22,2012-01-22,24.7,9999.9,9999.9,999.9,21.5,28.0,999.9,32.9,17.8,0.0,999.9,0,682
7,2012,01,22,2012-01-22,23.9,19.7,1017.3,5.6,9.8,15.0,21.0,35.1,15.8,0.0,5.1,0,682
4,2012,10,04,2012-10-04,65.5,53.5,1016.4,9.3,10.5,22.0,29.9,81.0,55.0,0.03,999.9,0,880
4,2012,10,04,2012-10-04,64.9,9999.9,9999.9,999.9,16.4,28.9,999.9,75.4,60.4,0.0,999.9,0,880
1,2012,01,23,2012-01-23,39.1,37.0,1001.2,6.1,13.6,25.1,34.0,46.4,30.2,0.69,3.1,1,834
1,2012,01,23,2012-01-23,38.0,9999.9,9999.9,999.9,20.1,30.9,999.9,45.9,30.4,0.0,999.9,0,834
5,2012,10,05,2012-10-05,49.5,9999.9,9999.9,999.9,14.9,22.0,999.9,57.4,45.0,0.0,999.9,0,915
5,2012,10,05,2012-10-05,49.2,35.3,1019.8,10.0,8.8,12.0,15.9,55.0,45.0,0.1,999.9,0,915
2,2012,01,24,2012-01-24,31.0,22.1,1020.0,10.0,11.9,20.0,32.1,37.0,27.0,0.25,999.9,0,898
2,2012,01,24,2012-01-24,30.1,9999.9,9999.9,999.9,18.5,28.9,999.9,34.7,26.6,0.0,999.9,0,898
6,2012,10,06,2012-10-06,43.8,9999.9,9999.9,999.9,15.9,22.9,999.9,49.1,38.3,0.0,999.9,0,807
6,2012,10,06,2012-10-06,43.7,25.0,1020.2,10.0,8.8,14.0,17.1,50.0,35.1,0.0,999.9,0,807
3,2012,01,25,2012-01-25,29.4,23.7,1027.1,7.0,3.0,8.9,999.9,34.0,24.1,0.0,999.9,0,962
3,2012,01,25,2012-01-25,30.7,9999.9,9999.9,999.9,5.5,12.0,999.9,33.8,28.8,0.0,999.9,0,962
7,2012,10,07,2012-10-07,45.3,24.6,1021.8,10.0,6.3,12.0,14.0,51.1,39.0,0.0,999.9,0,770
7,2012,10,07,2012-10-07,44.6,9999.9,9999.9,999.9,12.3,15.9,999.9,47.8,42.1,0.0,999.9,0,770
4,2012,01,26,2012-01-26,32.2,9999.9,9999.9,999.9,7.1,14.0,999.9,33.4,31.6,0.0,999.9,0,925
4,2012,01,26,2012-01-26,34.1,30.2,1013.7,3.9,3.7,8.9,999.9,37.4,32.0,0.0,999.9,0,925
1,2012,10,08,2012-10-08,46.4,25.3,1020.5,10.0,8.3,15.9,27.0,60.1,36.0,0.0,999.9,0,901
1,2012,10,08,2012-10-08,48.5,9999.9,9999.9,999.9,17.5,25.1,999.9,56.8,43.7,0.0,999.9,0,901
5,2012,01,27,2012-01-27,36.9,26.7,1011.0,6.7,7.5,14.0,999.9,43.0,33.1,0.0,999.9,0,933
5,2012,01,27,2012-01-27,35.6,9999.9,9999.9,999.9,10.4,20.0,999.9,41.5,33.4,0.0,999.9,0,933
2,2012,10,09,2012-10-09,54.9,34.1,1014.1,10.0,12.1,19.0,28.9,66.9,45.0,0.0,999.9,0,892
2,2012,10,09,2012-10-09,54.4,9999.9,9999.9,999.9,24.6,31.9,999.9,63.3,47.7,0.0,999.9,0,892
6,2012,01,28,2012-01-28,32.0,23.2,1016.4,7.8,12.6,21.0,29.9,37.9,26.1,0.05,1.2,0,808
6,2012,01,28,2012-01-28,32.4,9999.9,9999.9,999.9,21.5,30.9,999.9,40.3,26.8,0.0,999.9,0,808
3,2012,10,10,2012-10-10,46.5,32.6,1017.3,9.5,11.5,20.0,28.0,63.0,37.9,0.18,999.9,0,962
3,2012,10,10,2012-10-10,45.9,9999.9,9999.9,999.9,18.6,25.1,999.9,62.4,39.6,0.0,999.9,0,962
7,2012,01,29,2012-01-29,29.5,19.6,1019.2,9.7,11.7,19.0,26.0,30.9,26.1,0.03,999.9,0,813
7,2012,01,29,2012-01-29,30.2,9999.9,9999.9,999.9,19.1,25.1,999.9,32.4,26.4,0.0,999.9,0,813
4,2012,10,11,2012-10-11,51.7,9999.9,9999.9,999.9,18.1,27.0,999.9,63.7,45.1,0.0,999.9,0,866
4,2012,10,11,2012-10-11,50.6,30.5,1020.6,10.0,9.9,19.0,26.0,66.9,39.0,0.0,999.9,0,866
1,2012,01,30,2012-01-30,33.1,21.8,1018.8,10.0,9.4,17.1,25.1,53.1,21.0,0.0,999.9,0,868
1,2012,01,30,2012-01-30,34.2,9999.9,9999.9,999.9,19.2,30.9,999.9,50.9,24.1,0.0,999.9,0,868
5,2012,10,12,2012-10-12,48.8,9999.9,9999.9,999.9,15.9,25.1,999.9,63.3,46.4,0.0,999.9,0,964
5,2012,10,12,2012-10-12,49.1,33.0,1027.8,10.0,9.3,15.9,19.0,62.1,41.0,0.0,999.9,0,964
2,2012,01,31,2012-01-31,49.2,38.8,1011.0,10.0,10.0,15.0,24.1,57.9,43.0,0.0,999.9,0,964
2,2012,01,31,2012-01-31,49.5,9999.9,9999.9,999.9,26.7,31.9,999.9,55.6,46.2,0.0,999.9,0,964
6,2012,10,13,2012-10-13,53.4,41.1,1019.3,8.8,8.7,14.0,21.0,64.9,46.9,0.02,999.9,0,875
6,2012,10,13,2012-10-13,52.9,9999.9,9999.9,999.9,19.7,27.0,999.9,62.6,48.0,0.0,999.9,0,875
3,2012,02,01,2012-02-01,42.6,35.9,1016.4,9.3,5.3,9.9,17.1,55.9,36.0,0.0,999.9,0,1042
3,2012,02,01,2012-02-01,42.0,9999.9,9999.9,999.9,10.9,22.9,999.9,55.9,35.4,0.0,999.9,0,1042
7,2012,10,14,2012-10-14,64.2,9999.9,9999.9,999.9,21.8,31.9,999.9,68.4,57.4,0.0,999.9,0,860
7,2012,10,14,2012-10-14,65.0,59.6,1005.1,7.1,12.9,21.0,35.0,72.0,51.1,0.81,999.9,0,860
4,2012,02,02,2012-02-02,36.8,9999.9,9999.9,999.9,4.2,8.0,999.9,41.0,35.2,0.0,999.9,0,881
4,2012,02,02,2012-02-02,37.6,33.2,1024.1,5.9,3.0,8.0,999.9,44.1,34.0,0.0,999.9,0,881
1,2012,10,15,2012-10-15,51.1,40.3,1011.1,10.0,9.3,18.1,25.1,60.1,46.0,0.19,999.9,0,939
1,2012,10,15,2012-10-15,48.9,9999.9,9999.9,999.9,15.5,26.0,999.9,51.1,46.4,0.0,999.9,0,939
5,2012,02,03,2012-02-03,36.4,31.9,1031.0,5.1,4.9,11.1,999.9,39.9,33.1,0.0,999.9,0,897
5,2012,02,03,2012-02-03,34.4,9999.9,9999.9,999.9,6.2,11.1,999.9,36.1,33.1,0.0,999.9,0,897
2,2012,10,16,2012-10-16,52.9,9999.9,9999.9,999.9,15.3,29.9,999.9,63.9,47.1,0.0,999.9,0,874
2,2012,10,16,2012-10-16,54.6,40.6,1010.7,10.0,8.7,17.1,27.0,70.0,44.1,0.0,999.9,0,874
6,2012,02,04,2012-02-04,36.8,31.5,1026.6,6.8,9.6,14.0,999.9,39.2,33.8,0.03,999.9,0,848
6,2012,02,04,2012-02-04,35.4,9999.9,9999.9,999.9,11.6,15.0,999.9,36.0,35.1,0.0,999.9,0,848
3,2012,10,17,2012-10-17,62.8,9999.9,9999.9,999.9,24.5,30.9,999.9,67.1,58.8,0.0,999.9,0,956
3,2012,10,17,2012-10-17,63.8,50.4,999.5,9.3,13.0,17.1,27.0,69.1,57.9,0.0,999.9,0,956
7,2012,02,05,2012-02-05,35.4,9999.9,9999.9,999.9,8.7,14.0,999.9,36.5,33.8,0.0,999.9,0,744
7,2012,02,05,2012-02-05,35.1,28.9,1024.8,9.8,5.0,12.0,999.9,43.0,27.0,0.0,999.9,0,744
4,2012,10,18,2012-10-18,52.3,9999.9,9999.9,999.9,21.3,41.0,999.9,59.0,45.7,0.0,999.9,0,898
4,2012,10,18,2012-10-18,52.9,43.4,995.3,8.9,13.7,26.0,39.0,61.0,46.0,0.43,999.9,0,898
1,2012,02,06,2012-02-06,31.4,27.4,1023.6,6.2,8.7,15.0,19.0,35.1,28.4,0.0,999.9,0,765
1,2012,02,06,2012-02-06,32.2,9999.9,9999.9,999.9,11.1,15.9,999.9,35.1,29.3,0.0,999.9,0,765
5,2012,10,19,2012-10-19,47.4,41.5,999.1,9.1,6.8,14.0,22.9,53.1,45.0,0.17,999.9,0,943
5,2012,10,19,2012-10-19,46.8,9999.9,9999.9,999.9,14.9,27.0,999.9,49.3,45.5,0.0,999.9,0,943
2,2012,02,07,2012-02-07,31.5,25.8,1025.6,7.3,9.1,21.0,25.1,36.0,28.9,0.0,999.9,0,858
2,2012,02,07,2012-02-07,31.0,9999.9,9999.9,999.9,13.9,22.9,999.9,36.1,29.1,0.0,999.9,0,858
6,2012,10,20,2012-10-20,48.5,9999.9,9999.9,999.9,12.2,15.9,999.9,55.8,43.0,0.0,999.9,0,962
6,2012,10,20,2012-10-20,48.2,40.0,1007.5,10.0,6.5,9.9,15.0,57.9,41.0,0.11,999.9,0,962
3,2012,02,08,2012-02-08,31.3,19.6,1029.0,9.8,9.1,12.0,999.9,36.0,28.0,0.0,999.9,0,811
3,2012,02,08,2012-02-08,30.4,9999.9,9999.9,999.9,14.0,22.0,999.9,32.5,27.0,0.0,999.9,0,811
7,2012,10,21,2012-10-21,52.9,9999.9,9999.9,999.9,10.5,13.0,999.9,60.6,47.7,0.0,999.9,0,927
7,2012,10,21,2012-10-21,53.1,41.8,1015.4,9.9,4.7,8.9,999.9,70.0,42.1,0.0,999.9,0,927
4,2012,02,09,2012-02-09,28.5,9999.9,9999.9,999.9,13.8,19.0,999.9,33.3,23.0,0.0,999.9,0,829
4,2012,02,09,2012-02-09,27.5,17.6,1025.9,9.6,8.1,12.0,19.0,35.1,19.9,0.0,999.9,0,829
1,2012,10,22,2012-10-22,59.0,9999.9,9999.9,999.9,12.0,16.9,999.9,61.9,56.8,0.0,999.9,0,839
1,2012,10,22,2012-10-22,60.7,52.5,1014.2,9.6,5.7,11.1,18.1,66.9,55.9,0.0,999.9,0,839
5,2012,02,10,2012-02-10,31.4,23.8,1017.6,7.4,9.7,22.0,28.9,35.1,19.0,0.0,1.2,0,775
5,2012,02,10,2012-02-10,31.9,9999.9,9999.9,999.9,16.7,33.0,999.9,34.3,24.3,0.0,999.9,0,775
2,2012,10,23,2012-10-23,60.0,9999.9,9999.9,999.9,8.6,21.0,999.9,65.7,54.9,0.0,999.9,0,893
2,2012,10,23,2012-10-23,64.2,60.2,1012.1,5.6,5.0,12.0,22.0,69.8,59.0,0.28,999.9,0,893
6,2012,02,11,2012-02-11,14.7,1.4,1027.6,9.5,15.0,21.0,28.9,19.9,10.0,0.02,1.2,0,712
6,2012,02,11,2012-02-11,15.3,9999.9,9999.9,999.9,25.2,36.9,999.9,21.0,10.9,0.0,999.9,0,712
3,2012,10,24,2012-10-24,68.3,59.6,1012.4,10.0,8.0,14.0,22.9,79.0,61.0,0.03,999.9,0,1019
3,2012,10,24,2012-10-24,64.7,9999.9,9999.9,999.9,13.7,20.0,999.9,72.1,59.2,0.0,999.9,0,1019
7,2012,02,12,2012-02-12,22.4,3.8,1028.3,10.0,10.1,14.0,18.1,36.0,15.1,0.0,1.2,0,718
7,2012,02,12,2012-02-12,21.7,9999.9,9999.9,999.9,17.3,21.0,999.9,34.0,17.4,0.0,999.9,0,718
4,2012,10,25,2012-10-25,70.6,9999.9,9999.9,999.9,25.8,29.9,999.9,73.4,67.8,0.0,999.9,0,851
4,2012,10,25,2012-10-25,70.8,59.5,1008.3,10.0,13.6,20.0,33.0,77.0,57.0,0.0,999.9,0,851
1,2012,02,13,2012-02-13,27.2,9.9,1021.8,10.0,7.0,13.0,19.0,37.0,19.0,0.0,999.9,0,730
1,2012,02,13,2012-02-13,28.7,9999.9,9999.9,999.9,13.6,22.9,999.9,34.7,23.4,0.0,999.9,0,730
5,2012,10,26,2012-10-26,45.5,32.4,1023.3,9.5,10.9,19.0,25.1,57.2,37.9,0.45,999.9,0,963
2,2012,02,14,2012-02-14,30.6,9999.9,9999.9,999.9,13.6,22.0,999.9,35.4,28.2,0.0,999.9,0,775
2,2012,02,14,2012-02-14,30.9,26.3,1012.4,6.8,7.5,15.9,17.1,36.0,28.4,0.01,1.2,0,775
6,2012,10,27,2012-10-27,42.9,28.3,1026.1,10.0,8.9,13.0,19.0,48.0,36.0,0.0,999.9,0,861
3,2012,02,15,2012-02-15,36.8,30.8,1017.9,9.3,8.2,13.0,22.9,42.8,32.0,0.0,999.9,0,928
3,2012,02,15,2012-02-15,35.3,9999.9,9999.9,999.9,14.1,19.0,999.9,39.2,32.5,0.0,999.9,0,928
7,2012,10,28,2012-10-28,45.4,29.8,1025.0,10.0,12.8,18.1,27.0,50.0,39.9,0.0,999.9,0,827
4,2012,02,16,2012-02-16,40.2,33.6,1017.1,5.9,7.5,15.0,21.0,46.0,35.6,0.21,999.9,0,870
4,2012,02,16,2012-02-16,39.0,9999.9,9999.9,999.9,11.8,16.9,999.9,43.7,35.8,0.0,999.9,0,870
1,2012,10,29,2012-10-29,45.6,9999.9,9999.9,999.9,25.2,30.9,999.9,46.8,43.5,0.0,999.9,0,833
1,2012,10,29,2012-10-29,44.3,31.5,1024.2,10.0,12.8,18.1,28.9,51.1,37.9,0.0,999.9,0,833
5,2012,02,17,2012-02-17,37.4,24.9,1020.3,10.0,7.3,15.0,22.9,48.9,27.0,0.08,999.9,0,986
5,2012,02,17,2012-02-17,38.0,9999.9,9999.9,999.9,12.5,19.0,999.9,47.8,31.6,0.0,999.9,0,986
2,2012,10,30,2012-10-30,42.9,9999.9,9999.9,999.9,35.0,42.0,999.9,45.9,40.5,0.0,999.9,0,873
2,2012,10,30,2012-10-30,43.5,26.0,1013.0,10.0,17.8,22.9,36.9,46.9,39.9,0.0,999.9,0,873
6,2012,02,18,2012-02-18,35.9,23.6,1020.4,10.0,7.8,13.0,18.1,48.0,28.9,0.0,999.9,0,763
6,2012,02,18,2012-02-18,35.7,9999.9,9999.9,999.9,15.2,21.0,999.9,47.7,30.4,0.0,999.9,0,763
3,2012,10,31,2012-10-31,39.6,9999.9,9999.9,999.9,22.1,33.0,999.9,44.1,35.1,0.0,999.9,0,952
3,2012,10,31,2012-10-31,42.0,25.8,1009.9,10.0,11.8,15.9,25.1,48.9,35.1,0.0,999.9,0,952
7,2012,02,19,2012-02-19,30.5,9999.9,9999.9,999.9,10.4,12.0,999.9,31.8,29.3,0.0,999.9,0,785
7,2012,02,19,2012-02-19,31.7,19.9,1023.5,10.0,7.5,11.1,999.9,37.0,28.0,0.0,999.9,0,785
4,2012,11,01,2012-11-01,43.8,21.8,1011.5,10.0,6.9,11.1,15.9,53.1,35.1,0.0,999.9,0,1075
4,2012,11,01,2012-11-01,43.1,9999.9,9999.9,999.9,12.2,19.0,999.9,50.2,38.3,0.0,999.9,0,1075
1,2012,02,20,2012-02-20,32.5,20.6,1024.5,10.0,5.3,13.0,999.9,43.0,25.0,0.0,999.9,0,716
1,2012,02,20,2012-02-20,32.2,9999.9,9999.9,999.9,9.8,15.9,999.9,37.4,29.5,0.0,999.9,0,716
5,2012,11,02,2012-11-02,43.2,29.2,1016.5,10.0,8.3,12.0,15.0,50.0,35.1,0.0,999.9,0,932
5,2012,11,02,2012-11-02,41.7,9999.9,9999.9,999.9,15.6,22.9,999.9,47.5,36.5,0.0,999.9,0,932
2,2012,02,21,2012-02-21,37.8,31.0,1009.8,8.0,11.7,19.0,28.0,41.0,33.1,0.06,999.9,0,850
2,2012,02,21,2012-02-21,36.7,9999.9,9999.9,999.9,17.6,22.0,999.9,40.3,32.2,0.0,999.9,0,850
