day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
1,2016,03,14,2016-03-14,42.8,42.8,9999.9,999.9,6.2,13.0,999.9,46.0,39.7,0.0,999.9,0,684
5,2016,11,25,2016-11-25,39.0,31.7,1026.1,8.7,6.9,12.0,20.0,42.1,36.0,0.0,999.9,0,689
5,2016,11,25,2016-11-25,39.3,33.4,9999.9,999.9,11.2,17.1,999.9,42.4,37.4,0.0,999.9,0,689
2,2016,03,15,2016-03-15,52.1,45.1,1006.5,6.6,7.4,14.0,24.1,64.0,46.9,0.11,999.9,0,713
2,2016,03,15,2016-03-15,42.1,41.6,9999.9,999.9,10.4,22.0,999.9,49.5,39.4,0.0,999.9,0,713
6,2016,11,26,2016-11-26,40.0,31.8,1027.0,9.9,6.3,9.9,999.9,48.0,33.1,0.0,999.9,0,719
6,2016,11,26,2016-11-26,40.8,34.0,9999.9,999.9,12.5,17.1,999.9,46.2,37.0,0.0,999.9,0,719
3,2016,03,16,2016-03-16,51.5,41.0,9999.9,999.9,24.0,40.0,999.9,56.5,44.8,0.0,999.9,0,745
3,2016,03,16,2016-03-16,54.7,40.6,1000.6,9.3,19.8,32.1,45.1,61.0,48.9,0.22,999.9,0,745
7,2016,11,27,2016-11-27,39.4,34.4,1018.8,6.6,8.1,11.1,15.0,44.1,35.1,0.0,999.9,0,693
7,2016,11,27,2016-11-27,41.0,37.5,9999.9,999.9,17.9,22.9,999.9,45.3,37.2,0.0,999.9,0,693
4,2016,03,17,2016-03-17,50.1,28.2,9999.9,999.9,23.0,28.9,999.9,55.0,46.0,0.0,999.9,0,738
4,2016,03,17,2016-03-17,50.0,27.3,1010.3,10.0,14.1,20.0,31.1,57.9,43.0,0.13,999.9,0,738
1,2016,11,28,2016-11-28,46.3,40.2,1002.5,7.7,13.3,19.0,27.0,52.0,42.1,0.36,999.9,0,693
1,2016,11,28,2016-11-28,46.2,41.8,9999.9,999.9,26.7,31.1,999.9,50.2,42.1,0.0,999.9,0,693
5,2016,03,18,2016-03-18,42.9,26.6,1016.9,10.0,9.1,15.9,22.9,53.1,35.1,0.0,999.9,0,791
5,2016,03,18,2016-03-18,42.6,29.1,9999.9,999.9,13.8,21.0,999.9,53.8,36.9,0.0,999.9,0,791
2,2016,11,29,2016-11-29,51.5,43.5,996.8,9.5,11.6,18.1,27.0,57.9,45.0,0.65,999.9,0,698
2,2016,11,29,2016-11-29,50.2,45.7,9999.9,999.9,22.2,27.0,999.9,53.4,47.5,0.0,999.9,0,698
6,2016,03,19,2016-03-19,37.4,32.9,9999.9,999.9,8.7,17.1,999.9,39.2,36.3,0.0,999.9,0,699
6,2016,03,19,2016-03-19,39.5,29.6,1021.5,10.0,7.3,12.0,999.9,46.9,36.0,0.0,999.9,0,699
3,2016,11,30,2016-11-30,42.1,34.0,1002.8,9.8,8.6,17.1,21.0,55.0,36.0,0.0,999.9,0,697
7,2016,03,20,2016-03-20,36.4,29.8,9999.9,999.9,13.6,19.0,999.9,37.9,34.2,0.0,999.9,0,685
7,2016,03,20,2016-03-20,38.8,25.5,1022.6,10.0,9.4,15.0,22.0,45.0,33.1,0.0,999.9,0,685
4,2016,12,01,2016-12-01,40.5,34.0,9999.9,999.9,19.3,22.9,999.9,41.4,39.0,0.0,999.9,0,822
4,2016,12,01,2016-12-01,38.9,30.4,1008.8,9.8,12.4,15.9,22.9,42.1,37.0,0.0,999.9,0,822
1,2016,03,21,2016-03-21,36.6,26.9,9999.9,999.9,9.6,21.0,999.9,39.4,34.9,0.0,999.9,0,699
1,2016,03,21,2016-03-21,40.1,22.9,1021.3,10.0,4.8,8.0,999.9,50.0,32.0,0.0,999.9,0,699
5,2016,12,02,2016-12-02,39.3,31.2,9999.9,999.9,13.3,17.1,999.9,40.8,38.3,0.0,999.9,0,835
5,2016,12,02,2016-12-02,38.6,30.1,1020.5,9.9,7.7,13.0,17.1,41.0,36.0,0.02,999.9,0,835
2,2016,03,22,2016-03-22,48.6,33.6,9999.9,999.9,18.7,31.1,999.9,62.6,38.1,0.0,999.9,0,722
2,2016,03,22,2016-03-22,52.1,30.6,1010.0,10.0,11.9,18.1,24.1,66.9,45.0,0.0,999.9,0,722
6,2016,12,03,2016-12-03,34.5,22.1,1028.1,10.0,6.3,8.9,999.9,37.9,32.0,0.0,999.9,0,758
6,2016,12,03,2016-12-03,35.4,24.0,9999.9,999.9,9.2,13.0,999.9,38.8,33.3,0.0,999.9,0,758
3,2016,03,23,2016-03-23,39.3,37.6,9999.9,999.9,16.5,21.0,999.9,40.1,38.7,0.0,999.9,0,686
3,2016,03,23,2016-03-23,45.7,35.9,1009.3,7.6,11.0,15.0,20.0,63.0,39.9,0.0,999.9,0,686
7,2016,12,04,2016-12-04,35.1,28.0,9999.9,999.9,6.4,15.0,999.9,37.2,34.2,0.0,999.9,0,595
7,2016,12,04,2016-12-04,33.0,26.0,1023.2,7.0,3.6,7.0,999.9,35.1,30.9,0.0,5.1,1,595
4,2016,03,24,2016-03-24,38.6,38.3,9999.9,999.9,17.3,34.0,999.9,40.5,35.1,0.0,999.9,0,677
4,2016,03,24,2016-03-24,38.7,36.8,1004.1,3.5,9.4,20.0,28.0,43.0,34.0,0.17,999.9,1,677
1,2016,12,05,2016-12-05,34.6,32.3,9999.9,999.9,13.6,25.1,999.9,35.6,33.6,0.0,999.9,0,678
1,2016,12,05,2016-12-05,33.4,29.7,1016.7,6.1,8.1,15.0,22.0,34.0,30.0,0.45,2.0,0,678
5,2016,03,25,2016-03-25,34.1,28.2,9999.9,999.9,14.0,29.9,999.9,36.9,32.2,0.0,999.9,0,717
5,2016,03,25,2016-03-25,35.8,25.6,1016.0,10.0,8.5,17.1,29.9,45.0,30.9,1.0,999.9,0,717
2,2016,12,06,2016-12-06,38.4,34.0,9999.9,999.9,12.0,19.0,999.9,41.4,35.1,0.0,999.9,0,688
2,2016,12,06,2016-12-06,34.2,29.7,1012.3,4.5,5.9,15.9,22.9,39.9,28.9,0.0,1.2,0,688
6,2016,03,26,2016-03-26,38.9,35.2,9999.9,999.9,11.3,15.9,999.9,41.9,36.7,0.0,999.9,0,735
6,2016,03,26,2016-03-26,42.7,31.7,1021.2,10.0,6.5,13.0,999.9,55.0,35.1,0.0,999.9,0,735
3,2016,12,07,2016-12-07,29.5,20.1,9999.9,999.9,20.0,28.0,999.9,35.6,27.0,0.0,999.9,0,660
3,2016,12,07,2016-12-07,28.1,17.7,1018.7,10.0,12.9,15.9,25.1,33.1,26.1,0.0,999.9,0,660
7,2016,03,27,2016-03-27,50.2,37.9,1015.2,9.6,7.2,15.9,25.1,66.0,42.1,0.0,999.9,0,631
7,2016,03,27,2016-03-27,46.2,39.6,9999.9,999.9,10.4,17.1,999.9,60.6,41.4,0.0,999.9,0,631
4,2016,12,08,2016-12-08,22.3,11.8,1025.6,9.6,15.0,19.0,28.0,26.6,18.0,0.0,999.9,0,606
4,2016,12,08,2016-12-08,23.2,15.1,9999.9,999.9,23.8,27.0,999.9,27.7,18.3,0.0,999.9,0,606
1,2016,03,28,2016-03-28,46.2,36.0,1016.3,10.0,9.7,15.0,22.0,53.1,44.1,0.17,999.9,0,741
1,2016,03,28,2016-03-28,43.9,38.8,9999.9,999.9,14.5,22.0,999.9,46.4,41.5,0.0,999.9,0,741
5,2016,12,09,2016-12-09,23.8,13.8,1033.7,10.0,9.4,12.0,19.0,26.1,21.0,0.0,999.9,0,668
5,2016,12,09,2016-12-09,25.1,16.8,9999.9,999.9,16.4,22.0,999.9,26.1,23.7,0.0,999.9,0,668
2,2016,03,29,2016-03-29,45.9,30.4,1025.2,10.0,3.7,12.0,999.9,60.1,35.1,0.0,999.9,0,739
2,2016,03,29,2016-03-29,41.5,36.2,9999.9,999.9,7.3,13.0,999.9,50.4,39.0,0.0,999.9,0,739
6,2016,12,10,2016-12-10,22.0,12.2,1034.4,9.1,6.9,9.9,999.9,25.0,19.9,0.0,999.9,0,612
3,2016,03,30,2016-03-30,48.0,37.5,9999.9,999.9,17.5,31.1,999.9,58.6,42.4,0.0,999.9,0,716
3,2016,03,30,2016-03-30,51.4,34.1,1014.4,9.6,11.2,22.0,29.9,62.1,46.0,0.0,999.9,0,716
7,2016,12,11,2016-12-11,32.8,30.7,9999.9,999.9,17.7,26.0,999.9,33.6,31.6,0.0,999.9,0,512
7,2016,12,11,2016-12-11,27.6,22.4,1021.6,3.4,7.9,13.0,17.1,34.0,23.0,0.1,5.1,1,512
4,2016,03,31,2016-03-31,60.9,54.0,995.8,8.8,15.2,22.0,42.0,70.0,55.0,0.39,999.9,0,754
4,2016,03,31,2016-03-31,58.1,54.9,9999.9,999.9,23.3,32.1,999.9,65.7,41.2,0.0,999.9,0,754
1,2016,12,12,2016-12-12,28.2,24.1,9999.9,999.9,16.0,24.1,999.9,35.1,21.6,0.0,999.9,0,629
1,2016,12,12,2016-12-12,27.0,21.1,1016.4,6.3,9.5,15.0,21.0,35.1,16.0,0.28,3.1,1,629
5,2016,04,01,2016-04-01,43.2,37.8,9999.9,999.9,10.3,28.0,999.9,54.9,39.2,0.0,999.9,0,827
5,2016,04,01,2016-04-01,45.1,36.9,1005.6,9.8,8.1,20.0,27.0,55.0,39.9,0.05,999.9,0,827
2,2016,12,13,2016-12-13,18.4,8.3,1022.4,8.0,7.0,12.0,999.9,25.0,12.0,0.0,3.1,0,575
2,2016,12,13,2016-12-13,21.2,12.1,9999.9,999.9,13.8,18.1,999.9,27.9,16.5,0.0,999.9,0,575
6,2016,04,02,2016-04-02,36.8,23.8,1007.3,8.0,16.1,33.0,49.0,43.0,32.0,0.1,999.9,0,651
6,2016,04,02,2016-04-02,38.0,26.4,9999.9,999.9,23.2,45.1,999.9,43.7,33.1,0.0,999.9,0,651
3,2016,12,14,2016-12-14,15.0,3.7,9999.9,999.9,20.0,29.9,999.9,20.7,10.8,0.0,999.9,0,610
3,2016,12,14,2016-12-14,11.7,-0.6,1024.8,10.0,10.7,18.1,28.9,21.0,3.9,0.0,3.1,0,610
7,2016,04,03,2016-04-03,41.5,20.7,9999.9,999.9,20.0,32.1,999.9,70.5,32.4,0.0,999.9,0,706
7,2016,04,03,2016-04-03,43.1,20.7,1012.9,10.0,12.0,25.1,36.9,72.0,28.9,0.01,999.9,0,706
4,2016,12,15,2016-12-15,7.8,-2.8,9999.9,999.9,20.9,32.1,999.9,14.7,2.5,0.0,999.9,0,580
4,2016,12,15,2016-12-15,5.8,-7.2,1030.4,10.0,11.3,18.1,27.0,12.9,1.0,0.0,3.1,0,580
1,2016,04,04,2016-04-04,41.1,30.5,9999.9,999.9,22.7,33.0,999.9,9999.9,32.2,0.0,999.9,0,660
1,2016,04,04,2016-04-04,40.4,28.1,1014.4,8.9,16.0,22.0,31.1,9999.9,33.1,0.0,999.9,0,660
5,2016,12,16,2016-12-16,16.2,4.9,9999.9,999.9,15.8,22.0,999.9,22.8,9.3,0.0,999.9,0,695
5,2016,12,16,2016-12-16,14.4,2.6,1026.0,8.9,7.2,12.0,18.1,21.0,7.0,0.0,3.1,0,695
3,2017,08,30,2017-08-30,69.8,61.5,9999.9,999.9,6.5,9.9,999.9,74.5,66.0,0.0,999.9,0,788
3,2017,08,30,2017-08-30,70.3,59.9,1017.0,9.5,4.4,8.0,999.9,81.0,61.0,0.0,999.9,0,788
4,2017,08,31,2017-08-31,70.1,59.2,1018.9,9.9,11.1,17.1,21.0,75.0,66.9,0.0,999.9,0,736
4,2017,08,31,2017-08-31,69.1,60.8,9999.9,999.9,16.8,24.1,999.9,74.8,66.7,0.0,999.9,0,736
5,2017,09,01,2017-09-01,63.9,51.3,9999.9,999.9,18.7,25.1,999.9,69.4,59.0,0.0,999.9,0,920
5,2017,09,01,2017-09-01,64.5,49.8,1020.6,9.8,12.7,15.9,21.0,69.1,57.9,0.0,999.9,0,920
6,2017,09,02,2017-09-02,65.0,48.6,9999.9,999.9,9.6,17.1,999.9,67.8,62.4,0.0,999.9,0,772
6,2017,09,02,2017-09-02,64.0,45.8,1017.3,10.0,4.1,8.9,999.9,73.9,50.0,0.0,999.9,0,772
7,2017,09,03,2017-09-03,67.6,57.7,9999.9,999.9,8.4,14.0,999.9,75.9,62.8,0.0,999.9,0,757
7,2017,09,03,2017-09-03,68.4,55.0,1014.6,9.7,6.3,22.0,26.0,84.0,57.0,0.26,999.9,0,757
1,2017,09,04,2017-09-04,73.5,58.6,1008.9,9.8,10.9,18.1,25.1,84.0,68.0,0.0,999.9,0,716
1,2017,09,04,2017-09-04,74.8,59.0,9999.9,999.9,19.2,31.1,999.9,80.2,72.1,0.0,999.9,0,716
2,2017,09,05,2017-09-05,64.5,51.6,9999.9,999.9,15.8,26.0,999.9,71.4,57.4,0.0,999.9,0,705
2,2017,09,05,2017-09-05,64.1,48.9,1010.5,10.0,11.0,19.0,24.1,73.9,55.0,0.0,999.9,0,705
3,2017,09,06,2017-09-06,58.4,45.0,1014.9,10.0,8.0,12.0,15.0,66.9,50.0,0.0,999.9,0,648
3,2017,09,06,2017-09-06,58.1,47.1,9999.9,999.9,15.3,22.9,999.9,62.8,53.6,0.0,999.9,0,648
4,2017,09,07,2017-09-07,61.2,47.4,9999.9,999.9,12.6,18.1,999.9,68.0,56.1,0.0,999.9,0,728
4,2017,09,07,2017-09-07,60.6,46.2,1016.7,10.0,7.7,15.0,21.0,70.0,53.1,0.0,999.9,0,728
5,2017,09,08,2017-09-08,64.3,50.7,9999.9,999.9,9.1,15.9,999.9,67.3,62.2,0.0,999.9,0,702
5,2017,09,08,2017-09-08,63.5,48.5,1020.7,10.0,5.3,13.0,999.9,72.0,59.0,0.0,999.9,0,702
6,2017,09,09,2017-09-09,64.5,48.5,1027.6,10.0,8.9,14.0,18.1,71.1,57.0,0.0,999.9,0,736
6,2017,09,09,2017-09-09,63.8,50.5,9999.9,999.9,15.1,19.0,999.9,66.0,61.2,0.0,999.9,0,736
7,2017,09,10,2017-09-10,62.5,46.4,1029.3,10.0,6.9,11.1,14.0,69.1,53.1,0.0,999.9,0,739
7,2017,09,10,2017-09-10,63.4,49.9,9999.9,999.9,13.5,19.0,999.9,66.4,60.3,0.0,999.9,0,739
1,2017,09,11,2017-09-11,64.4,53.0,9999.9,999.9,10.3,17.1,999.9,66.7,61.5,0.0,999.9,0,691
1,2017,09,11,2017-09-11,64.0,48.8,1024.9,10.0,5.1,8.9,999.9,73.9,55.0,0.0,999.9,0,691
2,2017,09,12,2017-09-12,67.0,54.0,1016.0,10.0,7.2,13.0,999.9,77.0,57.9,0.0,999.9,0,726
2,2017,09,12,2017-09-12,66.7,57.5,9999.9,999.9,9.0,13.0,999.9,67.6,66.2,0.0,999.9,0,726
3,2017,09,13,2017-09-13,67.6,60.1,1008.3,9.3,5.2,9.9,999.9,75.9,64.0,0.0,999.9,0,706
3,2017,09,13,2017-09-13,67.2,61.0,9999.9,999.9,7.9,13.0,999.9,68.5,65.1,0.0,999.9,0,706
7,2017,01,01,2017-01-01,29.9,18.8,1018.9,10.0,4.8,8.9,999.9,41.0,21.9,0.0,999.9,0,1207
4,2017,09,14,2017-09-14,67.9,61.0,1010.3,7.5,3.9,7.0,999.9,80.1,59.0,0.07,999.9,1,734
4,2017,09,14,2017-09-14,66.5,62.7,9999.9,999.9,7.8,13.0,999.9,71.6,64.2,0.0,999.9,0,734
1,2017,01,02,2017-01-02,36.1,28.6,1020.2,7.3,6.1,8.9,999.9,39.9,30.9,0.0,999.9,0,613
1,2017,01,02,2017-01-02,37.6,32.0,9999.9,999.9,9.8,15.0,999.9,39.6,36.7,0.0,999.9,0,613
5,2017,09,15,2017-09-15,74.9,60.5,1014.5,10.0,7.5,12.0,17.1,88.0,64.0,0.0,999.9,0,808
5,2017,09,15,2017-09-15,70.5,63.7,9999.9,999.9,13.2,17.1,999.9,75.9,66.6,0.0,999.9,0,808
2,2017,01,03,2017-01-03,40.3,37.2,1010.3,3.6,6.6,15.9,21.0,42.8,37.0,0.09,999.9,1,718
2,2017,01,03,2017-01-03,38.7,38.4,9999.9,999.9,9.4,15.9,999.9,40.5,36.3,0.0,999.9,0,718
6,2017,09,16,2017-09-16,72.8,64.8,9999.9,999.9,13.0,17.1,999.9,77.0,68.4,0.0,999.9,0,826
6,2017,09,16,2017-09-16,77.8,61.5,1016.7,10.0,7.8,11.1,20.0,88.0,66.9,0.0,999.9,0,826
3,2017,01,04,2017-01-04,20.6,12.0,9999.9,999.9,22.0,27.0,999.9,37.2,11.8,0.0,999.9,0,612
3,2017,01,04,2017-01-04,19.1,7.3,1017.3,9.8,14.2,19.0,26.0,37.0,10.9,0.01,999.9,0,612
7,2017,09,17,2017-09-17,74.9,64.4,9999.9,999.9,10.9,15.9,999.9,81.9,71.2,0.0,999.9,0,812
7,2017,09,17,2017-09-17,78.4,62.9,1016.0,10.0,7.1,11.1,999.9,88.0,69.1,0.0,999.9,0,812
4,2017,01,05,2017-01-05,11.2,0.9,9999.9,999.9,16.7,24.1,999.9,15.6,8.2,0.0,999.9,0,611
4,2017,01,05,2017-01-05,10.9,-1.9,1019.7,10.0,10.9,15.9,21.0,16.0,8.1,0.0,999.9,0,611
1,2017,09,18,2017-09-18,67.9,58.9,9999.9,999.9,10.6,15.9,999.9,74.1,66.4,0.0,999.9,0,772
1,2017,09,18,2017-09-18,69.2,56.5,1017.9,10.0,7.5,12.0,19.0,80.1,59.0,0.0,999.9,0,772
5,2017,01,06,2017-01-06,6.7,-4.0,9999.9,999.9,14.0,21.0,999.9,12.6,2.7,0.0,999.9,0,601
5,2017,01,06,2017-01-06,5.9,-7.2,1025.0,10.0,8.7,11.1,999.9,10.9,1.0,0.0,999.9,0,601
2,2017,09,19,2017-09-19,70.3,63.6,1013.5,7.7,5.7,9.9,999.9,78.1,66.0,0.16,999.9,0,708
2,2017,09,19,2017-09-19,68.2,64.6,9999.9,999.9,7.8,11.1,999.9,69.4,66.7,0.0,999.9,0,708
6,2017,01,07,2017-01-07,9.1,-3.0,9999.9,999.9,13.0,21.0,999.9,18.5,5.0,0.0,999.9,0,618
6,2017,01,07,2017-01-07,8.3,-5.4,1034.1,10.0,7.8,15.0,21.0,19.0,1.9,0.0,999.9,0,618
3,2017,09,20,2017-09-20,72.5,67.1,9999.9,999.9,11.0,22.9,999.9,86.5,68.4,0.0,999.9,0,827
3,2017,09,20,2017-09-20,76.7,65.5,1011.7,9.4,7.3,14.0,22.9,91.9,66.0,0.07,999.9,0,827
7,2017,01,08,2017-01-08,10.9,-5.0,1039.9,10.0,9.0,15.9,22.9,19.9,3.9,0.0,999.9,0,591
7,2017,01,08,2017-01-08,12.0,-1.7,9999.9,999.9,14.7,25.1,999.9,18.9,7.3,0.0,999.9,0,591
4,2017,09,21,2017-09-21,84.0,66.9,1013.4,10.0,5.9,11.1,14.0,95.0,73.9,0.0,999.9,0,807
4,2017,09,21,2017-09-21,79.9,68.1,9999.9,999.9,12.2,20.0,999.9,86.7,73.6,0.0,999.9,0,807
1,2017,01,09,2017-01-09,23.2,12.7,9999.9,999.9,21.2,31.1,999.9,29.3,16.7,0.0,999.9,0,713
1,2017,01,09,2017-01-09,23.1,10.7,1028.9,9.3,10.4,17.1,21.0,30.0,16.0,0.0,999.9,0,713
5,2017,09,22,2017-09-22,85.2,67.3,1015.8,10.0,6.0,11.1,15.0,95.0,75.0,0.0,999.9,0,798
5,2017,09,22,2017-09-22,78.6,69.1,9999.9,999.9,10.0,15.9,999.9,84.9,74.3,0.0,999.9,0,798
2,2017,01,10,2017-01-10,38.8,33.8,9999.9,999.9,28.8,42.9,999.9,49.5,28.2,0.0,999.9,0,705
2,2017,01,10,2017-01-10,39.8,31.3,1009.4,8.9,17.9,34.0,46.0,52.0,28.0,0.0,999.9,0,705
6,2017,09,23,2017-09-23,84.4,66.5,1016.3,10.0,5.3,12.0,999.9,95.0,75.0,0.0,999.9,0,830
6,2017,09,23,2017-09-23,78.6,68.0,9999.9,999.9,11.1,17.1,999.9,83.7,74.8,0.0,999.9,0,830
3,2017,01,11,2017-01-11,33.7,28.5,9999.9,999.9,23.3,38.1,999.9,43.5,27.9,0.0,999.9,0,663
3,2017,01,11,2017-01-11,33.9,27.1,1012.2,7.7,11.6,25.1,40.0,45.0,27.0,0.24,999.9,1,663
7,2017,09,24,2017-09-24,82.3,63.6,1016.6,10.0,5.7,11.1,15.0,91.9,73.0,0.0,999.9,0,811
7,2017,09,24,2017-09-24,76.9,67.7,9999.9,999.9,8.9,15.0,999.9,82.0,72.9,0.0,999.9,0,811
4,2017,01,12,2017-01-12,28.4,24.4,1017.7,5.0,11.8,18.1,22.9,41.0,23.0,0.45,999.9,0,644
4,2017,01,12,2017-01-12,28.7,27.2,9999.9,999.9,15.1,22.9,999.9,36.3,24.1,0.0,999.9,0,644
1,2017,09,25,2017-09-25,76.6,64.7,9999.9,999.9,10.5,17.1,999.9,80.6,73.0,0.0,999.9,0,821
1,2017,09,25,2017-09-25,81.1,58.7,1014.2,10.0,5.6,14.0,999.9,91.9,71.1,0.0,999.9,0,821
5,2017,01,13,2017-01-13,22.9,11.1,1038.7,10.0,8.8,14.0,21.0,28.9,18.0,0.03,999.9,0,800
5,2017,01,13,2017-01-13,24.2,14.6,9999.9,999.9,14.4,19.0,999.9,28.2,21.0,0.0,999.9,0,800
2,2017,09,26,2017-09-26,82.0,59.4,1012.4,10.0,7.5,15.0,19.0,93.0,72.0,0.0,999.9,0,749
2,2017,09,26,2017-09-26,80.1,62.2,9999.9,999.9,11.5,19.0,999.9,88.5,75.6,0.0,999.9,0,749
6,2017,01,14,2017-01-14,30.1,21.4,9999.9,999.9,8.3,15.9,999.9,32.2,28.6,0.0,999.9,0,685
6,2017,01,14,2017-01-14,30.1,18.4,1035.0,10.0,5.4,11.1,22.0,35.1,28.0,0.0,999.9,0,685
3,2017,09,27,2017-09-27,69.5,57.1,9999.9,999.9,14.6,22.0,999.9,88.0,63.5,0.0,999.9,0,726
3,2017,09,27,2017-09-27,70.8,54.9,1016.6,10.0,10.1,15.0,18.1,87.1,64.0,0.0,999.9,0,726
7,2017,01,15,2017-01-15,28.1,18.5,1031.3,9.5,2.5,7.0,999.9,35.1,21.9,0.0,999.9,0,656
7,2017,01,15,2017-01-15,30.3,22.8,9999.9,999.9,5.1,9.9,999.9,32.7,27.0,0.0,999.9,0,656
4,2017,09,28,2017-09-28,62.9,44.6,1021.2,10.0,7.8,14.0,999.9,73.0,54.0,0.0,999.9,0,717
4,2017,09,28,2017-09-28,62.4,48.8,9999.9,999.9,13.4,22.0,999.9,67.5,59.0,0.0,999.9,0,717
1,2017,01,16,2017-01-16,34.3,29.0,1024.6,5.9,4.8,7.0,999.9,37.0,32.0,0.0,999.9,1,652
1,2017,01,16,2017-01-16,33.7,30.5,9999.9,999.9,7.8,13.0,999.9,36.0,32.9,0.0,999.9,0,652
5,2017,09,29,2017-09-29,64.3,46.4,1021.0,10.0,9.6,15.0,20.0,70.0,60.1,0.0,999.9,0,810
5,2017,09,29,2017-09-29,64.3,49.3,9999.9,999.9,15.6,20.0,999.9,68.5,60.6,0.0,999.9,0,810
2,2017,01,17,2017-01-17,38.8,38.3,9999.9,999.9,10.3,18.1,999.9,41.7,36.1,0.0,999.9,0,705
2,2017,01,17,2017-01-17,36.7,36.0,1012.9,4.0,7.7,13.0,999.9,39.9,35.1,0.96,999.9,1,705
6,2017,09,30,2017-09-30,61.8,45.3,1028.1,10.0,9.5,17.1,21.0,66.0,57.0,0.0,999.9,0,746
6,2017,09,30,2017-09-30,60.8,46.8,9999.9,999.9,14.0,24.1,999.9,63.7,58.5,0.0,999.9,0,746
3,2017,01,18,2017-01-18,33.6,32.0,1019.5,4.4,9.1,14.0,21.0,36.0,32.0,0.43,999.9,0,707
3,2017,01,18,2017-01-18,36.4,34.4,9999.9,999.9,13.7,20.0,999.9,38.1,34.7,0.0,999.9,0,707
7,2017,10,01,2017-10-01,62.5,45.6,9999.9,999.9,15.9,22.0,999.9,67.8,57.4,0.0,999.9,0,852
7,2017,10,01,2017-10-01,61.5,41.3,1024.2,10.0,8.2,13.0,20.0,72.0,52.0,0.0,999.9,0,852
4,2017,01,19,2017-01-19,35.6,32.5,1016.7,4.5,6.3,12.0,999.9,42.1,32.0,0.0,999.9,0,738
4,2017,01,19,2017-01-19,36.3,34.6,9999.9,999.9,12.0,20.0,999.9,38.3,35.2,0.0,999.9,0,738
1,2017,10,02,2017-10-02,68.4,53.2,9999.9,999.9,16.7,22.0,999.9,75.7,63.7,0.0,999.9,0,752
1,2017,10,02,2017-10-02,70.5,47.5,1020.0,10.0,9.0,15.0,20.0,82.9,61.0,0.0,999.9,0,752
5,2017,01,20,2017-01-20,38.7,37.5,1005.7,1.9,7.0,17.1,22.0,42.8,37.0,0.86,999.9,0,783
5,2017,01,20,2017-01-20,37.9,37.8,9999.9,999.9,9.2,15.0,999.9,38.8,36.5,0.0,999.9,0,783
2,2017,10,03,2017-10-03,71.5,61.1,9999.9,999.9,18.3,24.1,999.9,76.1,68.4,0.0,999.9,0,738
2,2017,10,03,2017-10-03,72.2,59.5,1022.5,9.3,10.7,14.0,21.0,79.0,66.9,0.0,999.9,0,738
6,2017,01,21,2017-01-21,49.6,44.7,1000.2,4.9,7.1,14.0,21.0,60.1,41.0,0.01,999.9,0,786
6,2017,01,21,2017-01-21,46.6,43.9,9999.9,999.9,11.9,21.0,999.9,59.5,37.2,0.0,999.9,0,786
3,2017,10,04,2017-10-04,70.7,63.3,1024.1,9.5,9.2,15.0,19.0,75.0,66.0,0.12,999.9,0,742
3,2017,10,04,2017-10-04,69.8,63.8,9999.9,999.9,15.6,24.1,999.9,73.0,64.6,0.0,999.9,0,742
7,2017,01,22,2017-01-22,43.9,39.6,1002.8,5.3,4.5,9.9,999.9,51.1,39.2,0.0,999.9,1,742
7,2017,01,22,2017-01-22,43.4,41.0,9999.9,999.9,6.3,13.0,999.9,57.4,36.9,0.0,999.9,0,742
4,2017,10,05,2017-10-05,65.9,51.9,1021.7,10.0,4.4,8.9,999.9,75.9,55.9,0.06,999.9,0,747
4,2017,10,05,2017-10-05,64.7,54.9,9999.9,999.9,7.3,11.1,999.9,67.8,61.7,0.0,999.9,0,747
1,2017,01,23,2017-01-23,40.7,34.4,1007.1,9.2,9.6,17.1,22.0,43.0,39.0,0.0,999.9,0,789
1,2017,01,23,2017-01-23,36.6,36.4,9999.9,999.9,12.2,18.1,999.9,38.5,34.5,0.0,999.9,0,789
5,2017,10,06,2017-10-06,65.2,61.7,1015.6,4.4,5.7,12.0,15.9,72.0,62.1,0.13,999.9,0,748
5,2017,10,06,2017-10-06,64.5,60.5,9999.9,999.9,8.5,15.0,999.9,68.9,62.1,0.0,999.9,0,748
2,2017,01,24,2017-01-24,37.5,35.0,9999.9,999.9,8.8,13.0,999.9,40.6,35.1,0.0,999.9,0,736
2,2017,01,24,2017-01-24,38.4,31.8,1011.1,9.5,6.6,9.9,999.9,43.0,37.0,0.0,999.9,0,736
6,2017,10,07,2017-10-07,70.1,62.3,9999.9,999.9,22.1,33.0,999.9,77.9,61.3,0.0,999.9,0,712
6,2017,10,07,2017-10-07,70.5,61.4,1004.4,8.6,13.0,24.1,42.0,80.1,62.1,0.19,999.9,0,712
3,2017,01,25,2017-01-25,38.9,33.5,1003.1,5.3,9.9,17.1,22.9,44.6,36.0,0.03,999.9,0,748
3,2017,01,25,2017-01-25,38.0,35.9,9999.9,999.9,13.8,20.0,999.9,44.2,35.6,0.0,999.9,0,748
7,2017,10,08,2017-10-08,64.4,56.3,9999.9,999.9,16.0,28.9,999.9,69.6,60.8,0.0,999.9,0,718
7,2017,10,08,2017-10-08,65.5,53.6,1007.0,10.0,9.4,18.1,31.1,80.1,55.9,0.44,999.9,0,718
