"","temp","year"
"1532",77.7,2018
"1552",53.5,2018
"1556",77.5,2018
"1567",66.1,2018
"1573",51.5,2018
"1620",64,2018
"1621",84.1,2018
"1628",71.1,2018
"1633",63.8,2018
"1657",67.9,2018
"1664",77.2,2018
"1706",70.6,2018
"1725",72.9,2018
"1751",65.5,2018
"1755",65.6,2018
"1770",70.4,2018
"1786",76.1,2018
"1797",68.3,2018
"1799",75.1,2018
"1806",73.8,2018
"1817",73.3,2018
"1820",64.1,2018
"1823",66.5,2018
"1827",83.5,2018
"1832",76.6,2018
"1845",70.1,2018
"1847",86.3,2018
"1855",60.9,2018
"1859",63.2,2018
"1860",73.7,2018
"1865",74.9,2018
"1871",73.3,2018
"1879",66.5,2018
"1881",68,2018
"1892",87.3,2018
"1903",63.5,2018
"1928",86.7,2018
"1941",67.2,2018
"1968",67.5,2018
"1970",82.2,2018
"2027",79.1,2018
"2029",78.3,2018
"2050",75.7,2018
"2051",77.2,2018
"2056",75.6,2018
"2065",74.3,2018
"2079",81,2018
"2090",71.9,2018
"2091",72.6,2018
"2123",72.4,2018
"2124",82.1,2018
"2136",79.3,2018
"2138",73.6,2018
"2139",83.9,2018
"2140",78.3,2018
"2145",78.5,2018
"2165",77,2018
"2168",80.1,2018
"2174",72.5,2018
"2191",71.1,2018
"2204",71.7,2018
"2240",76.7,2018
"2241",77.5,2018
"2245",82.2,2018
"2247",71.6,2018
"2265",75.7,2018
"2275",71.5,2018
"2276",74.8,2018
"2299",83,2018
"2311",80.3,2018
"2396",76.5,2018
"2408",74.6,2018
"2409",80.5,2018
"2422",68.5,2018
"2441",72.4,2018
"2458",77.9,2018
"2499",79.9,2018
"2508",76.7,2018
"2511",78.4,2018
"2522",80.2,2018
"2528",77.1,2018
"2532",77.7,2018
"2536",77.3,2018
"2540",75.7,2018
"2541",76.5,2018
"2544",70.9,2018
"2553",83.5,2018
"2579",79.3,2018
"2582",78.5,2018
"2597",71.1,2018
"2600",77.8,2018
"2616",72.9,2018
"2619",73.7,2018
"2626",69.2,2018
"2627",84.5,2018
"2631",83.2,2018
"2632",75.8,2018
"2654",73.1,2018
"2659",83.1,2018
"2660",72.2,2018
"2669",86.2,2018
"2715",79.1,2018
"2741",51.2,2018
"2748",67.5,2018
"2754",65.1,2018
"2765",66.9,2018
"2772",68.5,2018
"2778",58.2,2018
"2781",61.2,2018
"2801",59.3,2018
"2803",70.6,2018
"2823",79.9,2018
"2826",70.3,2018
"2830",59,2018
"2852",74.9,2018
"2866",61.5,2018
"2876",71.1,2018
"2882",70.6,2018
"2898",75.3,2018
"2899",68.9,2018
"2912",78.1,2018
"2925",82.3,2018
"2930",66.6,2018
"2957",78.4,2018
"2966",83.1,2018
"2967",60.3,2018
"2982",65,2018
"2987",78.6,2018
"2992",67.1,2018
"3000",73.2,2018
"3055",44.9,2018
"3059",44.3,2018
"3074",49.8,2018
"3101",46.9,2018
"3105",48.9,2018
"3107",62.5,2018
"3111",47.9,2018
"3112",40.2,2018
"3125",45.5,2018
"3147",41.6,2018
"3150",47.8,2018
"3154",59.2,2018
"3161",55,2018
"3164",48.6,2018
"3174",64.9,2018
"3184",53.5,2018
"3199",77.3,2018
"3214",58.3,2018
"3218",47.6,2018
"3221",70.9,2018
"3228",72.9,2018
"3244",44.5,2018
"3262",64.1,2018
"3278",49.1,2018
"3309",38.1,2018
"3316",66.2,2018
"3318",51.3,2018
"3319",47.7,2018
"3320",44,2018
"3337",71.3,2018
"3347",47.4,2018
"3400",25.8,2018
"3406",36.2,2018
"3424",31,2018
"3434",22.1,2018
"3436",32.1,2018
"3439",43,2018
"3442",34.8,2018
"3443",28.4,2018
"3460",34.4,2018
"3464",33,2018
"3472",34.5,2018
"3477",33.9,2018
"3485",35.9,2018
"3499",24,2018
"3529",34.2,2018
"3532",32.3,2018
"3541",35,2018
"3553",25.2,2018
"3556",45.4,2018
"3559",48.3,2018
"3567",32.6,2018
"3577",40.8,2018
"3589",45.2,2018
"3599",49,2018
"3610",50.7,2018
"3638",25.3,2018
"3644",38.5,2018
"3646",48.3,2018
"3650",39.5,2018
"3666",31.3,2018
"3719",25.1,2018
"3729",24.5,2018
"3750",34.3,2018
"3759",36.9,2018
"3761",30.5,2018
"3773",45.4,2018
"3780",40.6,2018
"3787",31.3,2018
"3794",36.7,2018
"3796",24,2018
"3812",30.5,2018
"3816",35.6,2018
"3818",38.5,2018
"3852",34.4,2018
"3857",30.7,2018
"3865",30.8,2018
"3879",40.1,2018
"3891",28.3,2018
"3903",21.5,2018
"3921",29.5,2018
"3924",27,2018
"3946",43.4,2018
"3952",36,2018
"3964",36.9,2018
"3984",43.8,2018
"3987",30.3,2018
"3992",36.4,2018
"3994",38.5,2018
"3996",34.8,2018
"4005",43.2,2018
"82",26.7,2019
"85",31.5,2019
"97",5.5,2019
"101",26.2,2019
"113",-12.5,2019
"115",4.6,2019
"116",30.8,2019
"125",19.4,2019
"128",39.8,2019
"132",37.9,2019
"134",20.3,2019
"135",31.4,2019
"138",30.3,2019
"184",10.9,2019
"189",32.4,2019
"201",26.4,2019
"205",29.5,2019
"238",31.5,2019
"245",30.3,2019
"249",40.2,2019
"265",17.9,2019
"282",20.4,2019
"287",2.8,2019
"292",6.4,2019
"303",14.8,2019
"309",45.6,2019
"310",23.8,2019
"321",27.6,2019
"324",42.8,2019
"375",9.2,2019
"386",24.1,2019
"397",35.6,2019
"409",24.9,2019
"416",30.4,2019
"426",26.8,2019
"436",26.6,2019
"439",36.8,2019
"443",41,2019
"455",30.8,2019
"463",22.2,2019
"464",47.3,2019
"474",34.5,2019
"491",13.5,2019
"497",21.5,2019
"509",26.7,2019
"511",29.6,2019
"512",20.1,2019
"517",26.3,2019
"561",31.6,2019
"577",31.9,2019
"600",31.6,2019
"608",23.7,2019
"629",35.9,2019
"633",20.6,2019
"640",15.6,2019
"643",11.5,2019
"650",36.3,2019
"696",28.6,2019
"697",29.4,2019
"703",37.9,2019
"712",47.5,2019
"759",39.8,2019
"774",23.8,2019
"790",36.3,2019
"792",42.5,2019
"795",36.1,2019
"796",30.8,2019
"798",36.1,2019
"809",46,2019
"818",33.3,2019
"827",40.4,2019
"828",47.1,2019
"831",24.2,2019
"838",36,2019
"858",53.5,2019
"869",35.5,2019
"873",31.9,2019
"875",42.8,2019
"885",6.6,2019
"904",18.1,2019
"919",40.6,2019
"942",37.6,2019
"943",13.2,2019
"948",40.2,2019
"952",35,2019
"971",38.6,2019
"977",56.2,2019
"991",37.9,2019
"1035",57.7,2019
"1047",53.9,2019
"1061",45,2019
"1076",52.3,2019
"1077",39.9,2019
"1095",59.6,2019
"1114",57.8,2019
"1115",46.7,2019
"1123",44.3,2019
"1146",47,2019
"1148",59.4,2019
"1154",46.1,2019
"1164",59.1,2019
"1192",57.9,2019
"1193",60.9,2019
"1203",41.5,2019
"1232",62.7,2019
"1242",58.6,2019
"1249",46.8,2019
"1252",36.5,2019
"1261",68.4,2019
"1270",37.1,2019
"1276",42.9,2019
"1278",44.9,2019
"1283",45.6,2019
"1295",50.6,2019
"1297",56.5,2019
"1303",41.6,2019
"1315",44.5,2019
"1316",50.6,2019
"1363",63.6,2019
"1395",70.9,2019
"1396",50.9,2019
"1417",45.8,2019
"1427",58.8,2019
"1445",67,2019
"1447",64.5,2019
"1451",50.1,2019
"1456",55.7,2019
"1470",60.7,2019
"1471",48.1,2019
"1487",50.4,2019
"1490",47.2,2019
"1496",48.6,2019
"1508",66.9,2019
"1518",71.4,2019
"1522",76.4,2019
"1536",60,2019
"1555",53.7,2019
"1558",72.1,2019
"1561",63.2,2019
"1571",47.4,2019
"1579",62.7,2019
"1592",57.5,2019
"1601",52.9,2019
"1606",49.5,2019
"1610",63.9,2019
"1641",54.1,2019
"1647",58,2019
"1652",65.7,2019
"1656",66.1,2019
"1702",65.1,2019
"1714",58.9,2019
"1732",69.7,2019
"1737",66.4,2019
"1748",77.9,2019
"1750",80.4,2019
"1758",59.8,2019
"1780",69.9,2019
"1785",63,2019
"1795",69.5,2019
"1808",67.4,2019
"1811",75.5,2019
"1815",79.3,2019
"1818",59.9,2019
"1824",68.6,2019
"1843",60.9,2019
"1852",67,2019
"1854",67.3,2019
"1857",60.4,2019
"1870",74.2,2019
"1919",67.4,2019
"1920",69.1,2019
"1933",78.5,2019
"1943",68.3,2019
"1953",73.2,2019
"1973",74,2019
"1976",66,2019
"1978",59,2019
"1979",71.4,2019
"1986",78.4,2019
"2047",74.3,2019
"2062",79.2,2019
"2063",74.1,2019
"2067",81.6,2019
"2074",71.7,2019
"2082",76.8,2019
"2084",78.8,2019
"2104",82.8,2019
"2105",73.3,2019
"2154",78.7,2019
"2167",73.3,2019
"2171",70.3,2019
"2178",80.2,2019
"2183",85,2019
"2196",77.5,2019
"2214",70.8,2019
"2221",82.4,2019
"2227",77.6,2019
"2233",86.5,2019
"2234",76.7,2019
"2250",80.1,2019
"2251",84.9,2019
"2254",75.7,2019
"2271",72,2019
"2273",81.5,2019
"2281",80.2,2019
"2295",79.2,2019
"2301",82.3,2019
"2303",71.9,2019
"2305",77.3,2019
"2306",86,2019
"2381",74.7,2019
"2383",76.5,2019
"2386",77.8,2019
"2395",79.4,2019
"2400",73.8,2019
"2451",74.2,2019
"2474",71,2019
"2480",75.7,2019
"2494",75,2019
"2523",71.5,2019
"2527",76.1,2019
"2535",69.4,2019
"2537",75.9,2019
"2539",70,2019
"2559",77.1,2019
"2560",74,2019
"2564",77.8,2019
"2576",80.1,2019
"2578",70.8,2019
"2587",72.2,2019
"2592",77.3,2019
"2594",70.6,2019
"2599",68.3,2019
"2608",74.3,2019
"2621",73.2,2019
"2622",72.9,2019
"2623",73.8,2019
"2635",80.2,2019
"2649",75.1,2019
"2650",69.6,2019
"2666",71.5,2019
"2707",76,2019
"2711",71.3,2019
"2726",72.2,2019
"2732",64.8,2019
"2740",74.3,2019
"2766",67.5,2019
"2768",70.3,2019
"2773",72.6,2019
"2805",66.1,2019
"2812",66.8,2019
"2822",67.4,2019
"2831",68.4,2019
"2838",64.1,2019
"2868",68.1,2019
"2881",68.1,2019
"2885",68.4,2019
"2888",68.4,2019
"2890",71.6,2019
"2894",68.8,2019
"2904",70.8,2019
"2905",76.6,2019
"2908",73.9,2019
"2931",63.6,2019
"2934",73.2,2019
"2936",81.6,2019
"2951",79.4,2019
"2955",74.2,2019
"2960",64.7,2019
"2989",75.1,2019
"3001",73.1,2019
"3046",48.8,2019
"3048",46.9,2019
"3057",59.8,2019
"3066",47,2019
"3079",56.7,2019
"3104",49.2,2019
"3110",79.7,2019
"3127",60.1,2019
"3130",68.3,2019
"3131",49.2,2019
"3136",56.3,2019
"3144",61.7,2019
"3158",56,2019
"3166",62.9,2019
"3169",48.6,2019
"3179",46.5,2019
"3181",54.1,2019
"3194",38.5,2019
"3210",60.3,2019
"3249",63.1,2019
"3250",60,2019
"3257",52.3,2019
"3259",42.3,2019
"3266",44.9,2019
"3291",36,2019
"3299",48.1,2019
"3304",50.3,2019
"3313",49.5,2019
"3314",44.2,2019
"3323",50.8,2019
"3335",58.3,2019
"3401",37.9,2019
"3403",37.2,2019
"3408",42.5,2019
"3419",38.3,2019
"3425",34.2,2019
"3432",32.4,2019
"3444",42.1,2019
"3454",39.4,2019
"3461",34.7,2019
"3462",42.1,2019
"3470",28.4,2019
"3475",45.5,2019
"3479",28.5,2019
"3496",33.1,2019
"3498",48.6,2019
"3505",24.6,2019
"3527",34.8,2019
"3540",40.4,2019
"3555",37.2,2019
"3557",39.1,2019
"3561",30.2,2019
"3575",35.2,2019
"3576",14.9,2019
"3580",17.3,2019
"3592",39.5,2019
"3597",38.5,2019
"3623",40.9,2019
"3639",30.5,2019
"3663",47.8,2019
"3677",45.8,2019
"3722",31.3,2019
"3748",27.8,2019
"3763",36.8,2019
"3774",40.4,2019
"3775",39,2019
"3785",40.8,2019
"3786",36,2019
"3817",32,2019
"3823",42.8,2019
"3825",39.7,2019
"3847",48.8,2019
"3850",24.8,2019
"3867",56.3,2019
"3872",38.3,2019
"3882",34.2,2019
"3888",24.3,2019
"3899",21.3,2019
"3902",39.9,2019
"3915",33.5,2019
"3918",33.3,2019
"3928",40.5,2019
"3939",54.3,2019
"3941",39.2,2019
"3955",26.6,2019
"3960",30.1,2019
"3970",19.2,2019
"3972",37.6,2019
"3995",23.2,2019
"4004",47.2,2019
"4007",39,2019
"4013",27.7,2019
"1",32.8,2020
"2",31.7,2020
"5",33.6,2020
"6",32.7,2020
"7",23.6,2020
"11",22.1,2020
"12",32.5,2020
"14",34.1,2020
"18",32.2,2020
"19",33.2,2020
"24",28.2,2020
"26",36.6,2020
"27",34.2,2020
"28",33.5,2020
"29",34.9,2020
"30",32.6,2020
"35",32.3,2020
"36",34.2,2020
"39",30.9,2020
"40",36.3,2020
"56",31.1,2020
"78",36.1,2020
"79",39.6,2020
"94",23,2020
"195",26.1,2020
"235",24.7,2020
"251",42.4,2020
"326",28.5,2020
"327",46.5,2020
"336",10.2,2020
"344",32,2020
"345",29.5,2020
"346",6.3,2020
"349",39.5,2020
"350",29.7,2020
"351",41.4,2020
"352",25.1,2020
"354",25.3,2020
"355",19.7,2020
"356",23.6,2020
"362",34.1,2020
"366",42.1,2020
"367",30,2020
"369",41.7,2020
"371",31.2,2020
"372",37.7,2020
"405",30.7,2020
"413",29.7,2020
"534",29.9,2020
"537",35.7,2020
"557",18.6,2020
"558",36.7,2020
"567",21.9,2020
"572",27.1,2020
"573",28.6,2020
"575",30.5,2020
"583",24.5,2020
"636",36.3,2020
"653",35.6,2020
"656",42.4,2020
"658",30.7,2020
"659",44.6,2020
"660",39.6,2020
"661",49.3,2020
"662",45.3,2020
"664",41.6,2020
"665",47.8,2020
"666",40.6,2020
"667",35.3,2020
"669",30.5,2020
"671",35,2020
"672",48.1,2020
"674",43.9,2020
"675",54.1,2020
"676",49.8,2020
"677",43.4,2020
"682",39.2,2020
"687",52.2,2020
"704",38.5,2020
"705",36,2020
"717",45.4,2020
"732",43,2020
"733",38.6,2020
"740",41.3,2020
"871",38.7,2020
"884",40.1,2020
"974",45,2020
"975",36.1,2020
"978",42.1,2020
"995",54.2,2020
"997",48.1,2020
"998",42.9,2020
"999",37.6,2020
"1000",37,2020
"1001",33.5,2020
"1003",50.6,2020
"1006",47.4,2020
"1010",55.7,2020
"1011",42,2020
"1012",40.5,2020
"1014",46.8,2020
"1016",53.3,2020
"1017",44.3,2020
"1019",45.8,2020
"1020",59.1,2020
"1022",43.4,2020
"1024",48.9,2020
"1026",35.8,2020
"1039",46.3,2020
"1057",44,2020
"1066",44.6,2020
"1067",51.4,2020
"1157",62.3,2020
"1161",50.1,2020
"1198",64.8,2020
"1294",56.6,2020
"1301",46,2020
"1305",44.8,2020
"1326",60.8,2020
"1328",78.2,2020
"1333",61.3,2020
"1334",66.2,2020
"1337",49.6,2020
"1339",60.7,2020
"1343",66.8,2020
"1344",60.2,2020
"1346",44.9,2020
"1348",59.5,2020
"1351",47.3,2020
"1352",48.7,2020
"1353",74.6,2020
"1354",55.4,2020
"1356",43.3,2020
"1373",51.6,2020
"1375",61.6,2020
"1379",74.8,2020
"1394",42.9,2020
"1400",79.1,2020
"1412",49,2020
"1530",66,2020
"1533",65.7,2020
"1539",58.9,2020
"1544",78.7,2020
"1551",43.1,2020
"1557",54.6,2020
"1565",55.1,2020
"1577",67.9,2020
"1665",64.2,2020
"1667",79.7,2020
"1668",81,2020
"1671",75.4,2020
"1672",70.2,2020
"1673",76,2020
"1675",74.1,2020
"1676",62.2,2020
"1677",70.3,2020
"1678",75.6,2020
"1679",77.7,2020
"1680",75.3,2020
"1682",75.1,2020
"1683",78.8,2020
"1685",77.8,2020
"1686",79.7,2020
"1687",78.1,2020
"1688",81.9,2020
"1689",77.5,2020
"1690",69.4,2020
"1697",77.8,2020
"1698",81,2020
"1721",73,2020
"1759",77.2,2020
"1767",67.5,2020
"1873",69.3,2020
"1877",69.5,2020
"1883",60,2020
"1983",76.7,2020
"1999",77.6,2020
"2001",77,2020
"2002",86.1,2020
"2003",80.4,2020
"2010",76.4,2020
"2012",78,2020
"2013",79.8,2020
"2015",78.3,2020
"2016",84.1,2020
"2017",73.7,2020
"2019",82.5,2020
"2021",82.1,2020
"2022",79,2020
"2023",79.3,2020
"2025",80.1,2020
"2042",79.6,2020
"2044",75.7,2020
"2058",85.1,2020
"2066",82.2,2020
"2069",76.8,2020
"2072",75.1,2020
"2085",80.3,2020
"2096",74.7,2020
"2103",81,2020
"2117",79,2020
"2120",72.8,2020
"2129",81.3,2020
"2257",78.4,2020
"2261",74.9,2020
"2263",84.6,2020
"2284",75.1,2020
"2336",76.5,2020
"2338",76.1,2020
"2339",72.3,2020
"2344",74.5,2020
"2345",78,2020
"2346",72.2,2020
"2348",79.1,2020
"2349",76.8,2020
"2353",84.5,2020
"2355",74,2020
"2358",71.8,2020
"2359",83.4,2020
"2360",66.9,2020
"2364",79.3,2020
"2397",71.5,2020
"2404",73.9,2020
"2421",77.3,2020
"2426",73.6,2020
"2438",78.9,2020
"2442",74.5,2020
"2448",66.9,2020
"2467",74.6,2020
"2470",83.2,2020
"2476",73.7,2020
"2492",79.3,2020
"2603",81,2020
"2610",74,2020
"2611",68.1,2020
"2615",84.5,2020
"2617",83,2020
"2677",65.7,2020
"2678",63.6,2020
"2679",67.6,2020
"2681",70.6,2020
"2683",60.2,2020
"2685",67.7,2020
"2686",67.7,2020
"2687",70.5,2020
"2693",63,2020
"2694",62.6,2020
"2695",53.5,2020
"2696",56.6,2020
"2699",64.4,2020
"2702",76.5,2020
"2703",57.8,2020
"2730",66.4,2020
"2733",55,2020
"2758",68.4,2020
"2760",64,2020
"2782",67.5,2020
"2800",72.7,2020
"2910",76,2020
"2923",69,2020
"2941",74.7,2020
"2945",69,2020
"2959",69.4,2020
"2963",72.8,2020
"2964",59.4,2020
"2965",71.2,2020
"2970",67.8,2020
"3007",35.8,2020
"3008",50.3,2020
"3012",39.9,2020
"3013",46.6,2020
"3016",61.8,2020
"3017",59.5,2020
"3020",44.6,2020
"3023",43,2020
"3025",50.8,2020
"3027",67.2,2020
"3028",57.5,2020
"3029",41.5,2020
"3034",49.2,2020
"3035",39,2020
"3036",49.1,2020
"3037",68.3,2020
"3039",63.9,2020
"3040",45,2020
"3041",60.5,2020
"3042",56.3,2020
"3043",62.2,2020
"3231",37.3,2020
"3237",49.4,2020
"3243",52.9,2020
"3251",59.6,2020
"3261",45.3,2020
"3272",52.5,2020
"3282",60.5,2020
"3285",42.7,2020
"3332",57.6,2020
"3334",50.2,2020
"3351",45.1,2020
"3354",62.2,2020
"3356",51.2,2020
"3359",37.8,2020
"3361",37.5,2020
"3363",63,2020
"3364",41,2020
"3366",60.8,2020
"3371",42.3,2020
"3373",43.9,2020
"3374",69.4,2020
"3375",64.7,2020
"3378",38,2020
"3381",41.6,2020
"3384",34.8,2020
"3385",58,2020
"3387",38,2020
"3388",70.1,2020
"3409",42.2,2020
"3440",40.3,2020
"3450",44,2020
"3459",40.8,2020
"3465",42.6,2020
"3550",35.8,2020
"3600",37.1,2020
"3601",59.9,2020
"3661",53.5,2020
"3662",43.8,2020
"3667",43.9,2020
"3675",46,2020
"3678",35.3,2020
"3679",32.9,2020
"3680",38.1,2020
"3684",33,2020
"3688",36.8,2020
"3689",39.3,2020
"3690",24.9,2020
"3691",38.7,2020
"3695",35.4,2020
"3696",30.5,2020
"3701",32.7,2020
"3702",26.8,2020
"3704",30.7,2020
"3705",30.3,2020
"3706",14.4,2020
"3707",26.2,2020
"3709",29.5,2020
"3710",33.2,2020
"3712",32.6,2020
"3714",38.3,2020
"3716",46.9,2020
"3717",23.1,2020
"3733",35,2020
"3740",33.7,2020
"3744",35.7,2020
"3789",42.7,2020
"3933",36.3,2020
"3938",40.5,2020
"3951",43,2020
"3954",23.9,2020
"3958",37.5,2020
"3",28.9,2021
"4",33.8,2021
"8",27.6,2021
"9",31.6,2021
"10",37.2,2021
"13",32.8,2021
"15",25.3,2021
"16",28.8,2021
"17",18.8,2021
"20",33.6,2021
"21",37,2021
"22",30.9,2021
"23",25.7,2021
"31",35.5,2021
"32",23.9,2021
"34",31.3,2021
"37",29.7,2021
"38",31,2021
"52",23.6,2021
"54",32.3,2021
"58",33,2021
"68",30.4,2021
"69",19,2021
"89",32.9,2021
"92",34.8,2021
"231",35.2,2021
"243",26.6,2021
"252",23.6,2021
"256",32.4,2021
"332",35.3,2021
"342",6.7,2021
"343",20.2,2021
"347",26.8,2021
"348",33.4,2021
"353",16.5,2021
"357",34,2021
"358",17.2,2021
"359",1.2,2021
"360",14.6,2021
"361",9.7,2021
"363",12.8,2021
"364",31,2021
"365",2.6,2021
"370",32.6,2021
"373",9.7,2021
"374",18.1,2021
"385",40.4,2021
"388",15.2,2021
"389",26.6,2021
"406",16.9,2021
"412",10.9,2021
"428",11.8,2021
"529",26.2,2021
"540",40.2,2021
"563",41.5,2021
"579",32.8,2021
"586",42.8,2021
"654",45,2021
"655",34.7,2021
"657",44.3,2021
"663",48,2021
"668",35.4,2021
"670",32.5,2021
"673",44.4,2021
"678",39.1,2021
"679",57.3,2021
"680",44.5,2021
"681",35.4,2021
"683",39.1,2021
"684",47.6,2021
"685",56.4,2021
"686",39.3,2021
"700",44.1,2021
"701",42.6,2021
"707",36.1,2021
"739",37.4,2021
"849",57.8,2021
"850",51.2,2021
"852",56.5,2021
"889",36.3,2021
"890",42.4,2021
"899",35.6,2021
"900",30.5,2021
"910",52.1,2021
"915",48.3,2021
"917",54.8,2021
"972",56.5,2021
"973",60.3,2021
"994",53,2021
"996",45.6,2021
"1002",44.9,2021
"1004",37.2,2021
"1005",53.2,2021
"1007",43.2,2021
"1008",52.9,2021
"1009",67.3,2021
"1013",54.9,2021
"1015",50.1,2021
"1018",52.2,2021
"1021",39.2,2021
"1023",71.2,2021
"1025",73.6,2021
"1027",54.8,2021
"1033",54.7,2021
"1037",50.9,2021
"1041",45.3,2021
"1043",49.9,2021
"1060",60.9,2021
"1068",39.8,2021
"1072",51.9,2021
"1153",63.9,2021
"1159",49.8,2021
"1160",45,2021
"1163",33.7,2021
"1168",70.1,2021
"1187",55.7,2021
"1195",45.9,2021
"1291",52.1,2021
"1324",62.6,2021
"1327",77.6,2021
"1329",45.3,2021
"1330",63.1,2021
"1331",56.1,2021
"1335",46.2,2021
"1336",51.1,2021
"1338",49.9,2021
"1340",55.5,2021
"1341",71.1,2021
"1342",73.7,2021
"1345",65.5,2021
"1347",50.3,2021
"1349",49.7,2021
"1350",77.1,2021
"1355",58.6,2021
"1357",79.2,2021
"1358",52,2021
"1359",63.8,2021
"1360",48.9,2021
"1361",73.4,2021
"1362",57.1,2021
"1377",63.8,2021
"1388",58.4,2021
"1392",55.2,2021
"1403",60.9,2021
"1405",75.7,2021
"1531",47.3,2021
"1534",74.8,2021
"1540",68.5,2021
"1581",45.5,2021
"1666",76.8,2021
"1669",76.9,2021
"1670",77.1,2021
"1674",73.3,2021
"1681",71.4,2021
"1684",75.6,2021
"1691",72.6,2021
"1692",77.4,2021
"1693",70.1,2021
"1694",80.3,2021
"1695",81,2021
"1696",70.8,2021
"1699",81.8,2021
"1709",78.6,2021
"1713",71.2,2021
"1715",81.6,2021
"1718",77.9,2021
"1723",78.4,2021
"1726",73.3,2021
"1735",69.5,2021
"1739",74.8,2021
"1740",79.3,2021
"1744",63.7,2021
"1752",67.9,2021
"1874",80.4,2021
"1891",72,2021
"1906",81,2021
"1910",64.9,2021
"1936",75.3,2021
"1937",80.3,2021
"1995",69.9,2021
"1996",74.9,2021
"1997",67,2021
"1998",82.1,2021
"2000",82,2021
"2004",77,2021
"2005",70.1,2021
"2006",80.3,2021
"2007",77.3,2021
"2008",71,2021
"2009",71.8,2021
"2011",71.8,2021
"2014",81.2,2021
"2018",83.7,2021
"2020",81.6,2021
"2024",83.2,2021
"2038",74,2021
"2055",75.6,2021
"2070",72.8,2021
"2071",67.6,2021
"2106",82.3,2021
"2119",67.8,2021
"2121",71.2,2021
"2258",76.6,2021
"2259",71.4,2021
"2270",82,2021
"2282",72.6,2021
"2287",82.4,2021
"2293",68.5,2021
"2329",81.1,2021
"2337",75,2021
"2340",73,2021
"2341",71.8,2021
"2342",77.2,2021
"2343",78.7,2021
"2347",80.8,2021
"2350",77.5,2021
"2351",78.3,2021
"2352",77.8,2021
"2354",84.2,2021
"2356",76.3,2021
"2357",76.9,2021
"2361",72.9,2021
"2362",80,2021
"2363",80.5,2021
"2365",82.7,2021
"2367",79.3,2021
"2379",72.7,2021
"2437",73.9,2021
"2450",75.5,2021
"2452",79.2,2021
"2456",76,2021
"2479",80.5,2021
"2485",77.8,2021
"2486",82,2021
"2488",77.3,2021
"2493",69.9,2021
"2620",84,2021
"2630",82.4,2021
"2639",75.3,2021
"2642",83.2,2021
"2680",70,2021
"2682",76.3,2021
"2684",71.2,2021
"2688",76.9,2021
"2689",68.3,2021
"2690",67,2021
"2691",77.6,2021
"2692",73.8,2021
"2697",69.6,2021
"2698",79.5,2021
"2700",60.8,2021
"2701",69.3,2021
"2735",70.9,2021
"2750",75.5,2021
"2774",68.7,2021
"2780",70.7,2021
"2788",70.8,2021
"2789",72.7,2021
"2793",70,2021
"2911",75.2,2021
"2924",74.3,2021
"2926",74.6,2021
"2933",59.6,2021
"2937",64,2021
"2940",71.6,2021
"2946",67.8,2021
"2948",70.1,2021
"2954",62.9,2021
"2968",79.2,2021
"3005",74.6,2021
"3009",48.9,2021
"3010",58,2021
"3011",73.6,2021
"3014",67.5,2021
"3015",71,2021
"3018",61.9,2021
"3019",54.4,2021
"3021",59.5,2021
"3022",47.9,2021
"3024",52.3,2021
"3026",63.3,2021
"3030",73.7,2021
"3031",66.9,2021
"3032",50.8,2021
"3033",57.2,2021
"3038",54.5,2021
"3077",70,2021
"3089",69.2,2021
"3094",68.8,2021
"3099",61.9,2021
"3100",50.1,2021
"3103",61.9,2021
"3117",66.6,2021
"3224",53.1,2021
"3226",48.7,2021
"3235",68.3,2021
"3242",75.3,2021
"3252",54,2021
"3331",47.9,2021
"3345",50.7,2021
"3348",38,2021
"3349",54.7,2021
"3350",55.9,2021
"3352",39,2021
"3353",41.7,2021
"3355",33.9,2021
"3357",33.2,2021
"3358",46.1,2021
"3360",49.2,2021
"3362",40.5,2021
"3365",32.6,2021
"3367",33.4,2021
"3368",33.6,2021
"3369",37.8,2021
"3370",42,2021
"3372",52.5,2021
"3376",43.1,2021
"3377",44.2,2021
"3379",53.5,2021
"3380",36.3,2021
"3382",37.2,2021
"3383",40.8,2021
"3386",44.5,2021
"3411",38.6,2021
"3429",40.4,2021
"3451",42.2,2021
"3551",55.8,2021
"3603",31.8,2021
"3604",34.7,2021
"3608",25.2,2021
"3681",28.1,2021
"3682",36.1,2021
"3683",41.9,2021
"3685",37.1,2021
"3686",39,2021
"3687",34.8,2021
"3692",39.5,2021
"3693",39.6,2021
"3694",36,2021
"3697",36,2021
"3698",41.9,2021
"3699",35.5,2021
"3700",46.3,2021
"3703",50.4,2021
"3708",36.1,2021
"3711",41.8,2021
"3713",38.1,2021
"3715",58.2,2021
"3718",46.6,2021
"3747",43.3,2021
"3766",46.4,2021
"3911",38.4,2021
"3914",51.2,2021
"3919",35.3,2021
"3920",17.9,2021
"3923",37.2,2021
"3935",42,2021
"3942",35.2,2021
"3949",28,2021
"4006",35.4,2021
"4016",53.3,2021
