"","temp","year"
"2752",73.1,2014
"2757",58.4,2014
"2761",62.3,2014
"2764",75.8,2014
"2769",69.3,2014
"2770",70.6,2014
"2799",57.9,2014
"2806",69.1,2014
"2807",56.1,2014
"2835",68.7,2014
"2840",77,2014
"2846",65.4,2014
"2857",53.3,2014
"2887",69.6,2014
"2900",49.8,2014
"2909",69.8,2014
"2942",56.9,2014
"2950",77.6,2014
"2979",56.6,2014
"2981",74.6,2014
"2993",65.4,2014
"3004",81.1,2014
"3060",59.1,2014
"3069",56.6,2014
"3071",55.5,2014
"3084",45.3,2014
"3093",52.2,2014
"3096",51,2014
"3108",50.3,2014
"3109",69.8,2014
"3119",55.4,2014
"3138",50.4,2014
"3165",55.5,2014
"3190",45.9,2014
"3203",54.9,2014
"3211",62.9,2014
"3215",64.7,2014
"3223",53.9,2014
"3234",56.4,2014
"3238",48.5,2014
"3239",64.2,2014
"3245",50.3,2014
"3246",52.5,2014
"3253",57.5,2014
"3267",55,2014
"3279",48,2014
"3281",44.5,2014
"3298",57.2,2014
"3302",64.2,2014
"3306",61.7,2014
"3322",61.9,2014
"3346",43,2014
"3421",25.5,2014
"3428",27.3,2014
"3448",30.2,2014
"3487",27.9,2014
"3492",49.5,2014
"3494",40,2014
"3506",22.9,2014
"3516",25.2,2014
"3517",40,2014
"3519",28.2,2014
"3542",52.2,2014
"3546",31.5,2014
"3548",52.6,2014
"3563",43.2,2014
"3574",53,2014
"3585",41.1,2014
"3598",15.6,2014
"3602",45.1,2014
"3606",48.8,2014
"3609",24.5,2014
"3614",40.9,2014
"3619",24.6,2014
"3620",50.5,2014
"3622",56.1,2014
"3637",40,2014
"3641",21.1,2014
"3654",48.5,2014
"3660",26.3,2014
"3669",44.1,2014
"3728",31.2,2014
"3730",33,2014
"3741",36.6,2014
"3752",26.8,2014
"3755",34.9,2014
"3764",31.5,2014
"3772",36,2014
"3778",41.5,2014
"3782",36.2,2014
"3784",30.6,2014
"3792",29.7,2014
"3795",41.9,2014
"3801",35.1,2014
"3808",33.9,2014
"3813",30.2,2014
"3826",43.3,2014
"3829",27.8,2014
"3832",49.3,2014
"3833",31.3,2014
"3846",20.3,2014
"3853",29.5,2014
"3870",47,2014
"3887",32.4,2014
"3912",25.3,2014
"3916",46.5,2014
"3917",13.1,2014
"3934",37.4,2014
"3963",45.8,2014
"3967",39,2014
"3975",44.3,2014
"51",32.2,2015
"57",34,2015
"60",13.5,2015
"63",34.3,2015
"67",36.6,2015
"84",29.3,2015
"93",34.2,2015
"112",29.3,2015
"139",38.7,2015
"143",35.1,2015
"151",27.7,2015
"155",31.7,2015
"157",28.7,2015
"170",25.9,2015
"171",28.4,2015
"175",19.3,2015
"177",30.3,2015
"179",4.5,2015
"202",9.2,2015
"213",8,2015
"237",26.3,2015
"246",23.5,2015
"254",36.1,2015
"268",29.7,2015
"269",30.6,2015
"281",36.8,2015
"293",34.1,2015
"317",10.3,2015
"390",11,2015
"391",12.8,2015
"410",10,2015
"421",33.6,2015
"430",16.7,2015
"447",11.4,2015
"448",28.4,2015
"483",14.5,2015
"487",25.4,2015
"493",24.3,2015
"494",24.1,2015
"507",20.2,2015
"516",7.7,2015
"525",18.2,2015
"528",7.3,2015
"535",23.4,2015
"544",32.6,2015
"545",29.3,2015
"553",38.5,2015
"560",7,2015
"568",20.2,2015
"585",9.6,2015
"605",13.9,2015
"613",18.3,2015
"614",31.8,2015
"645",21.1,2015
"690",40,2015
"721",38.8,2015
"724",50.6,2015
"736",37.1,2015
"744",23.8,2015
"746",43.9,2015
"748",22,2015
"757",15.2,2015
"766",29.2,2015
"767",44.7,2015
"769",39.7,2015
"787",44,2015
"793",44.4,2015
"805",44.9,2015
"815",52.5,2015
"825",47.6,2015
"837",30.7,2015
"842",26.6,2015
"843",34.8,2015
"844",32.4,2015
"865",34.1,2015
"880",31.4,2015
"881",40.7,2015
"882",43,2015
"883",30.8,2015
"905",14.7,2015
"906",50.1,2015
"925",61.3,2015
"944",49.1,2015
"959",34.9,2015
"976",44.1,2015
"1029",62.4,2015
"1032",58.2,2015
"1046",55,2015
"1065",54.8,2015
"1086",49.1,2015
"1096",47.2,2015
"1121",47.5,2015
"1122",50.5,2015
"1129",57.5,2015
"1131",52.3,2015
"1135",60.6,2015
"1141",43.6,2015
"1142",44.5,2015
"1162",56.3,2015
"1175",54.6,2015
"1180",52,2015
"1182",58.8,2015
"1205",63.3,2015
"1216",56,2015
"1217",55.9,2015
"1218",62.3,2015
"1223",49.1,2015
"1225",47.1,2015
"1234",42.2,2015
"1239",42.9,2015
"1263",48,2015
"1266",45.9,2015
"1288",50.8,2015
"1319",47.6,2015
"1322",54.5,2015
"1369",68.8,2015
"1384",60.1,2015
"1387",50.3,2015
"1406",65.7,2015
"1430",72.9,2015
"1431",64.9,2015
"1444",56.1,2015
"1459",72,2015
"1463",55.3,2015
"1464",46.2,2015
"1475",49.6,2015
"1480",75.7,2015
"1482",60.5,2015
"1485",54.7,2015
"1493",67.8,2015
"1514",67.6,2015
"1521",60.4,2015
"1569",51.4,2015
"1594",71.2,2015
"1605",74.6,2015
"1611",70.1,2015
"1616",74.9,2015
"1617",48.7,2015
"1622",73.9,2015
"1623",74.3,2015
"1624",70.9,2015
"1631",59.9,2015
"1632",66,2015
"1640",73.3,2015
"1646",54.2,2015
"1700",70.6,2015
"1711",72.3,2015
"1727",65.3,2015
"1731",63.5,2015
"1745",72.1,2015
"1753",58,2015
"1761",73.4,2015
"1763",71,2015
"1776",66.3,2015
"1781",72,2015
"1821",66.5,2015
"1830",70,2015
"1834",62.4,2015
"1839",67.4,2015
"1841",75.9,2015
"1850",70.7,2015
"1863",68.2,2015
"1868",69.7,2015
"1886",63.1,2015
"1905",70.4,2015
"1908",65.9,2015
"1916",74.9,2015
"1917",77.2,2015
"1922",76.8,2015
"1934",81.7,2015
"1957",78.3,2015
"1967",66.8,2015
"1969",76.4,2015
"1975",74.5,2015
"2028",72.2,2015
"2033",71.5,2015
"2043",76,2015
"2049",73.7,2015
"2054",75.9,2015
"2077",75,2015
"2078",77.7,2015
"2081",77.1,2015
"2088",62.5,2015
"2095",68,2015
"2099",77.4,2015
"2110",66.3,2015
"2113",62.6,2015
"2125",80,2015
"2143",77.6,2015
"2193",80.3,2015
"2201",69.4,2015
"2212",82.9,2015
"2215",62.8,2015
"2216",82.1,2015
"2219",79.2,2015
"2222",83.3,2015
"2232",80,2015
"2237",80.8,2015
"2252",78.4,2015
"2253",68.2,2015
"2274",78,2015
"2283",82.5,2015
"2300",80.7,2015
"2317",69,2015
"2327",78,2015
"2368",74.8,2015
"2370",68.8,2015
"2373",71,2015
"2375",64.2,2015
"2380",72.7,2015
"2390",78.1,2015
"2401",74.6,2015
"2420",65.5,2015
"2427",70.8,2015
"2484",79.4,2015
"2487",76.4,2015
"2498",71.7,2015
"2507",76.2,2015
"2509",75.6,2015
"2555",81.2,2015
"2566",75,2015
"2574",80.7,2015
"2580",75,2015
"2583",75.6,2015
"2588",75.3,2015
"2612",77.8,2015
"2624",74.1,2015
"2629",65.4,2015
"2637",73.9,2015
"2645",75.8,2015
"2651",67.2,2015
"2657",67.4,2015
"2662",82.5,2015
"2671",78,2015
"2673",77.8,2015
"2710",62.4,2015
"2719",72.4,2015
"2723",67.8,2015
"2729",70.1,2015
"2762",69.7,2015
"2771",64.5,2015
"2779",76.9,2015
"2791",70.6,2015
"2813",83.6,2015
"2821",82.2,2015
"2824",60.3,2015
"2827",72.4,2015
"2832",82.8,2015
"2836",66.6,2015
"2839",69.2,2015
"2851",69.6,2015
"2858",83.9,2015
"2865",76.9,2015
"2869",75,2015
"2896",73.7,2015
"2906",73.5,2015
"2921",59.2,2015
"2928",74.2,2015
"2952",67.4,2015
"2962",63.4,2015
"2974",67.6,2015
"2978",80,2015
"2985",66.8,2015
"2988",59.2,2015
"3049",46.8,2015
"3056",60.8,2015
"3068",46.9,2015
"3082",52.2,2015
"3086",61.2,2015
"3090",54.4,2015
"3113",55.6,2015
"3126",62.3,2015
"3128",58.4,2015
"3134",48.8,2015
"3162",44.8,2015
"3188",64.5,2015
"3205",62,2015
"3219",51.1,2015
"3225",57.4,2015
"3233",63.3,2015
"3254",52.8,2015
"3264",65,2015
"3274",57.5,2015
"3277",57.3,2015
"3283",66.2,2015
"3294",54.7,2015
"3301",53.4,2015
"3305",42.2,2015
"3312",57.7,2015
"3317",68.2,2015
"3321",53.8,2015
"3326",52.9,2015
"3338",56.6,2015
"3339",57.4,2015
"3341",63.8,2015
"3393",48.9,2015
"3396",46.1,2015
"3402",44,2015
"3438",36.8,2015
"3446",61,2015
"3452",34.7,2015
"3458",31,2015
"3476",60.3,2015
"3493",54.1,2015
"3512",42.3,2015
"3523",42.1,2015
"3534",38.2,2015
"3537",60.3,2015
"3544",44.7,2015
"3562",53.1,2015
"3564",55,2015
"3565",39,2015
"3572",21.4,2015
"3588",46.4,2015
"3618",65.6,2015
"3628",51.7,2015
"3629",47.6,2015
"3634",53.1,2015
"3645",33.6,2015
"3652",60.1,2015
"3655",55.8,2015
"3659",43.3,2015
"3668",46,2015
"3673",49.7,2015
"3721",55.3,2015
"3726",38.7,2015
"3754",37.2,2015
"3758",30.3,2015
"3768",36.3,2015
"3777",28.5,2015
"3804",41.6,2015
"3819",38.3,2015
"3820",36.5,2015
"3822",49.1,2015
"3827",48.2,2015
"3839",41.9,2015
"3864",59.7,2015
"3873",41.6,2015
"3874",34.2,2015
"3875",25.3,2015
"3885",43.2,2015
"3950",43.5,2015
"3966",35.5,2015
"3969",47.8,2015
"3979",50.6,2015
"3981",37.8,2015
"3985",41.2,2015
"3988",34.9,2015
"3989",45.1,2015
"3991",29.8,2015
"4010",50,2015
"4014",35.4,2015
"4017",56.5,2015
"4018",43.2,2015
"42",18.8,2016
"45",21.3,2016
"61",38.6,2016
"62",41.9,2016
"73",40.5,2016
"88",31.1,2016
"98",9,2016
"105",44.6,2016
"121",8.1,2016
"126",27.5,2016
"136",30,2016
"142",34.3,2016
"145",30.5,2016
"146",29.1,2016
"161",28.6,2016
"162",33.9,2016
"163",29.1,2016
"172",8.3,2016
"182",39.9,2016
"192",30.4,2016
"207",41.1,2016
"209",27.3,2016
"221",2.8,2016
"239",28.5,2016
"280",35.7,2016
"285",28.8,2016
"288",20.6,2016
"289",9.6,2016
"297",16.2,2016
"319",33.5,2016
"376",29.2,2016
"393",30.8,2016
"395",36.7,2016
"396",30.5,2016
"398",15.4,2016
"423",22.5,2016
"457",32.3,2016
"458",37.9,2016
"469",41.5,2016
"482",37.1,2016
"488",32.4,2016
"498",28.1,2016
"500",15.2,2016
"523",15.8,2016
"531",20.4,2016
"543",38.1,2016
"559",37.3,2016
"580",37.1,2016
"590",32.7,2016
"601",39.8,2016
"617",34.4,2016
"622",51.2,2016
"623",11.5,2016
"624",42.1,2016
"627",32.5,2016
"628",21,2016
"638",52.2,2016
"649",36.4,2016
"651",50.2,2016
"693",40.1,2016
"694",46.3,2016
"698",44.1,2016
"715",46.1,2016
"743",31.2,2016
"752",45.9,2016
"764",39.5,2016
"770",42.7,2016
"794",34.6,2016
"800",62.1,2016
"801",50.1,2016
"807",48,2016
"810",31.9,2016
"812",52.1,2016
"819",46.2,2016
"829",45.7,2016
"832",23.2,2016
"835",38.8,2016
"845",52.6,2016
"848",42.9,2016
"861",50.2,2016
"894",35.8,2016
"908",52.1,2016
"911",40.8,2016
"928",63.2,2016
"939",50,2016
"947",38.7,2016
"957",51.4,2016
"961",29.8,2016
"965",60.9,2016
"993",54.7,2016
"1048",55.2,2016
"1054",50.2,2016
"1062",46.7,2016
"1071",68.2,2016
"1075",41.4,2016
"1087",49.4,2016
"1105",36.1,2016
"1110",59.6,2016
"1111",61,2016
"1120",44.7,2016
"1127",61.5,2016
"1128",64.7,2016
"1144",46.3,2016
"1151",62.8,2016
"1169",55.9,2016
"1174",39.1,2016
"1184",47.7,2016
"1200",52.2,2016
"1213",54.5,2016
"1221",49.3,2016
"1231",41.3,2016
"1233",72.6,2016
"1246",45.1,2016
"1272",31.1,2016
"1274",46.6,2016
"1277",46.4,2016
"1287",38.9,2016
"1289",40.4,2016
"1308",43.1,2016
"1323",36.8,2016
"1372",60.4,2016
"1374",57.5,2016
"1386",57.2,2016
"1397",67.2,2016
"1402",75.9,2016
"1414",61.6,2016
"1428",68.5,2016
"1433",60.8,2016
"1448",54.2,2016
"1452",57.4,2016
"1455",73.2,2016
"1476",64.5,2016
"1489",55.4,2016
"1498",57.1,2016
"1500",63.4,2016
"1510",75.7,2016
"1519",57.2,2016
"1526",47.3,2016
"1538",49.8,2016
"1541",59.3,2016
"1545",55,2016
"1559",46.9,2016
"1568",74.9,2016
"1572",76.1,2016
"1590",49.5,2016
"1595",52.2,2016
"1607",75.1,2016
"1619",47.7,2016
"1653",73.4,2016
"1658",65.1,2016
"1659",77.9,2016
"1728",72.7,2016
"1730",73.3,2016
"1733",67.9,2016
"1757",80.4,2016
"1760",76.3,2016
"1771",61.5,2016
"1773",71.1,2016
"1774",69.9,2016
"1777",72.1,2016
"1778",63.9,2016
"1783",73.3,2016
"1796",79.5,2016
"1800",72.3,2016
"1804",72.6,2016
"1810",82.8,2016
"1813",85.2,2016
"1842",77.2,2016
"1864",64,2016
"1866",75.2,2016
"1885",69.3,2016
"1893",81.9,2016
"1898",77.1,2016
"1904",72.5,2016
"1912",77.2,2016
"1925",72.8,2016
"1926",70.5,2016
"1946",84.6,2016
"1949",80.6,2016
"1972",73,2016
"1991",72.3,2016
"2053",71.9,2016
"2060",80.7,2016
"2086",69.3,2016
"2093",78.4,2016
"2094",80.9,2016
"2108",67.9,2016
"2116",79.6,2016
"2130",81.5,2016
"2131",75.3,2016
"2146",74.4,2016
"2148",77.2,2016
"2151",74.2,2016
"2160",74.2,2016
"2166",70.4,2016
"2169",72.6,2016
"2173",82.5,2016
"2184",79.6,2016
"2190",86,2016
"2206",78.8,2016
"2208",74.5,2016
"2225",79.1,2016
"2242",81.3,2016
"2256",79.1,2016
"2264",82.9,2016
"2291",78.6,2016
"2292",73.9,2016
"2297",78.8,2016
"2316",81.1,2016
"2324",80.4,2016
"2326",76.5,2016
"2377",74.2,2016
"2410",78.5,2016
"2423",78.4,2016
"2424",83.5,2016
"2429",77.9,2016
"2444",69.6,2016
"2446",76.5,2016
"2463",78.4,2016
"2473",75.6,2016
"2475",83.1,2016
"2490",81.8,2016
"2495",76.6,2016
"2503",79.1,2016
"2514",79.9,2016
"2516",75.9,2016
"2517",79.1,2016
"2521",78.9,2016
"2525",79.2,2016
"2531",80.1,2016
"2538",78.6,2016
"2551",76.4,2016
"2556",68.5,2016
"2575",75.5,2016
"2584",73.6,2016
"2586",78.4,2016
"2595",76.9,2016
"2636",74.6,2016
"2643",81.5,2016
"2646",75.8,2016
"2663",84.6,2016
"2670",76.6,2016
"2704",72,2016
"2709",75,2016
"2747",66.8,2016
"2763",75.2,2016
"2783",74,2016
"2796",70.2,2016
"2810",70.8,2016
"2819",74,2016
"2843",77.3,2016
"2844",70.7,2016
"2847",72.2,2016
"2848",69.8,2016
"2849",70.8,2016
"2850",71.6,2016
"2859",74.4,2016
"2870",83.8,2016
"2889",74.9,2016
"2902",77.3,2016
"2914",70.3,2016
"2917",85.1,2016
"2918",74.8,2016
"2943",77.6,2016
"2953",74.1,2016
"2958",63.3,2016
"2975",73.1,2016
"2983",57.3,2016
"2984",67.8,2016
"2994",62.7,2016
"2998",62.4,2016
"3052",59.8,2016
"3053",63.7,2016
"3067",61.9,2016
"3076",67.8,2016
"3081",54.1,2016
"3083",62.3,2016
"3098",48,2016
"3122",62.1,2016
"3129",51.6,2016
"3133",53.9,2016
"3139",50.4,2016
"3141",48.5,2016
"3142",56.7,2016
"3145",66.7,2016
"3156",54.3,2016
"3175",66.5,2016
"3180",72.2,2016
"3183",49.6,2016
"3185",69.4,2016
"3186",61.4,2016
"3202",67,2016
"3208",49,2016
"3209",49.5,2016
"3263",63.8,2016
"3265",57,2016
"3268",67.1,2016
"3275",56.2,2016
"3287",73.6,2016
"3289",48.3,2016
"3293",58,2016
"3329",74.3,2016
"3390",48.2,2016
"3391",58.3,2016
"3397",32,2016
"3405",49.6,2016
"3412",57.6,2016
"3422",64.6,2016
"3430",57.8,2016
"3445",40,2016
"3468",56.1,2016
"3471",39.4,2016
"3473",39,2016
"3478",45.3,2016
"3481",30.6,2016
"3483",35.5,2016
"3495",49,2016
"3503",41.3,2016
"3504",40.7,2016
"3511",67.1,2016
"3513",45.7,2016
"3536",54.9,2016
"3566",57.1,2016
"3587",42.1,2016
"3605",58.2,2016
"3611",51.5,2016
"3624",46.3,2016
"3633",51.5,2016
"3647",51.4,2016
"3653",51.3,2016
"3656",62.8,2016
"3664",38.9,2016
"3725",33,2016
"3739",34.5,2016
"3756",32.2,2016
"3770",22,2016
"3771",35.8,2016
"3800",23.8,2016
"3802",14.4,2016
"3811",18.4,2016
"3828",38.6,2016
"3841",23.1,2016
"3842",35.6,2016
"3849",27.6,2016
"3854",28.1,2016
"3869",2.2,2016
"3878",27,2016
"3895",33.4,2016
"3904",30.9,2016
"3906",28.1,2016
"3910",34.2,2016
"3913",34.2,2016
"3929",38.9,2016
"3947",37.4,2016
"3962",11.7,2016
"3965",35,2016
"3968",5.8,2016
"3974",22.3,2016
"3976",29.9,2016
"3980",13.4,2016
"3986",32.7,2016
"4003",21,2016
"4008",47.4,2016
"46",28.1,2017
"47",34.3,2017
"64",36.1,2017
"74",38.4,2017
"81",43.9,2017
"83",5.9,2017
"95",30.1,2017
"119",35.6,2017
"124",36.7,2017
"144",33.6,2017
"150",27.6,2017
"164",22.9,2017
"165",49.6,2017
"180",27.7,2017
"185",8.3,2017
"194",40.3,2017
"197",29,2017
"203",24.1,2017
"208",10.9,2017
"210",34.3,2017
"215",10.9,2017
"222",38.7,2017
"223",23.1,2017
"227",38.9,2017
"236",40.7,2017
"263",28.4,2017
"273",19.1,2017
"330",38.2,2017
"335",33.9,2017
"341",39.8,2017
"384",51.4,2017
"418",42.7,2017
"429",35.1,2017
"442",56.9,2017
"446",59.7,2017
"452",37.3,2017
"472",40.8,2017
"496",20.7,2017
"499",55.1,2017
"505",36.1,2017
"510",57.9,2017
"513",52,2017
"532",51.6,2017
"538",35.9,2017
"541",42.8,2017
"542",46.4,2017
"552",34,2017
"554",46,2017
"564",22,2017
"565",20.2,2017
"582",24.1,2017
"589",34.4,2017
"594",33.1,2017
"602",41.4,2017
"606",30.4,2017
"611",32.2,2017
"632",26.7,2017
"644",41.3,2017
"722",41.5,2017
"730",39,2017
"742",29.8,2017
"747",53.1,2017
"755",50,2017
"783",27.1,2017
"834",24,2017
"857",37.8,2017
"860",43.1,2017
"862",39.3,2017
"863",27.8,2017
"866",24.1,2017
"868",33.7,2017
"879",43.3,2017
"897",43.7,2017
"898",42.3,2017
"903",42.4,2017
"907",29,2017
"916",47.9,2017
"927",26.6,2017
"933",42.4,2017
"938",31.8,2017
"940",39.6,2017
"950",54.6,2017
"964",47.3,2017
"967",32.3,2017
"970",59.9,2017
"985",32.4,2017
"986",44.1,2017
"990",54.5,2017
"992",46.3,2017
"1028",49.3,2017
"1040",55.4,2017
"1045",50.3,2017
"1051",59.7,2017
"1063",50.9,2017
"1073",48.2,2017
"1074",57.7,2017
"1085",54.9,2017
"1088",48.6,2017
"1103",64.5,2017
"1117",50.3,2017
"1126",44.2,2017
"1130",49.6,2017
"1137",66.4,2017
"1170",51.2,2017
"1172",43.8,2017
"1206",58.1,2017
"1211",50.6,2017
"1214",47.7,2017
"1215",67.8,2017
"1237",58.4,2017
"1248",68,2017
"1254",71.3,2017
"1280",64.8,2017
"1281",70.3,2017
"1293",45.6,2017
"1298",54.6,2017
"1312",42.9,2017
"1317",44.9,2017
"1321",45.2,2017
"1367",48.3,2017
"1389",48.1,2017
"1424",64.9,2017
"1425",63.4,2017
"1437",55.4,2017
"1440",60.8,2017
"1450",46.6,2017
"1484",59,2017
"1486",58.3,2017
"1492",63.2,2017
"1497",64.8,2017
"1512",67,2017
"1520",63.3,2017
"1535",53.3,2017
"1564",48,2017
"1566",57,2017
"1570",62.1,2017
"1583",66,2017
"1587",60.9,2017
"1588",54.7,2017
"1593",59.1,2017
"1602",46.1,2017
"1612",50.5,2017
"1625",70.1,2017
"1629",48.9,2017
"1635",49,2017
"1639",76.9,2017
"1644",51.7,2017
"1648",48.3,2017
"1654",78.9,2017
"1660",75.5,2017
"1736",71.9,2017
"1769",67.1,2017
"1784",68.5,2017
"1791",73.7,2017
"1812",65.3,2017
"1819",67,2017
"1825",75.6,2017
"1831",70.4,2017
"1833",81,2017
"1848",75.2,2017
"1851",77.2,2017
"1853",84.7,2017
"1876",80.5,2017
"1889",80.3,2017
"1900",70.7,2017
"1914",82.1,2017
"1915",65.4,2017
"1923",79.3,2017
"1931",66.6,2017
"1938",71.3,2017
"1940",70,2017
"1942",77.8,2017
"1947",64.7,2017
"1951",76.2,2017
"1956",76.7,2017
"1958",64.8,2017
"1961",75.6,2017
"1962",69.8,2017
"1984",77.7,2017
"1987",76.1,2017
"2045",76.6,2017
"2046",76,2017
"2064",82.2,2017
"2083",73.5,2017
"2098",78.2,2017
"2109",80.5,2017
"2111",72.2,2017
"2118",76.8,2017
"2132",71,2017
"2134",78.3,2017
"2137",75.2,2017
"2161",77.3,2017
"2176",74.7,2017
"2180",74.5,2017
"2182",73.1,2017
"2186",81.5,2017
"2197",71.5,2017
"2217",69.2,2017
"2218",80.3,2017
"2220",71.5,2017
"2224",81.5,2017
"2260",72.7,2017
"2262",78.6,2017
"2269",75.4,2017
"2288",76.3,2017
"2289",74.2,2017
"2290",78.4,2017
"2309",77.3,2017
"2313",78.2,2017
"2322",73.1,2017
"2325",78,2017
"2369",70.3,2017
"2376",74.6,2017
"2388",70,2017
"2389",69.3,2017
"2393",70.4,2017
"2394",68.6,2017
"2416",64.4,2017
"2419",77.2,2017
"2440",74,2017
"2453",70.6,2017
"2454",74.8,2017
"2455",70.3,2017
"2489",77.2,2017
"2501",69.4,2017
"2519",77.1,2017
"2526",71.9,2017
"2529",76.5,2017
"2549",79.5,2017
"2552",67.7,2017
"2563",70.5,2017
"2589",74,2017
"2601",69.5,2017
"2613",75.6,2017
"2625",67.7,2017
"2628",75.2,2017
"2633",70.1,2017
"2641",75.1,2017
"2656",78.3,2017
"2658",76.8,2017
"2672",62.9,2017
"2706",67.9,2017
"2731",64,2017
"2739",64,2017
"2743",70.3,2017
"2767",67.6,2017
"2777",77.8,2017
"2786",82.3,2017
"2787",62.5,2017
"2790",85.2,2017
"2795",78.4,2017
"2808",84,2017
"2816",84.4,2017
"2818",69.2,2017
"2828",74.9,2017
"2834",58.4,2017
"2841",67,2017
"2845",63.5,2017
"2856",76.7,2017
"2874",64.5,2017
"2877",81.1,2017
"2878",62.9,2017
"2880",82,2017
"2884",64.3,2017
"2897",70.8,2017
"2901",60.6,2017
"2913",64.5,2017
"2939",61.8,2017
"2972",73.5,2017
"2977",64.1,2017
"2996",68.4,2017
"3051",67.5,2017
"3073",65.9,2017
"3080",64.6,2017
"3095",62.1,2017
"3121",61.1,2017
"3135",65.2,2017
"3146",44.8,2017
"3148",58.1,2017
"3149",40,2017
"3151",64.7,2017
"3155",52.3,2017
"3159",53.1,2017
"3167",61.5,2017
"3170",72.2,2017
"3176",47.8,2017
"3207",70.5,2017
"3212",70.7,2017
"3216",48.2,2017
"3247",38.7,2017
"3256",63.9,2017
"3270",65.5,2017
"3276",57.4,2017
"3286",68.6,2017
"3292",45.3,2017
"3295",60,2017
"3303",37.8,2017
"3307",45,2017
"3310",66,2017
"3330",59.5,2017
"3336",70.5,2017
"3344",60.9,2017
"3404",39,2017
"3407",46.3,2017
"3413",37.9,2017
"3416",37.8,2017
"3426",47.6,2017
"3449",44.3,2017
"3463",30.1,2017
"3497",39.8,2017
"3507",29.2,2017
"3510",38.9,2017
"3518",40.8,2017
"3521",45.9,2017
"3525",46,2017
"3526",43.4,2017
"3533",47.9,2017
"3539",51.5,2017
"3543",37.2,2017
"3554",39.5,2017
"3560",47.3,2017
"3568",39,2017
"3571",24.9,2017
"3573",41.7,2017
"3590",48.8,2017
"3596",55.8,2017
"3613",44.8,2017
"3615",35,2017
"3621",39.2,2017
"3631",42.1,2017
"3649",36.2,2017
"3657",43.7,2017
"3720",42.2,2017
"3723",38.8,2017
"3731",44.2,2017
"3732",1.1,2017
"3737",44.6,2017
"3751",2.3,2017
"3760",38.7,2017
"3762",35.1,2017
"3783",12.7,2017
"3790",31.5,2017
"3791",36.1,2017
"3793",7.2,2017
"3806",39.5,2017
"3831",26.9,2017
"3844",22.4,2017
"3858",43.7,2017
"3862",32.8,2017
"3871",3.6,2017
"3877",25.6,2017
"3893",26.8,2017
"3927",44.2,2017
"3940",31.7,2017
"3959",25.2,2017
"3961",10.5,2017
"3983",25.2,2017
"3998",27.9,2017
"4000",30,2017
"4009",25.2,2017
"4012",57.1,2017
"4015",41.3,2017
"49",6.7,2018
"71",41.8,2018
"107",29.4,2018
"122",30.5,2018
"123",36.3,2018
"131",22.2,2018
"153",13.2,2018
"158",14.4,2018
"168",8.3,2018
"169",34,2018
"174",32.9,2018
"181",14.3,2018
"188",-2.8,2018
"191",12.2,2018
"198",17.7,2018
"211",19,2018
"225",5.3,2018
"242",28.4,2018
"257",39.7,2018
"259",38.6,2018
"272",22.6,2018
"274",48.9,2018
"278",32.6,2018
"299",35.8,2018
"302",14,2018
"304",48.5,2018
"305",43.4,2018
"320",56.6,2018
"334",36,2018
"338",24.3,2018
"382",13.4,2018
"415",6.6,2018
"419",24.5,2018
"427",16.9,2018
"435",34,2018
"453",14.4,2018
"460",22.4,2018
"461",21,2018
"465",51.8,2018
"467",41.5,2018
"470",18.4,2018
"481",44.5,2018
"485",32.8,2018
"503",25.4,2018
"504",41.9,2018
"518",40.7,2018
"520",24.8,2018
"524",11.8,2018
"530",29,2018
"570",34.6,2018
"571",37.7,2018
"576",36.2,2018
"588",27.6,2018
"596",26.7,2018
"599",50.1,2018
"612",59.3,2018
"618",28.8,2018
"641",41.6,2018
"688",40.8,2018
"699",45.7,2018
"720",37.4,2018
"727",35.3,2018
"729",30.1,2018
"734",38.1,2018
"751",39.9,2018
"756",33.4,2018
"768",39.6,2018
"778",38.6,2018
"789",36.7,2018
"797",36.1,2018
"799",36.7,2018
"803",28.8,2018
"806",35.1,2018
"822",32.6,2018
"823",45.4,2018
"854",49.9,2018
"870",36.9,2018
"877",41.4,2018
"887",31.8,2018
"891",34.3,2018
"893",37.9,2018
"914",31.7,2018
"920",31.7,2018
"922",34.6,2018
"934",39.5,2018
"941",36.8,2018
"953",33.8,2018
"955",46,2018
"981",41.5,2018
"1030",47.2,2018
"1031",49.3,2018
"1058",32.3,2018
"1069",34.5,2018
"1082",37.1,2018
"1083",41.1,2018
"1084",44.5,2018
"1091",31.9,2018
"1099",46.8,2018
"1101",48.5,2018
"1116",45.8,2018
"1118",55.8,2018
"1119",51.9,2018
"1125",33.1,2018
"1138",29.2,2018
"1143",51,2018
"1165",33.8,2018
"1171",57.9,2018
"1183",49,2018
"1190",35.1,2018
"1196",51.9,2018
"1199",40.2,2018
"1208",31.3,2018
"1210",43.9,2018
"1222",35,2018
"1235",59.5,2018
"1262",36.7,2018
"1264",32.8,2018
"1265",35.6,2018
"1304",40.4,2018
"1365",78.3,2018
"1368",61.1,2018
"1370",63.7,2018
"1371",60,2018
"1381",78.5,2018
"1382",83.4,2018
"1390",77.7,2018
"1429",71.8,2018
"1435",69.8,2018
"1453",62.6,2018
"1472",58.4,2018
"1478",60.3,2018
"1483",70.7,2018
"1488",65.2,2018
"1491",49.1,2018
"1501",54.8,2018
"1507",54.4,2018
"1525",63.5,2018
"1529",65.4,2018
