"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","sndp","NUM_CRIMES"
"804",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,31.2,5.9,0.234375
"805",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013,44.9,999.9,0.517578125
"806",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,33.1,999.9,0.46484375
"807",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,28.9,1.2,0.787109375
"808",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,32.2,999.9,0.37109375
"809",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,22.5,999.9,0.361328125
"810",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,50.2,999.9,0.3203125
"811",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,34.8,999.9,0.30078125
"812",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,34,999.9,0.361328125
"813",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013,25.2,999.9,0.326171875
"814",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,56.6,999.9,0.37109375
"815",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,35.3,999.9,0.435546875
"816",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,46.7,999.9,0.50390625
"817",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,54.6,999.9,0.3125
"818",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,52.7,999.9,0.607421875
"819",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,41.5,999.9,0.330078125
"820",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,41.5,999.9,0.64453125
"821",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,57.4,999.9,0.517578125
"822",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,34.8,999.9,0.458984375
"823",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,44,999.9,0.578125
"824",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,45.4,999.9,0.431640625
"825",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,61,999.9,0.587890625
"826",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,51.9,999.9,0.69921875
"827",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,41.4,999.9,0.591796875
"828",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,45.2,999.9,0.53125
"829",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,70.5,999.9,0.501953125
"830",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,52.4,999.9,0.376953125
"831",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,55.1,999.9,0.37890625
"832",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,41.1,999.9,0.484375
"833",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,39.2,999.9,0.46484375
"834",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,48.5,999.9,0.4375
"835",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,41.3,999.9,0.62109375
"836",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,42.9,999.9,0.408203125
"837",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,37,999.9,0.390625
"838",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,37,999.9,0.681640625
"839",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,60.8,999.9,0.466796875
"840",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,44.6,999.9,0.224609375
"841",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,52.4,999.9,0.5703125
"842",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,49.1,999.9,0.396484375
"843",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,41.5,999.9,0.474609375
"844",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,50.9,999.9,0.458984375
"845",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,62.4,999.9,0.595703125
"846",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,55.8,999.9,0.33984375
"847",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013,64,999.9,0.705078125
"848",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,67.7,999.9,0.66796875
"849",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,63.9,999.9,0.751953125
"850",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,59.1,999.9,0.326171875
"851",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,65.9,999.9,0.455078125
"852",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,61.2,999.9,0.53515625
"853",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,70.1,999.9,0.720703125
"854",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,67.2,999.9,0.4765625
"855",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,49.2,999.9,0.568359375
"856",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,49,999.9,0.611328125
"857",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,46.4,999.9,0.44921875
"858",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,58.9,999.9,0.435546875
"859",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,57.9,999.9,0.603515625
"860",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013,69.6,999.9,0.59765625
"861",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,66.9,999.9,0.58984375
"862",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,72.1,999.9,0.64453125
"863",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013,72.3,999.9,0.5859375
"864",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2013,72.6,999.9,0.48046875
"865",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,78,999.9,0.669921875
"866",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,48.1,999.9,0.6484375
"867",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2013,76.3,999.9,0.845703125
"868",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,57,999.9,0.435546875
"869",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2013,50.9,999.9,0.447265625
"870",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2013,44.2,999.9,0.583984375
"871",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,81.2,999.9,0.697265625
"872",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2013,73.6,999.9,0.638671875
"873",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013,53.5,999.9,0.4609375
"874",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,71,999.9,0.5546875
"875",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,70.5,999.9,0.494140625
"876",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013,63.4,999.9,0.623046875
"877",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,61.3,999.9,0.49609375
"878",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,79,999.9,0.81640625
"879",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,54.9,999.9,0.60546875
"880",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2013,64.6,999.9,0.791015625
"881",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013,68.4,999.9,0.57421875
"882",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013,63.8,999.9,0.5859375
"883",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2013,59.4,999.9,0.53515625
"884",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,72.9,999.9,0.712890625
"885",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,61.2,999.9,0.6953125
"886",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013,76.1,999.9,0.62109375
"887",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013,74.8,999.9,0.681640625
"888",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,69.3,999.9,0.443359375
"889",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013,65.6,999.9,0.578125
"890",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,76,999.9,0.689453125
"891",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,67.2,999.9,0.611328125
"892",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,76.3,999.9,0.603515625
"893",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013,68,999.9,0.583984375
"894",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,57.4,999.9,0.4453125
"895",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013,75.3,999.9,0.44140625
"896",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,68.9,999.9,0.64453125
"897",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013,71.1,999.9,0.9375
"898",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,76.7,999.9,0.556640625
"899",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2013,76.6,999.9,0.5859375
"900",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2013,63.9,999.9,0.63671875
"901",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2013,75.4,999.9,0.59765625
"902",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,77.5,999.9,0.529296875
"903",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,76.8,999.9,0.431640625
"904",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,69.3,999.9,0.61328125
"905",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,70,999.9,0.466796875
"906",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,77.2,999.9,0.552734375
"907",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,67.7,999.9,0.560546875
"908",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,72.5,999.9,0.669921875
"909",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,66.2,999.9,0.560546875
"910",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,72.6,999.9,0.548828125
"911",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,75.2,999.9,0.669921875
"912",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,84.3,999.9,0.591796875
"913",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,75.9,999.9,0.751953125
"914",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,78.9,999.9,0.66796875
"915",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,65.2,999.9,0.537109375
"916",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,78.2,999.9,0.583984375
"917",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,80.5,999.9,0.5234375
"918",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,79.4,999.9,0.634765625
"919",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,61.3,999.9,0.498046875
"920",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,86.1,999.9,0.640625
"921",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,71.5,999.9,0.66796875
"922",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,81.5,999.9,0.80859375
"923",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,67.1,999.9,0.703125
"924",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,79,999.9,0.77734375
"925",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,64.2,999.9,0.568359375
"926",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,79.2,999.9,0.546875
"927",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,87.2,999.9,0.6171875
"928",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,65.8,999.9,0.5390625
"929",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,71,999.9,0.7578125
"930",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,80.5,999.9,0.546875
"931",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,81.3,999.9,0.61328125
"932",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,68.7,999.9,0.927734375
"933",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,87.7,999.9,0.5859375
"934",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,75.8,999.9,0.626953125
"935",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,73.5,999.9,0.748046875
"936",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,74.9,999.9,0.658203125
"937",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,65.7,999.9,0.625
"938",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,76.5,999.9,0.525390625
"939",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,75.2,999.9,0.810546875
"940",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,73.1,999.9,0.54296875
"941",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,72.7,999.9,0.591796875
"942",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,72.3,999.9,0.6640625
"943",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,76.1,999.9,0.740234375
"944",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,68.8,999.9,0.62109375
"945",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,72.5,999.9,0.712890625
"946",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,73.7,999.9,0.5703125
"947",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,68.2,999.9,0.48828125
"948",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,74,999.9,0.587890625
"949",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,78.2,999.9,0.69921875
"950",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,65,999.9,0.54296875
"951",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,73,999.9,0.4140625
"952",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,80.6,999.9,0.5078125
"953",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,74.6,999.9,0.654296875
"954",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,71.4,999.9,0.8359375
"955",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,79.3,999.9,0.65625
"956",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,74.6,999.9,0.720703125
"957",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,78.6,999.9,0.673828125
"958",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,70.5,999.9,0.626953125
"959",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,68.4,999.9,0.578125
"960",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,80.4,999.9,0.66015625
"961",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,80.4,999.9,0.58203125
"962",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,72.8,999.9,0.599609375
"963",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,84.9,999.9,0.548828125
"964",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,74.3,999.9,0.58984375
"965",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,81.2,999.9,0.642578125
"966",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,61.5,999.9,0.447265625
"967",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,61.2,999.9,0.451171875
"968",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,65.3,999.9,0.4921875
"969",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,71.3,999.9,0.572265625
"970",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,58.6,999.9,0.478515625
"971",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,63.4,999.9,0.55078125
"972",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,57.2,999.9,0.298828125
"973",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,75.4,999.9,1
"974",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,70.3,999.9,0.458984375
"975",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,67.3,999.9,0.525390625
"976",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,60.6,999.9,0.439453125
"977",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,60.7,999.9,0.45703125
"978",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,67.9,999.9,0.705078125
"979",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,61.1,999.9,0.619140625
"980",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,72.2,999.9,0.6328125
"981",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,79.3,999.9,0.515625
"982",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,83,999.9,0.5234375
"983",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,75.4,999.9,0.51171875
"984",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,72.9,999.9,0.66796875
"985",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,77,999.9,0.619140625
"986",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,60.9,999.9,0.5859375
"987",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,65.8,999.9,0.30078125
"988",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,71.6,999.9,0.6328125
"989",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,60.3,999.9,0.3359375
"990",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,62.2,999.9,0.552734375
"991",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,70.2,999.9,0.623046875
"992",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,73.1,999.9,0.486328125
"993",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,87.2,999.9,0.609375
"994",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,69,999.9,0.48828125
"995",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,75.8,999.9,0.49609375
"996",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,60.8,999.9,0.384765625
"997",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,56.5,999.9,0.341796875
"998",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,62.4,999.9,0.4921875
"999",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,62.2,999.9,0.541015625
"1000",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,37,999.9,0.28515625
"1001",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,65.1,999.9,0.521484375
"1002",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,53.2,999.9,0.443359375
"1003",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,70.5,999.9,0.52734375
"1004",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,70.8,999.9,0.517578125
"1005",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,48.4,999.9,0.482421875
"1006",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,39.7,999.9,0.31640625
"1007",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,58.7,999.9,0.349609375
"1008",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,53.7,999.9,0.337890625
"1009",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,60,999.9,0.271484375
"1010",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,54.8,999.9,0.349609375
"1011",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,47.9,999.9,0.33984375
"1012",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,52.4,999.9,0.38671875
"1013",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,66.2,999.9,0.423828125
"1014",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,38.5,999.9,0.287109375
"1015",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,43.6,999.9,0.28515625
"1016",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,69.3,999.9,0.498046875
"1017",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,46.1,999.9,0.455078125
"1018",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,71.7,999.9,0.484375
"1019",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,50.4,999.9,0.337890625
"1020",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,50.2,999.9,0.341796875
"1021",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,45.7,999.9,0.4609375
"1022",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,39.8,999.9,0.466796875
"1023",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,62,999.9,0.619140625
"1024",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,47.6,999.9,0.275390625
"1025",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,50.2,999.9,0.3984375
"1026",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,68.5,999.9,0.970703125
"1027",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,34,999.9,0.48046875
"1028",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,45.5,999.9,0.5078125
"1029",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,43.6,999.9,0.37890625
"1030",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,26.9,999.9,0.396484375
"1031",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,37.9,999.9,0.27734375
"1032",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,38,999.9,0.5078125
"1033",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,44,999.9,0.3359375
"1034",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,38.4,999.9,0.328125
"1035",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,53.5,999.9,0.4375
"1036",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,43.5,999.9,0.64453125
"1037",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,37.6,999.9,0.51953125
"1038",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,31.6,999.9,0.443359375
"1039",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,40.6,999.9,0.484375
"1040",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,26.3,999.9,0.1484375
"1041",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,42.3,1.2,0.158203125
"1042",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,28.7,999.9,0.43359375
"1043",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,28.4,999.9,0.1640625
